TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
com.google.cloud.spanner.SpannerExceptionFactoryTest.abortWithoutDuration,0,9,3,1,1,0.04,10,52,1,0.00,0.00
com.google.cloud.spanner.SessionClientTests.batchCreateSessionsWithExceptions[NumChannels = 4],1,32,11,1,1,0.22,81,204,0,0.00,0.00
com.google.cloud.spanner.v1.SpannerClientTest.getSessionExceptionTest,0,55,7,2,1,0.05,41,307,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testIsTransactionStarted[dialect = GOOGLE_STANDARD_SQL],2,134,31,2,1,0.02,119,810,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionTest$ConnectionRPCPriorityTest.testDmlBatch_RPCPriority,1,334,73,4,1,0.01,441,2001,0,0.00,0.00
com.google.cloud.spanner.SessionClientTests.batchCreateAndCloseSessions[NumChannels = 4],1,18,7,1,1,0.34,61,135,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testCommit[dialect = GOOGLE_STANDARD_SQL],2,139,30,2,1,0.02,148,876,1,0.00,0.00
com.google.cloud.spanner.connection.SetStatementTimeoutSqlScriptTest.testSetStatementTimeoutScript[dialect = POSTGRESQL],2,167,40,2,1,0.05,296,853,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterBeginTransactionTest.testGetCommitTimestamp[dialect = POSTGRESQL],2,80,15,2,1,0.05,117,450,1,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithoutExecutorTest.testWaitForTransactionTimeout,0,435,70,5,1,0.01,606,3170,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testGetOptimizerStatisticsPackage[dialect = POSTGRESQL],2,135,31,2,1,0.02,126,812,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testBeginTransaction[dialect = GOOGLE_STANDARD_SQL],3,171,36,2,1,0.02,190,1021,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testGetReadOnlyStaleness[dialect = POSTGRESQL],2,89,17,2,1,0.04,117,531,1,0.00,0.00
com.google.cloud.spanner.AsyncTransactionManagerTest.asyncTransactionManagerBatchUpdateAborted[executor = java.util.concurrent.Executors$FinalizableDelegatedExecutorService@2cef4321],0,441,81,5,1,0.01,537,3137,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testSetOptimizerStatisticsPackage[dialect = POSTGRESQL],2,140,29,2,1,0.02,141,882,1,0.00,0.00
com.google.cloud.spanner.SessionClientTests.createAndCloseSession[NumChannels = 4],1,16,6,1,1,0.34,40,78,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterStartDdlBatchTest.testAnalyzeQuery[dialect = GOOGLE_STANDARD_SQL],2,118,23,2,1,0.03,122,731,1,0.00,0.00
com.google.cloud.spanner.connection.StatementTimeoutTest.testTimeoutExceptionReadWriteAutocommitSlowUpdateMultipleStatements,1,303,66,4,1,0.01,420,1854,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteInDdlBatchTransactionTest.testSetTransactionTag[dialect = GOOGLE_STANDARD_SQL],2,117,26,2,1,0.03,123,729,1,0.00,0.00
com.google.cloud.spanner.PartitionOptionsTest.equalAndHashCode,0,10,2,1,1,0.43,15,25,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectAndResultSetNextTest.testExecuteQuery[dialect = POSTGRESQL],2,133,28,2,1,0.02,133,824,1,0.00,0.00
com.google.cloud.spanner.SessionImplTest.multiUseReadOnlyTransactionReturnsMissingTimestamp,1,70,25,1,1,0.19,51,341,1,0.00,0.00
com.google.cloud.spanner.SpannerOptionsTest.testSetInvalidClientLibToken,0,79,8,4,1,0.00,6,554,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRanDdlBatchTest.testIsInTransaction[dialect = POSTGRESQL],2,123,27,2,1,0.02,101,798,1,0.00,0.00
com.google.cloud.spanner.PgNumericTest.testQueryNulls,0,430,77,5,1,0.01,514,2968,0,0.00,0.00
com.google.cloud.spanner.TimestampBoundTest.maxStalenessNegative,0,1,1,1,1,0.00,5,2,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterTransactionTest.testStartBatchDdl[dialect = POSTGRESQL],2,168,36,2,1,0.02,189,993,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectTest.testClose[dialect = POSTGRESQL],2,129,29,2,1,0.02,112,777,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRanDdlBatchTest.testExecute[dialect = POSTGRESQL],2,170,37,2,1,0.02,158,1025,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testAnalyzeQuery[dialect = GOOGLE_STANDARD_SQL],2,140,31,2,1,0.03,137,804,1,0.00,0.00
com.google.cloud.spanner.admin.database.v1.DatabaseAdminClientTest.createBackupExceptionTest2,0,73,7,2,1,0.04,46,517,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testBufferedWriteIterable[dialect = GOOGLE_STANDARD_SQL],2,108,25,2,1,0.06,111,598,1,0.00,0.00
com.google.cloud.spanner.TypeTest.structFieldIndexAmbiguous,0,7,2,1,1,0.19,6,30,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionAsyncApiTest.testExecuteBatchUpdateAutocommit,1,336,72,6,1,0.03,484,2051,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterTransactionTest.testGetCommitResponse[dialect = POSTGRESQL],2,147,32,2,1,0.02,147,895,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterBeginTransactionTest.testWriteIterable[dialect = POSTGRESQL],2,92,20,2,1,0.07,113,510,1,0.00,0.00
com.google.cloud.spanner.PartitionTest.equalAndHashCode,0,63,19,1,1,0.14,32,310,1,0.00,0.00
com.google.cloud.spanner.AbstractStructReaderTypesTest.getterWhenNull[6: BYTES: getBytes()=[getValue]],0,9,3,1,1,0.09,16,33,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testGetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,76,13,2,1,0.05,102,428,1,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.getInstanceTest[exception at call = 1; exception type = NON_RETRYABLE],0,246,36,5,1,0.02,128,1761,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteInDdlBatchTransactionTest.testIsInTransaction[dialect = GOOGLE_STANDARD_SQL],2,114,24,2,1,0.03,99,714,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionTest$DefaultConnectionOptionsTest.testBatchUpdateAborted,1,632,110,6,1,0.01,604,4153,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testExecuteQuery[dialect = POSTGRESQL],2,117,22,2,1,0.03,315,726,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSetTransactionReadOnlyTest.testSetAutocommit[dialect = POSTGRESQL],2,78,15,2,1,0.06,124,441,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterDdlTest.testAbortBatch[dialect = POSTGRESQL],2,124,27,2,1,0.03,114,791,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectTest.testGetTransactionMode[dialect = GOOGLE_STANDARD_SQL],2,123,28,2,1,0.03,124,792,1,0.00,0.00
com.google.cloud.spanner.SpannerApiFuturesTest.testGetCancellationException,0,8,4,1,1,0.02,9,53,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testSetTransactionTag[dialect = GOOGLE_STANDARD_SQL],2,90,18,2,1,0.05,121,542,1,0.00,0.00
com.google.cloud.spanner.connection.StatementTimeoutTest.testTimeoutExceptionReadWriteTransactional,1,325,75,4,1,0.01,316,1951,1,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithoutExecutorTest.testInlinedBeginTxWithUncaughtErrorAfterSuccessfulBegin,0,381,57,5,1,0.01,462,2697,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testGetTransactionMode[dialect = POSTGRESQL],3,125,26,2,1,0.03,121,808,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyNoActionsTest.testAbortBatch[dialect = POSTGRESQL],2,76,14,2,1,0.06,112,431,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterStartDdlBatchTest.testGetCommitTimestamp[dialect = POSTGRESQL],2,91,17,2,1,0.04,117,533,1,0.00,0.00
com.google.cloud.spanner.SessionPoolTest.failOnPoolExhaustion[min sessions = 0],1,61,14,1,1,0.17,60,461,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectTest.testAbortBatch[dialect = POSTGRESQL],2,140,32,2,1,0.03,146,852,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectAndResultSetNextTest.testBeginTransaction[dialect = GOOGLE_STANDARD_SQL],2,168,36,2,1,0.02,190,1000,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectAndResultSetNextTest.testIsTransactionStarted[dialect = POSTGRESQL],2,122,26,2,1,0.02,108,788,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testSetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,76,13,2,1,0.05,105,429,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionStatementExecutorTest.testStatementRollback[dialect = POSTGRESQL],1,4,3,2,1,0.60,10,14,0,0.00,0.00
com.google.cloud.spanner.InstanceAdminGaxTest.listInstanceConfigsTest[exception at call = 0; exception type = DELAYED],0,230,33,5,1,0.02,131,1689,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectAndResultSetNextTest.testSetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,141,32,2,1,0.02,154,862,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectAndResultSetNextTest.testIsInTransaction[dialect = POSTGRESQL],2,130,29,2,1,0.02,115,784,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterBeginTransactionTest.testGetReadTimestamp[dialect = POSTGRESQL],2,81,15,2,1,0.05,117,451,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectTest.testIsClosed[dialect = POSTGRESQL],2,121,26,2,1,0.02,109,781,1,0.00,0.00
com.google.cloud.spanner.SessionClientTests.batchCreateSessionsServerReturnsLessSessionsPerBatch[NumChannels = 8],1,18,7,1,1,0.28,49,135,0,0.00,0.00
com.google.cloud.spanner.admin.instance.v1.InstanceAdminClientTest.listInstancesTest,0,61,12,2,1,0.05,55,322,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTest.testTransactionTagAllowedInTransaction,1,40,6,2,1,0.24,30,200,1,0.00,0.00
com.google.cloud.spanner.PartitionedDmlTransactionTest.testRequestWithoutPriority,1,11,4,1,1,0.45,31,71,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterCommittedReadOnlyTransactionTest.testGetAutocommitDmlMode[dialect = GOOGLE_STANDARD_SQL],2,135,31,2,1,0.02,126,814,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterRollbackTest.testExecute[dialect = GOOGLE_STANDARD_SQL],2,158,34,2,1,0.02,159,941,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterEmptyCommitTest.testExecute[dialect = POSTGRESQL],2,155,34,2,1,0.02,154,921,1,0.00,0.00
com.google.cloud.spanner.SpannerOptionsTest.defaultBuilder,0,95,12,4,1,0.02,8,708,1,0.00,0.00
com.google.cloud.spanner.connection.EmulatorUtilTest.testCreateInstanceAndDatabase_propagatesOtherErrorsOnInstanceCreation,0,17,9,2,1,0.49,21,108,1,0.00,0.00
com.google.cloud.spanner.DatabaseAdminClientImplTest.getDatabaseIAMPolicy,1,6,4,1,1,0.25,31,21,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testBeginTransaction[dialect = GOOGLE_STANDARD_SQL],2,154,34,2,1,0.02,180,929,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectAndResultSetNextTest.testRollback[dialect = POSTGRESQL],2,140,31,2,1,0.02,134,853,1,0.00,0.00
com.google.cloud.spanner.RetryOnInvalidatedSessionTest.readOnlyTransactionReadUsingIndex[fail on invalidated session = false],0,191,53,3,1,0.01,360,1151,0,0.00,0.00
com.google.cloud.spanner.DatabaseClientImplTest.writeAtLeastOnceWithTagOptions,0,340,53,5,1,0.02,247,2484,1,0.00,0.00
com.google.cloud.spanner.AsyncTransactionManagerTest.asyncTransactionManagerChain[executor = java.util.concurrent.Executors$FinalizableDelegatedExecutorService@2cef4321],0,519,105,5,1,0.02,616,3720,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testSetTransactionMode[dialect = POSTGRESQL],2,141,34,2,1,0.03,140,831,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteNoActionsTest.testRollback[dialect = POSTGRESQL],2,80,14,2,1,0.05,99,450,1,0.00,0.00
com.google.cloud.spanner.admin.database.v1.DatabaseAdminClientTest.deleteBackupExceptionTest2,0,72,7,2,1,0.03,41,513,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyNoActionsTest.testGetReadOnlyStaleness[dialect = GOOGLE_STANDARD_SQL],2,75,13,2,1,0.06,102,426,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testGetOptimizerStatisticsPackage[dialect = GOOGLE_STANDARD_SQL],2,75,13,2,1,0.06,102,425,1,0.00,0.00
com.google.cloud.spanner.SessionPoolOptionsTest.setZeroMaxSessions[min sessions = 1; max sessions = 1],0,2,2,1,1,0.00,1,18,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectTest.testBufferedWriteIterable[dialect = GOOGLE_STANDARD_SQL],2,151,36,2,1,0.03,132,913,1,0.00,0.00
com.google.cloud.spanner.GrpcResultSetTest.multiResponse,2,48,13,1,1,0.13,33,276,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterBeginTransactionTest.testAnalyzeQuery[dialect = GOOGLE_STANDARD_SQL],2,151,33,2,1,0.02,153,884,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectTest.testExecuteQuery[dialect = POSTGRESQL],2,145,32,2,1,0.03,153,857,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterBeginTransactionTest.testSetTransactionMode[dialect = GOOGLE_STANDARD_SQL],2,84,18,2,1,0.05,104,469,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterSelectAndResultSetNextTest.testRunBatch[dialect = POSTGRESQL],2,141,32,2,1,0.03,147,859,1,0.00,0.00
com.google.cloud.spanner.spi.v1.GapicSpannerRpcTest.testNewCallContextWithNullRequestAndNullMethod[dialect = GOOGLE_STANDARD_SQL],1,217,28,5,1,0.06,150,1620,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectTest.testExecute[dialect = GOOGLE_STANDARD_SQL],3,145,28,2,1,0.02,127,934,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyNoActionsTest.testExecute[dialect = POSTGRESQL],2,139,31,2,1,0.03,137,812,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testSetOptimizerStatisticsPackage[dialect = POSTGRESQL],2,76,13,2,1,0.05,105,430,1,0.00,0.00
com.google.cloud.spanner.ValueTest.serialization,0,139,39,1,1,0.20,76,431,1,0.00,0.00
com.google.cloud.spanner.SessionPoolOptionsTest.setOnlyMaxSessions[min sessions = 500; max sessions = 600],0,6,2,1,1,0.67,9,41,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testGetOptimizerStatisticsPackage[dialect = GOOGLE_STANDARD_SQL],2,139,29,2,1,0.02,138,877,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterUpdateTest.testStartBatchDml[dialect = POSTGRESQL],3,149,29,2,1,0.02,150,886,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterBeginTransactionTest.testBeginTransaction[dialect = POSTGRESQL],2,80,15,2,1,0.05,133,448,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterTemporaryTransactionTest.testSetTransactionMode[dialect = GOOGLE_STANDARD_SQL],2,142,31,2,1,0.03,152,890,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectAndResultSetNextTest.testSetTransactionMode[dialect = POSTGRESQL],2,127,29,2,1,0.03,130,811,1,0.00,0.00
com.google.cloud.spanner.InstanceAdminClientImplTest.testCreateInstanceWithBothNodeCountAndProcessingUnits,1,10,5,1,1,0.52,17,49,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterSelectAndResultSetNextTest.testAnalyzeQuery[dialect = POSTGRESQL],2,141,31,2,1,0.03,143,805,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionAsyncApiAbortedTest.testBlindUpdateAborted_WithConcurrentModification,1,310,63,4,1,0.01,415,1829,0,0.00,0.00
com.google.cloud.spanner.AsyncRunnerTest.asyncRunnerFireAndForgetInvalidUpdate,0,423,65,5,1,0.01,497,3109,0,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithoutExecutorTest.testInlinedBeginTxWithQuery,0,423,68,5,1,0.01,541,3053,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterStartDdlBatchTest.testSetReadOnly[dialect = GOOGLE_STANDARD_SQL],2,88,17,2,1,0.04,124,528,1,0.00,0.00
com.google.cloud.spanner.SpanTest.transactionRunner,0,376,54,5,1,0.01,529,2709,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testSetStatementTimeout[dialect = GOOGLE_STANDARD_SQL],2,86,15,2,1,0.06,125,463,1,0.00,0.00
com.google.cloud.spanner.AbstractStructReaderTypesTest.getterByNameWhenNull[19: ARRAY<JSON>: getJsonList()=[getValue]],0,15,3,1,1,0.04,16,66,1,0.00,0.00
com.google.cloud.spanner.SessionPoolOptionsTest.setMinMaxSessions[min sessions = 1; max sessions = 1],0,7,2,1,1,0.75,15,45,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteNoActionsTest.testWriteIterable[dialect = GOOGLE_STANDARD_SQL],3,115,26,2,1,0.05,106,675,1,0.00,0.00
com.google.cloud.spanner.connection.DmlBatchTest.testRollback,1,31,13,2,1,0.14,22,221,1,0.00,0.00
com.google.cloud.spanner.KeySetTest.serializationSingleRangeClosedClosed,0,9,4,1,1,0.21,28,95,1,0.00,0.00
com.google.cloud.spanner.connection.SpannerPoolTest.testRemoveConnection,1,15,5,2,1,0.31,40,156,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectAndResultSetNextTest.testGetAutocommitDmlMode[dialect = POSTGRESQL],2,123,26,2,1,0.02,115,792,1,0.00,0.00
com.google.cloud.spanner.connection.DdlTest.testSingleAnalyzeStatement,1,551,97,6,1,0.01,482,3630,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTest.testExecuteGetCommitResponse,2,202,49,2,1,0.04,128,1117,1,0.00,0.00
com.google.cloud.spanner.AsyncResultSetImplTest.testCallbackIsNotCalledWhilePausedAndCanceled,1,15,7,1,1,0.20,18,191,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionAsyncApiTest.testExecuteBatchUpdateAsyncAutocommit,1,310,67,4,1,0.01,456,1868,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterTransactionTest.testBufferedWriteIterable[dialect = GOOGLE_STANDARD_SQL],2,151,37,2,1,0.04,135,879,1,0.00,0.00
com.google.cloud.spanner.OptionsTest.testTransactionOptionsWithPriorityHashCode,0,4,2,1,1,0.93,10,31,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterRollbackTest.testGetReadTimestamp[dialect = POSTGRESQL],2,137,31,2,1,0.03,139,814,1,0.00,0.00
com.google.cloud.spanner.AsyncResultSetImplStressTest.cancel[rows = 5],1,65,21,1,1,0.11,95,381,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterBeginTransactionTest.testGetOptimizerVersion[dialect = GOOGLE_STANDARD_SQL],2,80,14,2,1,0.05,104,449,1,0.00,0.00
com.google.cloud.spanner.InlineBeginTransactionTest$InlineBeginTransactionWithExecutorTest.testInlinedBeginAsyncTx[executor = java.util.concurrent.ThreadPoolExecutor@70eb3b36[Running; pool size = 0; active threads = 0; queued tasks = 0; completed tasks = 0]],0,381,55,5,1,0.01,478,2776,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterBeginTransactionTest.testSetReadOnly[dialect = GOOGLE_STANDARD_SQL],2,79,15,2,1,0.05,124,447,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterEmptyCommitTest.testCommit[dialect = GOOGLE_STANDARD_SQL],2,80,14,2,1,0.05,101,450,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterSelectAndResultSetNextTest.testBufferedWriteIterable[dialect = POSTGRESQL],2,136,33,2,1,0.04,125,860,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadOnlyTest$ConnectionImplTransactionalReadOnlyAfterBeginTransactionTest.testStartBatchDml[dialect = POSTGRESQL],2,81,15,2,1,0.05,124,460,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteNoActionsTest.testIsInTransaction[dialect = POSTGRESQL],2,75,13,2,1,0.06,95,424,1,0.00,0.00
com.google.cloud.spanner.AsyncTransactionManagerTest.asyncTransactionManagerIsNonBlocking[executor = MoreExecutors.directExecutor()],0,413,77,5,1,0.01,491,2941,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplTransactionalReadWriteTest$ConnectionImplTransactionalReadWriteAfterBeginTransactionTest.testCommit[dialect = GOOGLE_STANDARD_SQL],2,82,14,2,1,0.05,101,463,1,0.00,0.00
com.google.cloud.spanner.DatabaseClientImplTest.testAsyncRunnerCommitWithPriority,0,377,56,5,1,0.01,262,2807,1,0.00,0.00
com.google.cloud.spanner.KeyRangeTest.builderRequiresStart,0,7,4,1,1,0.00,5,51,1,0.00,0.00
com.google.cloud.spanner.admin.database.v1.DatabaseAdminClientTest.createDatabaseTest,0,73,7,2,1,0.03,66,516,1,0.00,0.00
com.google.cloud.spanner.ReadAsyncTest.closeTransactionBeforeEndOfAsyncQuery,0,453,77,5,1,0.01,381,3170,0,0.00,0.00
com.google.cloud.spanner.GrpcResultSetTest.emptyMultipleResponses,2,26,8,1,1,0.22,19,196,0,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadOnlyTest$ConnectionImplAutocommitReadOnlyAfterSelectTest.testWrite[dialect = GOOGLE_STANDARD_SQL],2,137,32,2,1,0.04,124,852,1,0.00,0.00
com.google.cloud.spanner.connection.ConnectionImplAutocommitReadWriteTest$ConnectionImplAutocommitReadWriteAfterDdlTest.testExecuteQuery[dialect = GOOGLE_STANDARD_SQL],2,138,29,2,1,0.02,132,866,1,0.00,0.00
