TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
com.google.inject.throwingproviders.CheckedProviderTest.testValuesScoped_Cxtor,0,37,12,1,1,0.05,64,298,0,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testBindConstantWithMultipleAnnotationsAddsError,2,141,40,6,1,0.01,49,819,0,0.00,0.00
com.google.inject.ProvisionListenerTest.testInjectorInjectMembers,1,293,93,7,1,0.00,21,2030,0,0.00,0.00
com.google.inject.TypeLiteralTypeResolutionTest.testRelatedTypeVariables,0,17,3,2,1,0.14,18,137,1,0.00,0.00
com.google.inject.MethodInterceptionTest.testCallLater,1,286,92,7,1,0.00,32,1938,0,0.00,0.00
com.google.inject.util.OverrideModuleTest.testOverride,1,250,86,6,1,0.00,10,1703,0,0.00,0.00
com.google.inject.grapher.TransitiveDependencyVisitorTest.testVisitLinkedKey,1,1,1,1,1,1.00,16,2,1,0.00,0.00
com.google.inject.util.NoopOverrideTest.testAddThrowableErrorCommand,2,78,29,5,1,0.02,45,503,0,0.00,0.00
com.google.inject.DuplicateBindingsTest.testMixedAnnotationAndScopeForSingletonIgnored,1,350,104,8,1,0.00,27,2309,0,0.00,0.00
com.google.inject.assistedinject.FactoryProvider2Test.testInjectingProviderOfParameter,0,22,5,1,1,0.00,17,356,1,0.00,0.00
com.google.inject.DuplicateBindingsTest.testElementsDeduplicate,1,189,52,7,1,0.01,23,1195,0,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testProviderSubclassesDoNotBindParameterizedType,0,14,2,1,1,0.01,15,121,1,0.00,0.00
com.google.inject.name.NamedEquivalanceTest.testBindingDifferentTypesWithSameValueIsAnErrorWithProviderMethods,0,347,99,8,1,0.01,28,2370,0,0.00,0.00
com.google.inject.JitBindingsTest.testJitImplementedByBindingInParentFails,2,264,79,6,1,0.01,31,1672,0,0.00,0.00
com.google.inject.TypeListenerTest.testTypeListenersAreFired,2,286,94,7,1,0.00,33,1936,0,0.00,0.00
com.google.inject.util.NoopOverrideTest.testBindWithMultipleAnnotationsAddsError,2,144,45,6,1,0.01,50,719,0,0.00,0.00
com.google.inject.internal.PackageNameCompressorTest.testEmptyInput,0,2,1,1,1,0.36,4,45,1,0.00,0.00
com.google.inject.internal.PackageNameCompressorTest.testMethodNames,0,9,4,1,1,0.16,5,97,1,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.ignoreMethodsScannedForOverridesSubclass,1,318,92,7,1,0.00,23,2210,0,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testBindingToSubSubInterface_Bind,0,27,6,1,1,0.07,43,223,0,0.00,0.00
com.google.inject.internal.MapBinderTest.testMapBinderMapDoesNotDedupeDuplicateValues,2,409,109,8,1,0.00,23,2369,1,0.00,0.00
com.google.inject.daggeradapter.DaggerAdapterTest.testStaticProvidesMethods_interface,0,28,6,1,1,0.01,6,134,1,0.00,0.00
com.google.inject.KeyTest.testProviderKey,0,34,6,3,1,0.05,14,186,1,0.00,0.00
com.googlecode.guice.Jsr330Test.testInject,1,365,115,7,1,0.00,24,2575,0,0.00,0.00
com.google.inject.SerializationTest.testCreationExceptionIsSerializable,1,221,72,6,1,0.00,33,1538,0,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testBindingToInterfaceWithExtraMethod_Bind,0,28,7,1,1,0.07,44,224,0,0.00,0.00
com.google.inject.ModulesTest.testCombineVarargs,1,234,81,6,1,0.00,11,1623,1,0.00,0.00
com.google.inject.matcher.MatcherTest.testNot,0,8,3,1,1,0.25,11,12,0,0.00,0.00
com.google.inject.servlet.FilterDispatchIntegrationTest.testFilterOrder,1,36,14,1,1,0.02,52,293,0,0.00,0.00
com.google.inject.internal.MultibinderTest.testModuleOverrideAndMultibindings,2,408,110,8,1,0.02,222,2288,1,0.00,0.00
com.google.inject.JitBindingsTest.testJitLinkedBindingInParentFails,2,255,76,6,1,0.01,31,1612,0,0.00,0.00
com.google.inject.DuplicateBindingsTest.testChildInjectorDuplicateParentFail,1,468,134,8,1,0.01,46,3118,0,0.00,0.00
com.google.inject.assistedinject.FactoryProvider2Test.testMethodsAndFieldsGetInjected,0,22,5,1,1,0.00,23,356,1,0.00,0.00
com.google.inject.throwingproviders.CheckedProviderTest.testThrowingProviderSubclassing,0,36,11,1,1,0.06,69,291,0,0.00,0.00
com.google.inject.RequestInjectionTest.testInjectMembersAndStatics,1,315,97,7,1,0.00,22,2089,0,0.00,0.00
com.google.inject.GenericInjectionTest.testExplicitBindingOfGenericType,2,328,100,7,1,0.00,13,2273,0,0.00,0.00
com.google.inject.spi.ProviderMethodsTest.testDeduplicateProviderMethodsBindings_sameInstance_staticMethod,1,285,84,7,1,0.00,5,1993,1,0.00,0.00
com.google.inject.RequestInjectionTest.testUserExceptionWhileInjectingInstance,1,302,92,7,1,0.00,30,2252,0,0.00,0.00
com.google.inject.DefaultMethodInterceptionTest.testInterceptedDefaultMethod_whenParentClassDefinesInterceptedMethod,1,365,107,7,1,0.00,27,2562,0,0.00,0.00
com.google.inject.ImplicitBindingTest.testProvidedByEmptyEnum,0,300,92,7,1,0.00,5,2184,0,0.00,0.00
com.google.inject.Java8LanguageFeatureBindingTest.testProviderMethod_containingLambda_throwingException,2,329,97,7,1,0.00,12,2207,0,0.00,0.00
com.google.inject.internal.OptionalBinderTest.testOptionalBinderDependsOnJitBinding,1,434,124,8,1,0.00,30,2907,1,0.00,0.00
com.google.inject.TypeListenerTest.testInstallingInjectionListener,2,345,107,7,1,0.00,49,2313,0,0.00,0.00
com.google.inject.util.NoopOverrideTest.testErrorsAddedWhenExceptionsAreThrown,2,85,29,5,1,0.02,50,522,0,0.00,0.00
com.google.inject.TypeListenerTest.testTypeListenerThrows,2,343,95,6,1,0.00,68,2228,0,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testBindArray,0,14,2,1,1,0.01,8,121,1,0.00,0.00
com.google.inject.servlet.UriPatternTypeTest.testMatches_regex,0,3,2,1,1,0.44,8,16,1,0.00,0.00
com.google.inject.internal.MapBinderTest.testMapBinderConflictsWithExistingMapBinder,1,414,108,8,1,0.00,21,2412,1,0.00,0.00
com.google.inject.spi.ProviderMethodsTest.testMultipleBindingAnnotations,1,341,98,7,1,0.00,23,2329,1,0.00,0.00
com.google.inject.assistedinject.FactoryProvider2Test.testExceptionDuringConstruction,0,23,5,1,1,0.00,16,362,1,0.00,0.00
com.google.inject.daggeradapter.ModuleIncludesTest.testInstanceOfModuleAndClassLiteral,0,27,6,1,1,0.01,3,129,0,0.00,0.00
com.google.inject.BindingTest.testInaccessibleConstructor,1,284,90,7,1,0.00,13,1936,0,0.00,0.00
com.google.inject.spi.ElementsTest.testBindListener,2,53,19,6,1,0.03,44,363,1,0.00,0.00
com.google.inject.internal.MapBinderTest.testGetEntriesMissingProviderMapEntry,2,226,52,7,1,0.01,55,1209,1,0.00,0.00
com.google.inject.RestrictedBindingSourceTest.bindingsAddedByMethodScannerAllowedByNetworkLib,1,308,86,7,1,0.00,11,2031,0,0.00,0.00
com.google.inject.spi.ProviderMethodsTest.testDeduplicateProviderMethodsBindings_differentInstances_staticMethod,1,262,79,7,1,0.00,4,1803,1,0.00,0.00
com.google.inject.spi.ToolStageInjectorTest.testToolStageInjectorRestrictions,0,131,45,6,1,0.00,25,956,0,0.00,0.00
com.google.inject.TypeLiteralTest.testTypeVariableWithNoBound,0,10,2,2,1,0.06,18,75,1,0.00,0.00
com.google.inject.assistedinject.FactoryProvider2Test.testTypeTokenProviderInjection,0,22,5,1,1,0.00,18,356,1,0.00,0.00
com.google.inject.persist.jpa.DynamicFinderTest.testDynamicFinderListAll,1,28,10,3,1,0.01,44,221,1,0.00,0.00
com.googlecode.guice.Jsr330Test.testGuicify330Provider,0,26,8,4,1,0.07,13,213,0,0.00,0.00
com.google.inject.assistedinject.ManyConstructorsTest.testTwoConstructors,1,24,6,1,1,0.01,21,322,0,0.00,0.00
com.google.inject.spi.InjectionPointTest.testOverrideBehavior,0,51,14,4,1,0.01,19,411,1,0.00,0.00
com.google.inject.spi.ProviderMethodsTest.testAutomaticProviderMethods,1,313,91,8,1,0.00,10,2115,1,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testAssistedFactoryWithAnnotations,0,26,5,1,1,0.01,23,173,1,0.00,0.00
com.google.inject.JitBindingsTest.testPrivateModuleAddsOption,2,383,108,7,1,0.01,33,2499,0,0.00,0.00
com.google.inject.ScopesTest.testBindScopeTooManyTimes,1,173,59,6,1,0.01,41,1223,0,0.00,0.00
com.google.inject.internal.UniqueAnnotationsTest.testEqualsHashCodeToString,0,6,3,1,1,0.06,6,17,1,0.00,0.00
com.google.inject.throwingproviders.CheckedProviderTest.testProvisionExceptionOnDependenciesOfCxtor,0,35,11,1,1,0.06,62,290,0,0.00,0.00
com.google.inject.PrivateModuleTest.testPrivateModulesAndProvidesMethods,2,401,110,8,1,0.00,24,2480,1,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testNullableFieldBound_lazy_allowNull,0,16,3,1,1,0.01,9,127,1,0.00,0.00
com.google.inject.internal.MultibinderTest.testModuleOverrideAndMultibindingsWithPermitDuplicates,2,418,111,8,1,0.02,226,2322,1,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.scannerSourceCorrectForNonGuiceModule,1,287,82,7,1,0.00,13,1992,0,0.00,0.00
com.google.inject.CircularDependencyTest.testCircularlyDependentConstructors,1,362,110,7,1,0.00,32,2576,1,0.00,0.00
com.google.inject.internal.PackageNameCompressorTest.testSimple,0,9,4,1,1,0.16,5,97,1,0.00,0.00
com.google.inject.util.OverrideModuleTest.testOverridesApplyOriginalScanners,1,347,101,8,1,0.00,16,2203,0,0.00,0.00
com.google.inject.JitBindingsTest.testLinkedProviderBindingWorks,1,348,106,7,1,0.00,64,2394,0,0.00,0.00
com.google.inject.TypeLiteralTypeResolutionTest.testOnObject,0,18,4,3,1,0.07,20,139,1,0.00,0.00
com.google.inject.assistedinject.ManyConstructorsTest.testDifferentOrderParameters,1,24,6,1,1,0.01,24,322,0,0.00,0.00
com.google.inject.JitBindingsTest.testBasicsWithScoped,1,389,120,7,1,0.00,65,2643,0,0.00,0.00
com.google.inject.internal.MultibinderTest.testMultibinderSetPermitDuplicateElements,2,394,103,8,1,0.02,212,2209,1,0.00,0.00
com.google.inject.internal.CycleDetectingLockTest.testSingletonThreadsRuntimeCircularDependency,2,5,1,1,1,0.00,47,82,0,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testFactoryBindingDependencies,0,22,4,1,1,0.01,13,141,1,0.00,0.00
com.google.inject.grapher.ShortNameFactoryTest.testGetMemberName_field,1,1,1,1,1,0.00,6,6,1,0.00,0.00
com.google.inject.DuplicateBindingsTest.testHashcodeNeverCalledOnProviderInstance,1,273,89,7,1,0.00,23,1928,0,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testAssistedFactoryForTypeVariableParameters,0,25,5,1,1,0.11,30,172,1,0.00,0.00
com.google.inject.util.NoopOverrideTest.testElementInitialization,2,99,31,5,1,0.03,59,578,0,0.00,0.00
com.google.inject.name.NamedEquivalanceTest.testBindingWithNamesCanInjectBothTypes,0,321,98,8,1,0.00,12,2188,0,0.00,0.00
com.google.inject.grapher.TransitiveDependencyVisitorTest.testVisitProviderBinding,1,1,1,1,1,1.00,15,2,1,0.00,0.00
com.google.inject.internal.MultibinderTest.testModuleOverrideRepeatedInstallsAndMultibindings_toProviderInstance,1,374,102,8,1,0.00,11,2083,1,0.00,0.00
com.google.inject.errors.ChildBindingAlreadySetErrorTest.childBindingAlreadySetMultipleTimesError,1,432,113,7,1,0.00,32,2875,1,0.00,0.00
com.google.inject.OptionalBindingTest.testPartialInjectorGetInstance,0,385,115,7,1,0.00,25,2656,0,0.00,0.00
com.google.inject.PrivateModuleTest.testParentBindingToPrivateJitBinding,1,423,117,7,1,0.00,39,2778,1,0.00,0.00
com.google.inject.ImplicitBindingTest.testBindingOverridesImplementedBy,1,325,99,7,1,0.00,8,2322,0,0.00,0.00
com.google.inject.ProvisionListenerTest.testExceptionInListenerAfterProvisioning,1,325,104,7,1,0.00,31,2253,0,0.00,0.00
com.google.inject.spi.InjectionPointTest.testSyntheticBridgeMethodsInSubclasses,1,72,17,4,1,0.02,25,518,1,0.00,0.00
com.google.inject.RestrictedBindingSourceTest.scannerWithPermitCanCreateRestrictedBindings,1,332,93,7,1,0.00,18,2203,0,0.00,0.00
com.google.inject.throwingproviders.CheckedProvidersTest.testCheckedProviderTypeLiteralNull_get_returnsNull,0,9,4,1,1,0.03,4,72,1,0.00,0.00
com.google.inject.servlet.FilterDispatchIntegrationTest.testServletExceptionPrunesStack,1,52,17,1,1,0.02,47,381,0,0.00,0.00
com.google.inject.ProvisionListenerTest.testCallingBindingDotGetProviderDotGet,1,320,105,7,1,0.00,16,2188,0,0.00,0.00
com.google.inject.TypeListenerTest.testAddingInterceptors,2,345,102,7,1,0.00,43,2402,0,0.00,0.00
com.google.inject.TypeLiteralTest.testTypeLiteralsMustHaveRawTypes,0,7,4,3,1,0.08,2,56,1,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testIncorrectPredefinedType_Bind,0,27,6,1,1,0.07,44,223,0,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testRequestInjection,2,63,19,5,1,0.02,48,456,0,0.00,0.00
com.google.inject.grapher.ShortNameFactoryTest.testGetClassName_keyWithTypeParameters,1,2,1,1,1,0.00,8,4,1,0.00,0.00
com.google.inject.servlet.TransferRequestIntegrationTest.testTransferNonHttpRequest_concurrentUseSameThreadOk,0,11,4,1,1,0.06,6,38,0,0.00,0.00
com.google.inject.TypeLiteralTypeResolutionTest.testDirectInheritance,0,27,4,3,1,0.11,22,209,1,0.00,0.00
com.google.inject.ProvisionListenerTest.testNotifyLaterListenersIfFailAfterProvision,1,325,104,7,1,0.00,39,2253,0,0.00,0.00
com.google.inject.errors.DuplicateMapKeyErrorTest.duplicateMapKeysError_classKeyIsNotCompressed,1,474,120,9,1,0.00,29,2895,1,0.00,0.00
com.google.inject.ProvisionExceptionTest.testProvisionExceptionsAreWrappedForBindToProviderInstance,2,270,85,6,1,0.00,27,1812,1,0.00,0.00
com.google.inject.spi.ModuleSourceTest.testThreeModules,1,3,1,1,1,1.00,18,13,1,0.00,0.00
com.google.inject.grapher.ShortNameFactoryTest.testGetMemberName_method,1,1,1,1,1,0.00,6,6,1,0.00,0.00
com.google.inject.PrivateModuleTest.testDependenciesBetweenPrivateAndPublicWithPublicEagerSingleton,2,431,126,8,1,0.00,18,2809,1,0.00,0.00
com.google.inject.OptionalBindingTest.testNothingInjectorToProvider,0,373,110,7,1,0.00,26,2529,0,0.00,0.00
com.google.inject.servlet.VarargsServletDispatchIntegrationTest.testDispatchRequestToManagedPipelineServlets,1,41,14,1,1,0.02,35,323,0,0.00,0.00
com.google.inject.persist.jpa.ClassLevelManagedLocalTransactionsTest.testSimpleTransaction,1,11,4,2,1,0.00,34,87,0,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testBindIntercepor,2,59,20,6,1,0.04,48,404,0,0.00,0.00
com.google.inject.ScopesTest.testIsSingletonNegative,2,384,106,8,1,0.01,58,2401,1,0.00,0.00
com.google.inject.multibindings.ProvidesIntoTest.testProvidesIntoSetWithMapKey,1,413,110,9,1,0.00,24,2591,0,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testExplicitlyBoundRawProviderCanBeBound,0,14,2,1,1,0.01,10,121,1,0.00,0.00
com.google.inject.BindingTest.testMissingAnnotationOneChoice,1,351,104,8,1,0.01,29,2349,0,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testTypeTokenProviderInjection,0,27,5,1,1,0.01,17,174,1,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testBindingWithGenerics,0,14,2,1,1,0.01,13,121,1,0.00,0.00
com.google.inject.PrivateModuleTest.testNestedPrivateModulesWithSomeKeysUnexposed,1,328,98,7,1,0.00,35,1995,1,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testFactoryMethodMustDeclareAllConstructorExceptions,0,11,3,1,1,0.00,6,101,1,0.00,0.00
com.google.inject.grapher.ShortNameFactoryTest.testGetAnnotationName_annotationInstanceWithParameters,1,1,1,1,1,0.00,8,12,1,0.00,0.00
com.google.inject.internal.PackageNameCompressorTest.testUnbalancedQuotedString,0,4,1,1,1,0.18,5,88,1,0.00,0.00
com.google.inject.ScopesTest.testIsScopedPositive,2,438,121,8,1,0.01,64,2864,1,0.00,0.00
com.google.inject.persist.jpa.JpaWorkManagerTest.testCloseMoreThanOnce,1,7,4,2,1,0.00,16,52,0,0.00,0.00
com.google.inject.InjectorTest.testToStringDoesNotInfinitelyRecurse,0,143,50,6,1,0.00,4,1004,0,0.00,0.00
com.google.inject.Java8LanguageFeatureBindingTest.testBinding_toProvider_methodReference,1,224,73,6,1,0.00,10,1503,0,0.00,0.00
com.google.inject.multibindings.ProvidesIntoTest.testMapKeyMissingValueMethod,1,333,99,8,1,0.00,24,2309,0,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testAddMessageErrorCommand,2,70,24,5,1,0.04,48,444,0,0.00,0.00
com.google.inject.internal.PackageNameCompressorTest.testNestedGeneric,0,4,1,1,1,0.18,5,88,1,0.00,0.00
com.google.inject.assistedinject.ManyConstructorsTest.testUsingOneConstructor,1,24,6,1,1,0.01,27,322,0,0.00,0.00
com.google.inject.daggeradapter.DaggerAdapterTest.testProducerModulesNotSupported,0,18,5,1,1,0.02,9,74,1,0.00,0.00
com.google.inject.internal.OptionalBinderTest.testDifferentBindingsFail_defaults,1,336,96,7,1,0.00,27,2093,1,0.00,0.00
com.google.inject.internal.MultibinderTest.testMultibinderAggregationForAnnotationType,2,390,102,8,1,0.02,210,2201,1,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testFactoryMethodsMismatch,0,9,3,1,1,0.00,6,92,1,0.00,0.00
com.google.inject.matcher.MatcherTest.testAnnotatedWith,0,6,2,1,1,0.09,16,16,0,0.00,0.00
com.google.inject.CircularDependencyTest.testCustomScopeCircularProxies,1,420,123,7,1,0.00,43,2759,1,0.00,0.00
com.google.inject.internal.MapBinderTest.testBindOrderEqualsIterationOrder,2,410,109,8,1,0.00,27,2371,1,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.ignoreMethodsScannedForOverridesSuperclass,1,318,92,7,1,0.00,23,2210,0,0.00,0.00
com.google.inject.spi.InjectionPointTest.testTooManyConstructors,0,61,21,4,1,0.00,6,405,1,0.00,0.00
com.google.inject.TypeLiteralInjectionTest.testBindingToRawTypeLiteralIsNotAllowed,1,224,77,6,1,0.00,24,1590,1,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testFailureOnMultipleBindingAnnotations,0,6,2,1,1,0.02,11,67,1,0.00,0.00
com.google.inject.throwingproviders.CheckedProviderTest.testResultExceptionSerializes,0,33,8,1,1,0.08,49,267,0,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.skipSources,1,327,93,8,1,0.00,22,2110,0,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testRawProviderCannotBeBound,0,9,2,1,1,0.02,13,84,1,0.00,0.00
com.google.inject.assistedinject.FactoryProvider2Test.testProviderInjection,0,22,5,1,1,0.00,18,356,1,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testManyMethods,0,28,7,1,1,0.07,42,224,0,0.00,0.00
com.google.inject.throwingproviders.CheckedProviderTest.testExceptionNotScopedWhenNotExceptionScoping_Cxtor,0,35,11,1,1,0.06,77,292,0,0.00,0.00
com.google.inject.RequireAtInjectOnConstructorsTest.testRequireAtInjectStillAllowsToConstructorBindings,1,313,97,7,1,0.00,13,2191,0,0.00,0.00
com.google.inject.ScopesTest.testSingletons,0,384,118,7,1,0.00,59,2681,1,0.00,0.00
com.google.inject.internal.MapBinderTest.testWeakKeySet_integration_mapbinder,2,422,112,8,1,0.00,48,2425,1,0.00,0.00
com.google.inject.util.TypesTest.testListSetMap,0,16,3,2,2,0.04,19,94,1,0.00,0.00
com.google.inject.internal.util.LineNumbersTest.testGeneratedClassesCanSucceed,1,339,109,7,1,0.00,31,2330,0,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testBindConstantWithMultipleTargetsAddsError,2,129,37,5,1,0.01,48,790,0,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.privateModuleInheritsScanner_scannerInstalledAfterPrivateModule,2,376,105,8,1,0.00,19,2330,0,0.00,0.00
com.google.inject.servlet.TransferRequestIntegrationTest.testTransferNonHttpRequest_concurrentUseBlocks_closeable,0,10,4,1,1,0.12,15,37,0,0.00,0.00
com.google.inject.errors.GenericErrorTest.errorInjectingConstructor,1,402,116,7,1,0.00,30,2758,0,0.00,0.00
com.google.inject.spi.ElementsTest.testBindToLinkedBinding,4,94,26,5,1,0.02,69,571,1,0.00,0.00
com.google.inject.util.OverrideModuleTest.testOverrideUsingOriginalsGetProvider,1,294,96,7,1,0.00,13,1836,0,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testBindingWithBindingAnnotation,0,14,2,1,1,0.01,11,121,1,0.00,0.00
com.google.inject.spi.ElementsTest.testElementInitialization,2,77,25,5,1,0.03,56,471,1,0.00,0.00
com.google.inject.servlet.ServletTest.testHttpSessionIsSerializable,2,29,12,1,1,0.13,55,190,0,0.00,0.00
com.google.inject.BinderTest.testMissingBindings,2,287,84,7,1,0.01,51,1820,0,0.00,0.00
com.google.inject.TypeListenerTest.testLookupsAtInjectorCreateTime,2,368,115,7,1,0.00,58,2436,0,0.00,0.00
com.google.inject.assistedinject.FactoryModuleBuilderTest.testNoBindingAssistedInject,1,22,6,1,1,0.01,12,304,1,0.00,0.00
com.google.inject.RequireAtInjectOnConstructorsTest.testNoCxtors_implicitBinding,1,250,79,6,1,0.00,26,1716,0,0.00,0.00
com.google.inject.BinderTest.testNothingIsSerializableInBinderApi,2,285,83,7,1,0.01,36,1744,0,0.00,0.00
com.google.inject.ProvisionListenerTest.testProvisionIsNotifiedAfterContextsClear,1,333,100,7,1,0.00,32,2300,0,0.00,0.00
com.google.inject.servlet.ServletDispatchIntegrationTest.testDispatchRequestToManagedPipelineServlets,1,41,14,1,1,0.02,38,323,0,0.00,0.00
com.google.inject.NullableInjectionPointTest.testBindScopedNull,1,400,121,7,1,0.00,30,2739,1,0.00,0.00
com.google.inject.util.NoopOverrideTest.testRequestStaticInjection,2,67,24,5,1,0.02,43,457,0,0.00,0.00
com.google.inject.errors.ChildBindingAlreadySetErrorTest.childBindingAlreadySetError,1,350,103,7,1,0.00,30,2390,1,0.00,0.00
com.google.inject.TypeLiteralTest.testWithParameterizedType,2,16,4,3,1,0.01,12,121,1,0.00,0.00
com.google.inject.spi.InjectionPointTest.testConstructorInjectionPoint,1,68,15,5,1,0.04,39,351,1,0.00,0.00
com.google.inject.testing.throwingproviders.CheckedProviderSubjectTest.thrownException_threwExpected_expectSuccess,0,4,2,1,1,0.78,6,12,1,0.00,0.00
com.google.inject.multibindings.ProvidesIntoTest.testMoreThanOneMapKeyAnnotation,1,332,98,8,1,0.00,24,2308,0,0.00,0.00
com.google.inject.servlet.ServletTest.testNewRequestObject,2,28,12,1,1,0.12,44,203,0,0.00,0.00
com.google.inject.internal.MultibinderTest.testMultibinderSetIsSerializable,1,343,100,8,1,0.00,16,2067,1,0.00,0.00
com.google.inject.assistedinject.FactoryProviderTest.testExceptionDuringConstruction,0,20,5,1,1,0.01,15,156,1,0.00,0.00
com.google.inject.spi.ElementApplyToTest.testModulesAreInstalledAtMostOnce,1,39,14,5,1,0.01,16,300,0,0.00,0.00
com.google.inject.matcher.MatcherTest.testSerialization,0,42,16,2,2,0.20,24,98,0,0.00,0.00
com.google.inject.internal.WeakKeySetTest.testEviction_keyAndSourceOverlap_null,2,26,9,2,1,0.12,69,193,1,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testExceptionsNotScopedWhenNotExceptionScoping_Provides,0,31,9,1,1,0.06,63,262,0,0.00,0.00
com.google.inject.internal.MultibinderTest.testModuleOverrideRepeatedInstallsAndMultibindings_toInstance,1,381,108,8,1,0.00,11,2210,1,0.00,0.00
com.google.inject.internal.MultibinderTest.testMultibinderWithMultipleAnnotationTypeSets,2,396,103,8,1,0.02,219,2220,1,0.00,0.00
com.google.inject.RequestInjectionTest.testEarlyInjectableReferencesWithSameIdentity,1,283,93,6,1,0.00,18,1893,0,0.00,0.00
com.google.inject.throwingproviders.ThrowingProviderTest.testMoreTypeParameters,0,27,6,1,1,0.07,41,223,0,0.00,0.00
com.google.inject.servlet.MultiModuleDispatchIntegrationTest.testDispatchRequestToManagedPipeline,1,40,14,1,1,0.02,35,308,0,0.00,0.00
com.google.inject.CircularDependencyTest.testCircularlyDependentConstructorsWithProviderKeys,1,389,116,7,1,0.00,38,2713,1,0.00,0.00
com.google.inject.RestrictedBindingSourceTest.modulesOverrideCanOverrideUnrestrictedBinding,1,392,113,7,1,0.00,16,2524,0,0.00,0.00
com.google.inject.MembersInjectorTest.testInjectingMembersInjectorWithErrorsInDependencies,0,388,108,7,1,0.00,21,2674,0,0.00,0.00
com.google.inject.daggeradapter.BindsTest.testQualifiers,0,32,8,1,1,0.01,27,147,0,0.00,0.00
com.google.inject.ProvisionExceptionTest.testBindingAnnotationsOnMethodsAndConstructors,0,292,81,6,1,0.00,28,2020,0,0.00,0.00
com.google.inject.CircularDependencyTest.testUnresolvableCircularDependenciesWithProviderKeys,1,384,114,7,1,0.00,31,2595,1,0.00,0.00
com.google.inject.spi.InjectorSpiTest.testGetAllMembersInjectorInjectionPoints_injectMembers_returned,1,270,88,6,1,0.00,20,1846,0,0.00,0.00
com.google.inject.servlet.ContextPathTest.testWebtestExplicit,2,46,15,1,1,0.10,74,361,0,0.00,0.00
com.google.inject.testing.throwingproviders.CheckedProviderSubjectTest.providedValue_throws_expectFailure,0,7,4,1,1,0.50,16,20,1,0.00,0.00
com.google.inject.ProvisionListenerTest.testBindToInjectorWithListeningGivesSaneException,1,229,74,6,1,0.00,27,1595,0,0.00,0.00
com.google.inject.MembersInjectorTest.testMemberInjectorParallelization,1,315,103,7,1,0.00,35,2255,0,0.00,0.00
com.google.inject.BindingAnnotationTest.testAnnotationWithValueThatDoesntMatch,1,366,103,6,1,0.01,29,2405,0,0.00,0.00
com.google.inject.throwingproviders.CheckedProviderMethodsModuleTest.testWithAnnotation,0,31,11,1,1,0.00,18,260,1,0.00,0.00
com.google.inject.testing.fieldbinder.BoundFieldModuleTest.testSuperTypeBinding,0,14,2,1,1,0.01,10,121,1,0.00,0.00
com.google.inject.internal.MultibinderTest.testMultibinderCanInjectCollectionOfProvidersWithAnnotation,1,361,102,8,1,0.01,24,2120,1,0.00,0.00
com.google.inject.util.NoopOverrideTest.testBindToInstanceInScope,2,139,40,5,1,0.01,50,823,0,0.00,0.00
com.google.inject.LoggerInjectionTest.testCanBindAnnotatedLogger,1,250,83,7,1,0.00,9,1665,0,0.00,0.00
com.google.inject.persist.jpa.JpaPersistServiceTest.test_givenErrorOnEntityManagerClose_whenEndIsCalled_thenEntityManagerIsRemoved,0,4,1,1,1,1.00,13,13,1,0.00,0.00
com.google.inject.spi.ModuleAnnotatedMethodScannerTest.scannerSourceOfProvidesMethodBindingInsideCustomScannerIsCustomScanner,2,310,88,7,1,0.00,21,2083,0,0.00,0.00
