TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore
com.google.zxing.pdf417.encoder.PDF417EncoderTestCase.testEncodeNumeric,0,7,3,2,2,0.68,4,105,0,16,9,1,1,0.64,0.50
com.google.zxing.pdf417.PDF417BlackBox4TestCase.testBlackBox,4,183,29,7,1,0.00,173,1662,0,548,496,4,30,0.52,0.12
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder37,0,35,9,3,3,0.05,6,305,0,95,67,1,10,0.59,0.09
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder20,0,33,9,3,3,0.06,6,300,0,85,85,0,14,0.50,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder23,0,34,9,3,3,0.05,6,303,0,99,79,3,13,0.56,0.19
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder12,0,33,9,3,3,0.06,6,300,0,80,91,0,14,0.47,0.00
com.google.zxing.qrcode.QRCodeBlackBox2TestCase.testBlackBox,4,397,98,21,1,0.00,229,5162,0,1464,2010,8,112,0.42,0.07
com.google.zxing.oned.rss.expanded.ExpandedInformationDecoderTest.testNoAi,1,47,13,2,2,0.07,21,392,0,76,92,0,1,0.45,0.00
com.google.zxing.common.StringUtilsTestCase.testShortISO885911,0,2,1,1,1,1.00,8,94,0,9,60,4,9,0.13,0.31
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder8,0,33,9,3,3,0.06,6,300,0,69,92,0,12,0.43,0.00
com.google.zxing.oned.ITFBlackBox2TestCase.testBlackBox,4,175,51,17,1,0.00,217,2566,0,445,929,0,45,0.32,0.00
com.google.zxing.oned.Code39BlackBox1TestCase.testBlackBox,4,197,60,17,1,0.00,217,2680,0,561,950,1,44,0.37,0.02
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder17,0,33,9,3,3,0.06,6,300,0,82,88,0,14,0.48,0.00
com.google.zxing.oned.rss.expanded.RSSExpandedImage2binaryTestCase.testDecodeRow2binary15,4,49,16,6,1,0.11,51,542,0,267,120,0,9,0.69,0.00
com.google.zxing.aztec.encoder.EncoderTest.testEncodeDecode23,2,92,17,5,2,0.03,21,858,1,371,233,1,20,0.61,0.05
com.google.zxing.RGBLuminanceSourceTestCase.testMatrix,0,4,2,1,1,0.89,10,31,0,18,11,5,0,0.62,1.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder40,0,35,9,3,3,0.05,6,305,0,108,75,1,13,0.59,0.07
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string2,4,66,23,7,1,0.02,51,665,0,302,130,0,10,0.70,0.00
com.google.zxing.oned.EAN8WriterTestCase.testEncodeIllegalCharacters,0,8,6,2,1,0.00,1,67,0,4,14,0,0,0.22,0.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testUppercaseByteMix,0,25,6,3,3,0.08,31,450,0,114,78,0,16,0.59,0.00
com.google.zxing.oned.rss.expanded.RSSExpandedInternalTestCase.testDecodeDataCharacter,5,29,12,6,1,0.25,48,311,0,123,86,1,8,0.59,0.11
com.google.zxing.oned.rss.expanded.RSSExpandedImage2binaryTestCase.testDecodeRow2binary22,4,49,16,6,1,0.11,51,542,0,267,120,0,9,0.69,0.00
com.google.zxing.oned.CodabarBlackBox1TestCase.testBlackBox,4,230,63,17,1,0.00,217,3071,0,696,1145,8,42,0.38,0.16
com.google.zxing.oned.rss.expanded.decoders.AnyAIDecoderTest.testAnyAIDecoder3,1,45,11,2,2,0.08,32,365,1,104,88,0,6,0.54,0.00
com.google.zxing.oned.Code128WriterTestCase.testEncodeWithFunc1,2,36,8,3,1,0.30,36,643,0,212,130,0,15,0.62,0.00
com.google.zxing.datamatrix.decoder.DecodedBitStreamParserTestCase.testAsciiDoubleDigitDecode,0,10,4,2,2,0.33,5,150,0,27,26,5,3,0.51,0.62
com.google.zxing.pdf417.PDF417BlackBox2TestCase.testBlackBox,4,383,79,17,1,0.00,215,4518,0,1142,1616,8,86,0.41,0.09
com.google.zxing.client.result.ParsedReaderResultTestCase.testISBN,1,29,25,2,1,0.01,18,434,0,25,22,1,3,0.53,0.25
com.google.zxing.datamatrix.encoder.HighLevelEncodeTestCase.testECIs,0,58,9,2,2,0.02,12,515,0,269,158,8,7,0.63,0.53
com.google.zxing.client.result.EmailAddressParsedResultTestCase.testCCs,1,20,12,2,1,0.05,14,229,0,20,17,2,5,0.54,0.29
com.google.zxing.oned.Code93WriterTestCase.testConvertToExtended,0,1,1,1,1,1.00,5,41,0,8,13,0,2,0.38,0.00
com.google.zxing.client.result.AddressBookParsedResultTestCase.testVCardFullN2,1,27,9,2,1,0.07,19,282,0,40,48,0,13,0.45,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder29,0,33,9,3,3,0.06,6,300,0,80,85,0,14,0.48,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testAppendLengthInfo,1,9,4,3,3,0.36,18,43,0,34,11,0,1,0.76,0.00
com.google.zxing.client.result.ParsedReaderResultTestCase.testEAN,1,30,25,2,1,0.01,18,436,0,28,25,1,4,0.53,0.20
com.google.zxing.pdf417.PDF417WriterTestCase.testDataMatrixImageWriter,1,40,9,3,2,0.07,10,428,0,175,85,8,6,0.67,0.57
com.google.zxing.qrcode.decoder.FormatInformationTestCase.testDecode,0,7,2,1,1,0.19,9,36,0,11,10,0,0,0.52,0.00
com.google.zxing.client.result.CalendarParsedResultTestCase.testAttendees,1,28,11,2,1,0.05,28,312,0,48,41,6,10,0.54,0.38
com.google.zxing.client.result.AddressBookParsedResultTestCase.testVCardCaseInsensitive,1,36,15,2,1,0.06,19,361,0,45,53,0,14,0.46,0.00
com.google.zxing.client.result.SMSMMSParsedResultTestCase.testMMS,1,25,15,2,1,0.12,15,312,0,42,19,8,2,0.69,0.80
com.google.zxing.qrcode.encoder.BitVectorTestCase.testXOR2,1,5,1,1,1,0.73,13,26,0,20,6,0,0,0.77,0.00
com.google.zxing.client.result.CalendarParsedResultTestCase.testVEventEscapes,1,27,11,2,1,0.06,30,301,0,38,44,0,13,0.46,0.00
com.google.zxing.client.result.VINParsedResultTestCase.testNotVIN,1,31,23,2,1,0.01,8,458,0,19,60,2,9,0.24,0.18
com.google.zxing.oned.Code128WriterTestCase.testLongCompact,2,33,8,3,1,0.29,25,639,0,177,122,0,10,0.59,0.00
com.google.zxing.client.result.EmailAddressParsedResultTestCase.testTos,1,20,12,2,1,0.05,14,229,0,22,16,2,5,0.58,0.29
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder15,0,33,9,3,3,0.06,6,300,0,73,91,0,14,0.45,0.00
com.google.zxing.client.result.AddressBookParsedResultTestCase.testAddressBookDocomo,1,26,7,2,1,0.16,20,149,0,31,29,1,2,0.52,0.33
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder27,0,33,9,3,3,0.06,6,300,0,84,86,0,14,0.49,0.00
com.google.zxing.datamatrix.DataMatrixWriterTestCase.testDataMatrixImageWriter,1,74,13,5,1,0.07,10,667,0,152,297,5,19,0.34,0.21
com.google.zxing.oned.rss.expanded.decoders.AnyAIDecoderTest.testAnyAIDecoder646FNC1,1,44,11,2,2,0.08,32,363,1,100,80,4,5,0.56,0.44
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testSampleWithNumericValues,1,18,3,3,2,0.57,11,136,0,42,24,7,3,0.64,0.70
com.google.zxing.qrcode.encoder.MaskUtilTestCase.testApplyMaskPenaltyRule1,1,6,2,1,1,0.12,28,29,0,22,1,2,1,0.96,0.67
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder30,0,33,9,3,3,0.06,6,300,0,83,86,0,14,0.49,0.00
com.google.zxing.client.result.URIParsedResultTestCase.testMaliciousUnicode,1,28,23,2,1,0.01,8,430,0,16,26,0,3,0.38,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testGenerateECBytes,0,18,4,2,2,0.08,24,135,0,71,42,0,4,0.63,0.00
com.google.zxing.client.j2se.CommandLineEncoderTestCase.testEncode,0,8,3,1,1,0.40,13,58,0,9,12,3,0,0.43,1.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder2,0,33,9,3,3,0.06,6,300,0,71,88,0,14,0.45,0.00
com.google.zxing.aztec.detector.DetectorTest.testErrorInParameterLocatorZeroZero,4,130,27,8,1,0.05,77,1303,1,470,342,1,18,0.58,0.05
com.google.zxing.client.result.ParsedReaderResultTestCase.testSMSTO,1,20,16,2,1,0.02,21,279,0,25,12,3,2,0.68,0.60
com.google.zxing.client.result.URIParsedResultTestCase.testURLTO,1,25,19,2,1,0.03,12,330,0,27,23,2,5,0.54,0.29
com.google.zxing.web.DecodeServletTestCase.testDataURI,1,7,3,1,1,0.63,19,203,0,8,11,7,1,0.42,0.88
com.google.zxing.common.BitArrayTestCase.testGetNextSet3,1,4,1,1,1,0.93,12,19,0,11,4,0,0,0.73,0.00
com.google.zxing.oned.Code128WriterTestCase.testRoundtrip,2,34,8,3,1,0.29,29,640,0,243,122,5,14,0.67,0.26
com.google.zxing.oned.UPCEBlackBox2TestCase.testBlackBox,4,346,88,20,1,0.00,225,4503,0,893,1934,7,82,0.32,0.08
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder42,0,35,9,3,3,0.05,6,305,0,93,76,0,12,0.55,0.00
com.google.zxing.common.BitSourceTestCase.testSource,1,2,1,1,1,1.00,19,29,0,21,7,1,0,0.75,1.00
com.google.zxing.client.result.ParsedReaderResultTestCase.testMMSTO,1,20,16,2,1,0.02,21,279,0,25,13,3,2,0.66,0.60
com.google.zxing.oned.Code128WriterTestCase.testEncodeSwitchBetweenCodesetsAAndB,2,36,8,3,1,0.30,37,643,0,216,107,2,9,0.67,0.18
com.google.zxing.aztec.encoder.EncoderTest.testStuffBits,1,8,2,2,2,0.60,20,49,1,53,7,0,0,0.88,0.00
com.google.zxing.oned.rss.expanded.BinaryUtilTest.testBuildBitArrayFromString,1,4,1,1,1,0.80,28,14,0,13,1,0,0,0.93,0.00
com.google.zxing.oned.Code39WriterTestCase.testEncode,1,14,3,2,2,0.04,15,132,0,96,14,8,0,0.87,1.00
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string4,4,67,22,7,1,0.02,51,690,0,310,136,0,9,0.70,0.00
com.google.zxing.client.result.ProductParsedResultTestCase.testProduct,1,31,24,3,1,0.02,13,392,0,31,23,3,1,0.57,0.75
com.google.zxing.oned.rss.expanded.decoders.AI013X0X1XDecoderTest.test01320X131,1,17,6,2,2,0.24,32,128,0,54,10,0,0,0.84,0.00
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string28,4,94,27,7,1,0.02,51,871,0,336,207,1,10,0.62,0.09
com.google.zxing.oned.Code128WriterTestCase.testEncodeWithFncsAndNumberInCodesetA,2,36,8,3,1,0.30,36,643,0,198,141,3,10,0.58,0.23
com.google.zxing.common.BitMatrixTestCase.testUnset,1,4,1,1,1,0.58,10,26,0,9,4,1,0,0.69,1.00
com.google.zxing.common.StringUtilsTestCase.testShortShiftJIS1,0,2,1,1,1,1.00,8,94,0,19,35,4,3,0.35,0.57
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder26,0,33,9,3,3,0.06,6,300,0,82,87,0,14,0.49,0.00
com.google.zxing.oned.Code39BlackBox3TestCase.testBlackBox,4,246,64,17,1,0.00,217,3309,0,721,1244,0,60,0.37,0.00
com.google.zxing.oned.rss.expanded.RSSExpandedBlackBox3TestCase.testBlackBox,4,301,87,18,1,0.00,217,3750,0,962,1157,6,67,0.45,0.08
com.google.zxing.qrcode.decoder.DecodedBitStreamParserTestCase.testHanzi,0,9,5,2,2,0.52,33,143,0,41,24,0,2,0.63,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testEncodeWithVersionTooSmall,0,21,6,3,3,0.40,5,161,0,28,55,1,7,0.34,0.12
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder34,0,33,9,3,3,0.06,6,300,0,90,84,0,16,0.52,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testEncodeGS1WithBooleanTypeHint,0,99,15,4,3,0.11,9,718,0,406,164,3,31,0.71,0.09
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string12,4,66,23,7,1,0.02,51,665,0,298,134,0,10,0.69,0.00
com.google.zxing.oned.Code128WriterTestCase.testEncodeWithForcedCodeSetFailureCodeSetB,2,13,3,2,2,0.03,17,157,0,62,17,0,1,0.78,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder24,0,33,9,3,3,0.06,6,300,0,93,81,1,15,0.53,0.06
com.google.zxing.qrcode.encoder.BitVectorTestCase.testAppendBit,1,6,1,1,1,0.57,39,18,0,12,6,0,0,0.67,0.00
com.google.zxing.common.StringUtilsTestCase.testUTF16BE,0,3,1,1,1,0.93,9,101,0,4,5,1,3,0.44,0.25
com.google.zxing.web.DoSFilterTestCase.testNoRemoteHost,1,6,3,1,1,0.00,22,62,0,10,23,2,3,0.30,0.40
com.google.zxing.qrcode.encoder.QRCodeTestCase.testToString1,1,1,1,1,1,1.00,5,19,0,2,0,1,0,1.00,1.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testLowercasePunctuationByteMix,0,27,6,3,3,0.08,31,452,0,124,84,1,16,0.60,0.06
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testUppercaseLowercaseMix2,0,21,6,3,3,0.09,31,377,0,67,60,0,9,0.53,0.00
com.google.zxing.common.detector.MathUtilsTestCase.testDistance,0,2,1,1,1,1.00,6,6,0,8,0,0,0,1.00,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder43,0,34,9,3,3,0.05,6,303,0,94,81,4,10,0.54,0.29
com.google.zxing.datamatrix.encoder.HighLevelEncodeTestCase.testEncodingWithStartAsX12AndLatchToEDIFACTInTheMiddle,0,73,11,2,2,0.00,15,695,0,197,274,0,20,0.42,0.00
com.google.zxing.qrcode.encoder.MatrixUtilTestCase.testEmbedTypeInfo,1,18,5,3,3,0.36,7,90,0,53,15,0,1,0.78,0.00
com.google.zxing.client.result.WifiParsedResultTestCase.testEscape,1,26,18,2,1,0.03,14,366,0,46,20,3,2,0.70,0.60
com.google.zxing.datamatrix.encoder.HighLevelEncodeTestCase.testHelloWorld,0,78,12,2,2,0.00,15,770,0,197,294,3,19,0.40,0.14
com.google.zxing.client.result.GeoParsedResultTestCase.testGeo,1,32,21,2,1,0.07,17,380,0,28,14,5,1,0.67,0.83
com.google.zxing.client.result.URIParsedResultTestCase.testBookmarkDocomo,1,16,7,2,1,0.09,12,113,0,29,27,1,6,0.52,0.14
com.google.zxing.client.result.SMSMMSParsedResultTestCase.testSMS,1,25,15,2,1,0.12,15,312,0,42,18,8,2,0.70,0.80
com.google.zxing.qrcode.encoder.MatrixUtilTestCase.testEmbedBasicPatterns1,1,18,3,2,2,0.27,7,86,0,63,12,0,0,0.84,0.00
com.google.zxing.oned.Code128WriterTestCase.testEncodeWithFunc2,2,36,8,3,1,0.30,36,643,0,206,131,0,11,0.61,0.00
com.google.zxing.qrcode.decoder.DataMaskTestCase.testMask7,1,4,3,2,2,0.64,17,21,0,18,3,0,0,0.86,0.00
com.google.zxing.qrcode.decoder.DataMaskTestCase.testMask1,1,4,3,2,2,0.64,17,21,0,18,3,0,0,0.86,0.00
com.google.zxing.client.result.AddressBookParsedResultTestCase.testVCard,1,27,9,2,1,0.07,19,282,0,46,52,0,14,0.47,0.00
com.google.zxing.datamatrix.encoder.SymbolInfoTestCase.testSymbolInfo,1,13,2,2,1,0.57,60,46,0,33,7,8,0,0.82,1.00
com.google.zxing.client.result.ParsedReaderResultTestCase.testTextType,1,28,24,2,1,0.01,20,430,0,20,23,1,2,0.47,0.33
com.google.zxing.client.result.AddressBookParsedResultTestCase.testSeveralAddresses,1,26,7,2,1,0.16,19,149,0,30,29,0,3,0.51,0.00
com.google.zxing.oned.Code39ExtendedBlackBox2TestCase.testBlackBox,4,36,11,3,1,0.01,211,393,0,149,107,1,8,0.58,0.11
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testStandardSample2,1,18,3,3,2,0.58,14,135,0,49,17,2,2,0.74,0.50
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder9,0,33,9,3,3,0.06,6,300,0,72,97,0,14,0.43,0.00
com.google.zxing.qrcode.QRCodeBlackBox1TestCase.testBlackBox,4,368,90,19,1,0.00,229,4847,0,1295,1960,2,106,0.40,0.02
com.google.zxing.inverted.NoHintInvertedDataMatrixBlackBoxTestCase.testBlackBox,4,194,48,16,1,0.00,153,2711,0,350,1024,0,43,0.25,0.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testSampleWithBadSequenceIndexMacro,1,3,3,2,1,0.97,5,75,0,1,4,0,0,0.20,0.00
com.google.zxing.datamatrix.DataMatrixWriterTestCase.testDataMatrixTooSmall,1,71,11,4,3,0.07,8,615,0,143,276,0,23,0.34,0.00
com.google.zxing.qrcode.decoder.DataMaskTestCase.testMask5,1,4,3,2,2,0.64,17,21,0,19,2,0,0,0.90,0.00
com.google.zxing.pdf417.encoder.PDF417EncoderTestCase.testEncodeAutoWithSpecialChars,0,17,4,2,2,0.33,3,223,0,21,86,0,8,0.20,0.00
com.google.zxing.aztec.encoder.EncoderTest.testHighLevelEncodePairs,1,33,8,3,3,0.12,16,302,0,130,56,2,7,0.70,0.22
com.google.zxing.client.result.TelParsedResultTestCase.testTel,1,27,19,2,1,0.03,12,308,0,16,12,2,1,0.57,0.67
com.google.zxing.oned.rss.RSS14BlackBox1TestCase.testBlackBox,4,206,55,17,1,0.00,217,2954,0,636,997,4,51,0.39,0.07
com.google.zxing.oned.UPCABlackBox2TestCase.testBlackBox,4,324,78,19,1,0.00,225,4428,0,892,2017,2,92,0.31,0.02
com.google.zxing.qrcode.encoder.QRCodeTestCase.testToString2,2,10,3,2,2,0.70,14,52,0,13,3,0,1,0.81,0.00
com.google.zxing.datamatrix.DataMatrixBlackBox3TestCase.testBlackBox,4,315,71,18,1,0.00,229,4275,0,910,1703,8,83,0.35,0.09
com.google.zxing.web.OutputUtilsTestCase.testOutput,0,2,1,1,1,0.93,5,15,0,15,1,8,0,0.94,1.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testGS1ModeHeaderWithECI,0,101,16,4,3,0.12,8,705,0,375,167,1,30,0.69,0.03
com.google.zxing.aztec.decoder.DecoderTest.testDecodeTooManyErrors,2,38,9,5,1,0.16,6,381,1,110,86,1,5,0.56,0.17
com.google.zxing.qrcode.QRCodeBlackBox6TestCase.testBlackBox,4,321,83,18,1,0.00,229,4278,0,1099,1623,1,81,0.40,0.01
com.google.zxing.web.WelcomeFilterTestCase.testRedirect,1,2,2,1,1,0.33,12,8,0,3,0,1,0,1.00,1.00
com.google.zxing.oned.rss.expanded.decoders.AnyAIDecoderTest.testAnyAIDecodernumericFNC1secondDigit,1,31,10,2,2,0.15,32,203,1,52,39,0,0,0.57,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder21,0,33,9,3,3,0.06,6,300,0,84,86,0,14,0.49,0.00
com.google.zxing.aztec.encoder.EncoderTest.testAztecWriter,3,104,21,6,1,0.04,47,943,1,486,254,7,26,0.66,0.21
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder11,0,33,9,3,3,0.06,6,300,0,80,91,0,14,0.47,0.00
com.google.zxing.web.DoSTrackerTestCase.testDoS,1,4,3,1,1,0.20,21,57,0,10,8,2,2,0.56,0.50
com.google.zxing.oned.rss.expanded.RSSExpandedImage2binaryTestCase.testDecodeRow2binary16,4,49,16,6,1,0.11,51,542,0,267,120,0,9,0.69,0.00
com.google.zxing.common.BitArrayTestCase.testFlip,1,3,1,1,1,0.75,8,8,0,6,0,1,0,1.00,1.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testEncodeShiftjisNumeric,0,99,16,5,1,0.11,7,740,0,373,186,4,31,0.67,0.11
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder22,0,34,9,3,3,0.05,6,303,0,97,81,2,14,0.54,0.12
com.google.zxing.client.result.ParsedReaderResultTestCase.testMMS,1,23,15,2,1,0.02,19,298,0,36,20,4,2,0.64,0.67
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string7,4,82,26,7,1,0.02,51,775,0,331,162,0,9,0.67,0.00
com.google.zxing.oned.rss.expanded.decoders.AnyAIDecoderTest.testAnyAIDecoder2,1,44,11,2,2,0.08,32,363,1,97,79,1,5,0.55,0.17
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string10,4,100,30,7,1,0.01,52,972,0,401,178,0,10,0.69,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder18,0,33,9,3,3,0.06,6,300,0,84,86,0,14,0.49,0.00
com.google.zxing.qrcode.encoder.MaskUtilTestCase.testApplyMaskPenaltyRule3,1,7,2,1,1,0.52,71,36,0,34,7,2,0,0.83,1.00
com.google.zxing.multi.qrcode.MultiQRCodeTestCase.testProcessStructuredAppend,1,6,3,2,1,0.87,25,52,0,9,6,3,1,0.60,0.75
com.google.zxing.qrcode.encoder.EncoderTestCase.testDoesNotEncodeGS1WhenStringTypeHintExplicitlyFalse,0,98,15,4,3,0.12,9,713,0,364,192,0,34,0.65,0.00
com.google.zxing.oned.Code93ReaderTestCase.testDecode,2,20,5,3,1,0.37,10,260,0,133,42,8,6,0.76,0.57
com.google.zxing.common.StringUtilsTestCase.testRandom,0,1,1,1,1,1.00,6,86,0,7,49,1,4,0.12,0.20
com.google.zxing.oned.rss.expanded.decoders.AI013X0X1XDecoderTest.test01320X171,1,17,6,2,2,0.24,32,128,0,54,10,1,0,0.84,1.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testECIEnglishHalfWidthKatakana,0,49,10,3,3,0.06,52,637,0,262,100,1,15,0.72,0.06
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testUppercaseMixedMix,0,23,6,3,3,0.09,31,379,0,81,56,0,11,0.59,0.00
com.google.zxing.common.BitArrayTestCase.testClear,1,4,1,1,1,0.88,8,12,0,8,1,0,0,0.89,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testGetAlphanumericCode,0,1,1,1,1,1.00,18,3,0,3,1,0,0,0.75,0.00
com.google.zxing.client.result.ParsedReaderResultTestCase.testAddressBookAUType,1,17,8,2,1,0.04,17,189,0,34,35,0,7,0.49,0.00
com.google.zxing.oned.EAN8WriterTestCase.testEncode,1,15,5,2,2,0.05,10,112,0,73,18,6,1,0.80,0.86
com.google.zxing.oned.UPCABlackBox4TestCase.testBlackBox,4,333,80,20,1,0.00,225,4457,0,810,1978,1,89,0.29,0.01
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder35,0,35,9,3,3,0.05,6,305,0,86,72,0,10,0.54,0.00
com.google.zxing.oned.rss.expanded.decoders.AI013X0X1XDecoderTest.test01310X171,1,17,6,2,2,0.24,32,128,0,54,10,0,0,0.84,0.00
com.google.zxing.pdf417.decoder.ec.ErrorCorrectionTestCase.testMaxErrors,1,24,3,1,1,0.16,27,205,0,82,34,1,1,0.71,0.50
com.google.zxing.common.PerspectiveTransformTestCase.testSquareToQuadrilateral,0,2,1,1,1,1.00,14,40,0,18,2,0,0,0.90,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testMinimalEncoder14,0,33,9,3,3,0.06,6,300,0,79,91,0,14,0.46,0.00
com.google.zxing.oned.rss.expanded.decoders.AI013X0X1XDecoderTest.test01320X151,1,17,6,2,2,0.24,32,128,0,54,10,0,0,0.84,0.00
com.google.zxing.qrcode.decoder.VersionTestCase.testVersionForNumber,0,7,2,2,2,0.65,16,47,0,33,24,0,0,0.58,0.00
com.google.zxing.oned.rss.expanded.RSSExpandedImage2binaryTestCase.testDecodeRow2binary12,4,49,16,6,1,0.11,51,542,0,264,123,0,9,0.68,0.00
com.google.zxing.client.result.WifiParsedResultTestCase.testWep,1,26,18,2,1,0.03,15,366,0,44,23,0,5,0.66,0.00
com.google.zxing.oned.UPCEWriterTestCase.testAddChecksumAndEncode,1,16,6,2,2,0.04,12,135,0,67,20,5,1,0.77,0.83
com.google.zxing.oned.ITFBlackBox1TestCase.testBlackBox,4,206,60,17,1,0.00,217,2767,0,591,983,3,46,0.38,0.06
com.google.zxing.oned.rss.expanded.RSSExpandedImage2stringTestCase.testDecodeRow2string17,4,67,22,7,1,0.02,51,690,0,314,132,0,9,0.70,0.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testECIEnglishKatakana,0,49,10,3,3,0.06,52,637,0,265,97,0,15,0.73,0.00
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testECIEnglishArabicCyrillic,0,49,10,3,3,0.06,52,637,0,262,99,0,15,0.73,0.00
com.google.zxing.client.result.AddressBookParsedResultTestCase.testVCardFullN3,1,27,9,2,1,0.07,19,282,0,38,50,0,13,0.43,0.00
com.google.zxing.oned.rss.expanded.decoders.AI013103DecoderTest.test0131031,1,16,7,2,2,0.32,35,103,0,45,5,0,1,0.90,0.00
com.google.zxing.web.DoSFilterTestCase.testRedirect,2,6,3,1,1,0.06,24,63,0,14,19,1,3,0.42,0.25
com.google.zxing.oned.rss.expanded.BinaryUtilTest.testBuildBitArrayFromStringWithoutSpaces,1,4,1,1,1,0.80,37,14,0,13,1,0,0,0.93,0.00
com.google.zxing.qrcode.encoder.EncoderTestCase.testDoesNotEncodeGS1WhenBooleanTypeHintExplicitlyFalse,0,98,15,4,3,0.12,9,713,0,364,192,0,34,0.65,0.00
com.google.zxing.common.BitMatrixTestCase.testGetSet,1,3,1,1,1,1.00,11,16,0,10,1,0,0,0.91,0.00
com.google.zxing.common.BitMatrixTestCase.testRotate180Simple,1,11,2,1,1,0.33,12,63,0,32,21,0,1,0.60,0.00
com.google.zxing.qrcode.encoder.MatrixUtilTestCase.testEmbedDataBits,2,22,4,3,3,0.42,9,123,0,75,24,0,0,0.76,0.00
com.google.zxing.web.ChartServletTestCase.testChart,1,10,2,1,1,0.02,17,92,0,17,21,6,3,0.45,0.67
com.google.zxing.pdf417.decoder.ec.ErrorCorrectionTestCase.testNoError,1,5,3,1,1,0.63,12,65,0,6,11,1,0,0.35,1.00
com.google.zxing.client.result.ParsedReaderResultTestCase.testEmailType,1,37,26,2,1,0.01,19,507,0,47,35,3,4,0.57,0.43
com.google.zxing.pdf417.decoder.PDF417DecoderTestCase.testUppercasePunctuationMix,0,22,6,3,3,0.09,31,378,0,60,61,0,10,0.50,0.00
com.google.zxing.common.reedsolomon.ReedSolomonTestCase.testAztec,2,27,4,1,1,0.19,81,244,0,117,49,0,4,0.70,0.00
com.google.zxing.oned.Code128WriterTestCase.testCompaction1,2,38,11,3,1,0.29,28,648,0,186,142,0,11,0.57,0.00
com.google.zxing.oned.UPCABlackBox6BlurryTestCase.testBlackBox,4,293,74,19,1,0.00,227,4056,0,658,1808,0,75,0.27,0.00
com.google.zxing.common.BitArrayTestCase.testSetBulk,1,3,1,1,1,0.75,8,8,0,6,0,0,0,1.00,0.00
com.google.zxing.common.BitArrayTestCase.testSetRange,1,3,1,1,1,0.93,8,19,0,19,3,5,0,0.86,1.00
com.google.zxing.oned.Code128WriterTestCase.testCompaction2,2,34,8,3,1,0.29,28,640,0,202,149,0,16,0.58,0.00
