TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.copy,1,98,21,3,1,0.10,45,516,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zdiffStore,0,74,21,5,1,0.03,36,327,1,0.00,0.00
redis.clients.jedis.JedisPoolTest.testResetInvalidPassword,3,110,21,3,1,0.04,20,653,1,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xpendingRange,1,108,32,5,1,0.07,31,633,0,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zscanMatch,2,96,24,5,1,0.08,39,535,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledListCommandsTest.rpushx,0,64,19,5,1,0.03,29,281,1,0.00,0.00
redis.clients.jedis.commands.jedis.ControlCommandsTest.waitReplicas,1,68,15,3,1,0.07,10,424,0,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.decrBy,1,74,18,3,1,0.06,24,452,0,0.00,0.00
redis.clients.jedis.ReliableTransactionTest.transactionResponseWithinPipeline,3,79,22,3,1,0.09,19,494,1,0.00,0.00
redis.clients.jedis.commands.jedis.BitCommandsTest.bitOp,1,83,20,3,1,0.07,20,482,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledListCommandsTest.lpos,0,86,23,6,1,0.05,86,345,1,0.00,0.00
redis.clients.jedis.params.ParamsTest.toStringTest,0,10,4,3,3,0.44,10,42,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zunionstore,2,77,24,6,1,0.04,41,348,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBitCommandsTest.bitOpBinary,0,70,23,5,1,0.02,23,305,1,0.00,0.00
redis.clients.jedis.commands.jedis.ControlCommandsTest.bgsave,1,61,15,3,1,0.07,14,400,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBitCommandsTest.testBinaryBitfieldReadonly,0,62,19,5,1,0.03,15,290,1,0.00,0.00
redis.clients.jedis.ACLJedisPoolTest.checkResourceWithConfigIsClosableAndReusable,1,104,22,3,1,0.06,16,592,1,0.00,0.00
redis.clients.jedis.JedisSentinelPoolTest.testResetInvalidPassword,4,145,26,3,1,0.03,25,919,1,0.00,0.00
redis.clients.jedis.JedisPoolTest.closeBrokenResourceTwice,2,58,12,2,1,0.07,12,374,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.randomKey,0,61,19,5,1,0.02,30,293,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.getDel,0,61,19,5,1,0.02,14,293,1,0.00,0.00
redis.clients.jedis.commands.jedis.BitCommandsTest.bitposWithNoMatchingBitExistWithinRange,2,83,21,4,1,0.07,15,475,0,0.00,0.00
redis.clients.jedis.commands.jedis.GeoCommandsTest.georadiusBinary,2,102,26,5,1,0.09,36,585,0,0.00,0.00
redis.clients.jedis.commands.jedis.PublishSubscribeCommandsTest.pubSubNumSub,2,81,18,3,1,0.07,23,544,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.pexpire,1,89,20,3,1,0.09,38,473,0,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xinfoStreamFullWithPending,1,114,35,5,1,0.06,32,665,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.strAlgoLcsWithKey,1,50,13,3,1,0.06,21,381,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.setNxExAndGet,1,101,23,4,1,0.08,37,535,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledListCommandsTest.brpop,0,78,21,5,1,0.02,55,353,1,0.00,0.00
redis.clients.jedis.ManagedConnectionProviderTest.test,3,78,20,5,1,0.04,15,466,1,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.getDel,1,81,19,3,1,0.07,25,478,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.copy,0,73,22,5,1,0.03,37,312,1,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xrevrangeExclusive,1,83,22,3,1,0.06,17,523,0,0.00,0.00
redis.clients.jedis.commands.jedis.ConnectionHandlingCommandsTest.quit,1,36,11,2,1,0.01,6,288,1,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.incrReallyLargeNumbers,1,75,18,3,1,0.06,11,475,0,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zremrangeByScore,1,91,20,3,1,0.08,43,509,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.incrBy,0,56,19,5,1,0.02,24,271,1,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.type,1,79,18,3,1,0.08,27,446,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.psetex,0,58,20,5,1,0.02,13,273,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.setFailIfNotExistAndGet,0,67,22,6,1,0.03,23,327,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zscanCount,1,76,25,7,1,0.03,39,348,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledGeoCommandsTest.georadiusReadonly,1,99,30,7,1,0.04,36,525,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.append,0,61,20,5,1,0.02,13,293,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zrevrangeByLexBinary,0,66,21,5,1,0.02,37,308,1,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.move,1,91,19,3,1,0.10,36,499,0,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zadd,1,77,18,3,1,0.06,31,456,0,0.00,0.00
redis.clients.jedis.commands.jedis.TransactionCommandsTest.transactionResponseWithinPipeline,1,81,22,3,1,0.09,25,492,1,0.00,0.00
redis.clients.jedis.commands.jedis.BitCommandsTest.testBitfieldReadonly,1,79,18,3,1,0.06,18,504,0,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.setAndGet,1,79,19,3,1,0.06,25,475,0,0.00,0.00
redis.clients.jedis.commands.jedis.VariadicCommandsTest.zrem,1,91,20,3,1,0.08,42,509,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.pexpireTime,1,86,19,3,1,0.08,30,469,0,0.00,0.00
redis.clients.jedis.JedisPoolTest.selectDatabaseOnActivation,2,92,18,3,1,0.05,12,549,1,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xreadGroupWithParams,2,103,27,5,1,0.07,38,603,0,0.00,0.00
redis.clients.jedis.commands.jedis.HashesCommandsTest.hscanCount,2,93,23,5,1,0.07,30,529,0,0.00,0.00
redis.clients.jedis.commands.jedis.ScriptingCommandsTest.evalshaBinary,1,84,20,3,1,0.08,26,482,0,0.00,0.00
redis.clients.jedis.commands.jedis.HashesCommandsTest.hsetnx,1,86,20,3,1,0.07,28,484,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledGeoCommandsTest.geodist,1,76,23,5,1,0.03,43,324,1,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.setex,1,76,19,3,1,0.06,13,455,0,0.00,0.00
redis.clients.jedis.commands.jedis.HashesCommandsTest.hgetAllPipeline,1,98,24,3,1,0.09,27,582,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zintertoreParams,3,83,26,7,1,0.06,41,363,1,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.persist,1,86,19,3,1,0.08,31,469,0,0.00,0.00
redis.clients.jedis.collections.JedisByteHashMapTest.serialize,0,6,3,1,1,0.79,30,25,1,0.00,0.00
redis.clients.jedis.commands.jedis.ScriptingCommandsTest.scriptFlush,1,90,21,3,1,0.07,25,520,0,0.00,0.00
redis.clients.jedis.commands.jedis.SlowlogCommandsTest.slowlogObjectDetails,1,88,18,4,1,0.10,33,515,1,0.00,0.00
redis.clients.jedis.ShardedConnectionTest.checkPoolTestOnReturnWhenJedisIsBroken,2,112,28,5,1,0.03,20,686,1,0.00,0.00
redis.clients.jedis.ACLJedisTest.startWithUrl,3,94,19,3,1,0.08,16,559,1,0.00,0.00
redis.clients.jedis.ACLJedisPoolTest.selectDatabaseOnActivation,2,92,18,3,1,0.05,12,547,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.exists,0,69,21,5,1,0.03,33,285,1,0.00,0.00
redis.clients.jedis.commands.jedis.SetCommandsTest.sscanMatch,2,95,23,5,1,0.08,33,527,0,0.00,0.00
redis.clients.jedis.ClusterPipeliningTest.pipelineResponseWithinPipeline,3,116,30,4,1,0.06,59,703,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.append,0,60,20,5,1,0.02,30,288,1,0.00,0.00
redis.clients.jedis.commands.jedis.ClusterValuesCommandsTest.subscribe,4,125,30,5,1,0.04,72,831,0,0.00,0.00
redis.clients.jedis.JedisClusterTest.testAskResponse,3,149,32,6,1,0.06,76,884,1,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zincrbyWithParams,1,101,22,4,1,0.10,33,524,0,0.00,0.00
redis.clients.jedis.commands.jedis.ControlCommandsTest.readonly,1,63,15,3,1,0.06,13,438,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.setex,0,59,20,5,1,0.02,25,274,1,0.00,0.00
redis.clients.jedis.JedisPooledTest.getNumActiveReturnsTheCorrectNumber,2,67,18,4,1,0.05,11,458,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zunion,3,90,30,7,1,0.04,67,395,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zremrangeByScore,0,73,21,5,1,0.03,43,323,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zcard,0,63,19,5,1,0.03,33,278,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.unlink,0,78,21,5,1,0.05,45,296,1,0.00,0.00
redis.clients.jedis.UdsTest.testConnectsToUds,1,7,5,3,1,0.07,5,53,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.scanType,2,100,24,5,1,0.09,73,533,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.mset,0,60,19,5,1,0.02,13,294,1,0.00,0.00
redis.clients.jedis.JedisPoolTest.testAddObject,2,73,15,2,1,0.03,5,476,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zrangebyscore,0,78,22,5,1,0.04,66,330,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledHyperLogLogCommandsTest.pfmergeBinary,0,62,20,5,1,0.03,26,279,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.substr,0,61,20,5,1,0.02,32,293,1,0.00,0.00
redis.clients.jedis.commands.jedis.ObjectCommandsTest.objectHelp,2,74,17,3,1,0.09,23,463,0,0.00,0.00
redis.clients.jedis.JedisPoolTest.shouldThrowInvalidURIExceptionForInvalidURI,0,2,1,1,1,0.00,1,20,0,0.00,0.00
redis.clients.jedis.commands.jedis.HashesCommandsTest.hmset,1,85,19,3,1,0.07,28,487,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.expireTime,1,86,19,3,1,0.08,31,469,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledGeoCommandsTest.georadiusByMemberBinary,0,83,27,7,1,0.06,33,395,1,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zmscore,1,88,21,3,1,0.07,34,508,0,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.msetnx,1,81,19,3,1,0.06,28,479,0,0.00,0.00
redis.clients.jedis.ShardingTest.checkCloseable,2,109,27,5,1,0.04,19,674,0,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.bzpopmin,2,101,26,5,1,0.06,35,571,0,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.aclDryRun,2,76,16,3,1,0.17,19,484,0,0.00,0.00
redis.clients.jedis.util.JedisURIHelperTest.shouldValidateInvalidURIs,0,2,1,1,1,0.75,6,4,1,0.00,0.00
redis.clients.jedis.JedisClusterTest.testIfPoolConfigAppliesToClusterPools,3,117,28,5,1,0.04,71,740,1,0.00,0.00
redis.clients.jedis.commands.jedis.TransactionCommandsTest.testResetStateWithFullyExecutedTransaction,1,99,22,3,1,0.09,31,610,1,0.00,0.00
redis.clients.jedis.ProtocolTest.bulkReply,1,9,3,2,1,0.07,5,66,1,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.aclGenPassBinary,1,72,16,3,1,0.07,12,448,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zlexcountBinary,0,58,19,5,1,0.02,28,273,1,0.00,0.00
redis.clients.jedis.ProtocolTest.buildACommand,2,15,7,3,1,0.34,14,99,1,0.00,0.00
redis.clients.jedis.commands.jedis.GeoCommandsTest.geoaddWithParams,2,91,21,4,1,0.09,33,497,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.incrBy,0,55,19,5,1,0.02,11,270,1,0.00,0.00
redis.clients.jedis.JedisClusterTest.testStableSlotWhenMigratingNodeOrImportingNodeIsNotSpecified,3,142,31,5,1,0.07,80,830,1,0.00,0.00
redis.clients.jedis.PipeliningTest.testJedisThrowExceptionWhenInPipeline,1,73,19,3,1,0.07,13,455,0,0.00,0.00
redis.clients.jedis.JedisPoolTest.checkPoolRepairedWhenJedisIsBroken,2,104,22,3,1,0.05,12,608,1,0.00,0.00
redis.clients.jedis.ACLJedisSentinelPoolTest.checkCloseableConnections,1,139,26,3,1,0.03,16,854,1,0.00,0.00
redis.clients.jedis.JedisPooledTest.closeBrokenResourceTwice,2,47,14,4,1,0.09,12,345,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSetCommandsTest.srem,0,78,23,5,1,0.03,53,338,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.scanCount,1,74,24,7,1,0.03,36,339,1,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.infinity,1,86,23,4,1,0.06,33,510,0,0.00,0.00
redis.clients.jedis.JedisTest.connectWithConfig,1,62,15,3,1,0.08,15,404,1,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.movedData,4,0,0,0,0,0.00,19,34,0,0.00,0.00
redis.clients.jedis.JedisClusterTest.testThrowAskException,1,79,18,3,1,0.08,72,486,1,0.00,0.00
redis.clients.jedis.commands.jedis.PublishSubscribeCommandsTest.binarySubscribeLazily,2,85,17,3,1,0.10,34,532,0,0.00,0.00
redis.clients.jedis.ReliableTransactionTest.transactionResponseBinary,3,115,25,3,1,0.09,31,611,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zrangebyscoreWithScores,2,76,24,6,1,0.03,57,345,1,0.00,0.00
redis.clients.jedis.ProtocolTest.writeOverflow,1,4,1,1,1,0.33,10,25,0,0.00,0.00
redis.clients.jedis.commands.jedis.ListCommandsTest.rpush,1,77,18,3,1,0.06,29,456,0,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.aclDelUser,1,75,17,3,1,0.07,15,471,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledHyperLogLogCommandsTest.pfcounts,0,61,19,5,1,0.02,25,280,1,0.00,0.00
redis.clients.jedis.commands.jedis.ListCommandsTest.linsert,1,92,21,3,1,0.08,43,512,0,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.strlen,1,76,19,3,1,0.06,12,455,0,0.00,0.00
redis.clients.jedis.commands.jedis.ScriptingCommandsTest.evalMultiBulk,1,82,20,3,1,0.06,36,501,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.select,1,87,19,3,1,0.08,37,490,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.incr,0,54,19,5,1,0.02,11,258,1,0.00,0.00
redis.clients.jedis.commands.jedis.ListCommandsTest.brpoplpush,1,98,22,3,1,0.08,52,532,0,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xautoclaim,3,114,32,5,1,0.07,25,646,0,0.00,0.00
redis.clients.jedis.commands.jedis.PublishSubscribeCommandsTest.binaryPubSubChannelWithPingPongWithArgument,2,82,17,3,1,0.08,40,527,0,0.00,0.00
redis.clients.jedis.ACLJedisTest.allowUrlWithNoDBAndNoPassword,2,71,16,3,1,0.07,15,453,1,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.redirection,4,0,0,0,0,0.00,19,28,0,0.00,0.00
redis.clients.jedis.ACLJedisTest.connectWithURICredentials,2,88,19,3,1,0.06,16,527,1,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zinter,4,108,29,5,1,0.08,55,581,0,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xrangeExclusive,1,83,22,3,1,0.06,17,523,0,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zcard,1,81,18,3,1,0.07,33,462,0,0.00,0.00
redis.clients.jedis.ReliableTransactionTest.transactionResponseWithErrorWithGeneralCommand,3,99,23,3,1,0.07,29,618,1,0.00,0.00
redis.clients.jedis.ClusterPipeliningTest.testEvalsha,4,154,37,5,1,0.07,63,912,0,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.accessControl,3,0,0,0,0,0.00,17,18,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.bzmpopSimple,1,84,29,7,1,0.02,32,393,1,0.00,0.00
redis.clients.jedis.commands.jedis.HyperLogLogCommandsTest.pfcounts,1,78,18,3,1,0.07,25,460,0,0.00,0.00
redis.clients.jedis.commands.jedis.ListCommandsTest.blpopDouble,1,94,21,4,1,0.07,53,524,0,0.00,0.00
redis.clients.jedis.ACLJedisPoolTest.checkConnections,2,105,21,3,1,0.04,8,613,1,0.00,0.00
redis.clients.jedis.modules.json.Path2Test.empty,0,0,0,0,0,0.00,1,11,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBitCommandsTest.bitOpNot,0,66,22,5,1,0.02,14,301,1,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xrange,1,88,25,4,1,0.06,33,530,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBitCommandsTest.bitCount,0,72,21,5,1,0.04,21,292,1,0.00,0.00
redis.clients.jedis.ACLJedisPoolTest.testCloseConnectionOnMakeObject,3,92,19,3,1,0.03,13,620,1,0.00,0.00
redis.clients.jedis.commands.jedis.SentinelCommandsTest.masterMasters,1,49,15,3,1,0.05,10,360,0,0.00,0.00
redis.clients.jedis.commands.jedis.SetCommandsTest.srem,1,95,22,3,1,0.07,53,521,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.keys,1,90,22,3,1,0.07,46,516,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.expireAt,0,86,24,5,1,0.02,34,413,1,0.00,0.00
redis.clients.jedis.commands.jedis.GeoCommandsTest.georadius,2,106,26,5,1,0.10,47,596,0,0.00,0.00
redis.clients.jedis.ConnectionTest.checkWrongPort,1,10,4,2,1,0.27,7,125,1,0.00,0.00
redis.clients.jedis.ClusterPipeliningTest.testEvalshaKeyAndArg,4,159,36,5,1,0.07,71,924,0,0.00,0.00
redis.clients.jedis.util.JedisClusterCRC16Test.testGetSlot,0,6,3,1,1,0.20,3,20,1,0.00,0.00
redis.clients.jedis.JedisPoolTest.checkConnections,2,104,21,3,1,0.04,9,617,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledGeoCommandsTest.geoadd,1,66,20,5,1,0.03,29,291,1,0.00,0.00
redis.clients.jedis.ClusterPipeliningTest.testEvalWithBinary,3,116,29,4,1,0.09,60,726,0,0.00,0.00
redis.clients.jedis.commands.jedis.FailoverCommandsTest.failoverReplica,1,48,12,2,1,0.05,20,399,0,0.00,0.00
redis.clients.jedis.JedisTest.startWithUrl,3,93,19,3,1,0.08,16,557,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.substr,0,59,19,5,1,0.02,14,291,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.decrBy,0,56,19,5,1,0.02,24,271,1,0.00,0.00
redis.clients.jedis.commands.jedis.ScriptingCommandsTest.fcallBinary,1,81,20,3,1,0.07,27,469,0,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.createUserAndPasswords,2,75,16,3,1,0.08,44,517,0,0.00,0.00
redis.clients.jedis.commands.jedis.TransactionCommandsTest.validateWhenInMulti,1,64,17,3,1,0.07,22,428,1,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.abortedTransaction,3,0,0,0,0,0.00,17,18,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledAllKindOfValuesCommandsTest.scan,0,68,22,6,1,0.03,31,325,1,0.00,0.00
redis.clients.jedis.ACLJedisPoolTest.checkCloseableConnections,1,105,21,3,1,0.04,8,609,1,0.00,0.00
redis.clients.jedis.commands.jedis.GeoCommandsTest.georadiusByMemberReadonlyBinary,1,101,26,5,1,0.09,33,578,0,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.setNxExAndGet,1,90,22,4,1,0.07,25,520,0,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.incrByWrongValue,1,75,18,3,1,0.06,11,475,0,0.00,0.00
redis.clients.jedis.commands.jedis.ClusterCommandsTest.testClusterHardReset,1,55,15,3,1,0.05,23,368,0,0.00,0.00
redis.clients.jedis.PipeliningTest.pipelineResponseWithinPipeline,1,78,21,3,1,0.09,14,476,0,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.aclListDefault,1,72,17,3,1,0.07,11,465,0,0.00,0.00
redis.clients.jedis.JedisClusterTest.testMigrateToNewNode,3,156,32,6,1,0.06,107,901,1,0.00,0.00
redis.clients.jedis.commands.jedis.ScriptingCommandsTest.evalsha,1,84,20,3,1,0.07,25,491,0,0.00,0.00
redis.clients.jedis.ACLJedisTest.useWithoutConnecting,2,65,15,3,1,0.08,12,444,1,0.00,0.00
redis.clients.jedis.JedisPoolTest.checkResourceIsClosableAndReusable,1,122,30,3,1,0.03,41,875,1,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xpendingWithParams,2,116,31,5,1,0.08,34,650,0,0.00,0.00
redis.clients.jedis.commands.jedis.VariadicCommandsTest.rpush,1,87,20,3,1,0.07,32,503,0,0.00,0.00
redis.clients.jedis.JedisPoolTest.getNumActiveReturnsTheCorrectNumber,2,104,21,3,1,0.04,16,617,1,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledBinaryValuesCommandsTest.incrByWrongValue,0,73,22,5,1,0.01,24,417,1,0.00,0.00
redis.clients.jedis.commands.jedis.ListCommandsTest.brpopDouble,1,94,21,4,1,0.07,53,524,0,0.00,0.00
redis.clients.jedis.commands.jedis.AccessControlListCommandsTest.aclGenPass,1,73,16,3,1,0.07,12,451,0,0.00,0.00
redis.clients.jedis.ClusterPipeliningTest.clusterPipelineHash,3,159,38,4,1,0.09,100,805,0,0.00,0.00
redis.clients.jedis.commands.jedis.BinaryValuesCommandsTest.decr,1,74,18,3,1,0.06,24,452,0,0.00,0.00
redis.clients.jedis.commands.jedis.ObjectCommandsTest.objectIdletime,2,83,19,3,1,0.09,24,480,0,0.00,0.00
redis.clients.jedis.ACLJedisTest.startWithUri,3,94,19,3,1,0.08,16,557,1,0.00,0.00
redis.clients.jedis.PipeliningTest.testEvalKeyAndArg,1,92,21,3,1,0.09,22,544,0,0.00,0.00
redis.clients.jedis.commands.jedis.HashesCommandsTest.hget,1,86,20,3,1,0.07,24,484,0,0.00,0.00
redis.clients.jedis.commands.jedis.StreamsCommandsTest.xreadBlockZero,2,97,25,5,1,0.06,27,586,0,0.00,0.00
redis.clients.jedis.ReliableTransactionTest.transactionResponseWithError,3,94,22,3,1,0.07,27,613,1,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.scanIsCompleteIteration,1,81,20,4,1,0.06,34,498,0,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.connection,3,0,0,0,0,0.00,17,12,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.commandDocs,1,78,19,4,1,0.07,32,492,0,0.00,0.00
redis.clients.jedis.resps.ResponsesToStringTest.KeyedZSetElementTest,1,9,3,2,2,0.10,12,39,0,0.00,0.00
redis.clients.jedis.exceptions.ExceptionsTest.cluster,3,0,0,0,0,0.00,17,18,0,0.00,0.00
redis.clients.jedis.commands.jedis.MigrateTest.migrateAuth,3,99,21,4,1,0.09,32,539,0,0.00,0.00
redis.clients.jedis.JedisPoolTest.checkPoolOverflow,1,87,18,3,1,0.04,10,540,1,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.append,1,79,19,3,1,0.06,13,475,0,0.00,0.00
redis.clients.jedis.PipeliningTest.testResetStateWhenInPipeline,1,90,21,3,1,0.09,14,539,0,0.00,0.00
redis.clients.jedis.commands.jedis.ControlCommandsTest.memoryPurge,1,65,16,3,1,0.07,11,410,0,0.00,0.00
redis.clients.jedis.commands.jedis.StringValuesCommandsTest.incrLargeNumbers,1,75,18,3,1,0.06,11,454,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.incrByFloatWrongValue,0,56,19,5,1,0.01,11,294,1,0.00,0.00
redis.clients.jedis.commands.jedis.SortedSetCommandsTest.zrangeWithScores,3,90,23,4,1,0.06,47,523,0,0.00,0.00
redis.clients.jedis.JedisSentinelPoolTest.checkResourceIsCloseable,2,127,26,3,1,0.03,22,818,1,0.00,0.00
redis.clients.jedis.util.JedisURIHelperTest.shouldReturnNullIfURIDoesNotHaveCredentials,0,2,1,1,1,1.00,5,11,1,0.00,0.00
redis.clients.jedis.PipeliningTest.pipeline,1,86,21,3,1,0.08,16,538,0,0.00,0.00
redis.clients.jedis.ShardingTest.trySharding,3,108,27,5,1,0.05,26,675,0,0.00,0.00
redis.clients.jedis.commands.jedis.AllKindOfValuesCommandsTest.ttl,1,86,19,3,1,0.08,35,469,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledSortedSetCommandsTest.zrangeWithScores,2,72,24,6,1,0.02,47,339,1,0.00,0.00
redis.clients.jedis.commands.jedis.GeoCommandsTest.geodist,2,94,22,3,1,0.08,43,510,0,0.00,0.00
redis.clients.jedis.commands.unified.pooled.PooledStringValuesCommandsTest.strAlgoLcs,1,50,13,3,1,0.06,21,381,0,0.00,0.00
