TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
org.eclipse.californium.elements.tcp.netty.TlsCorrelationTest.testServerSideTrustAllClientSelfSigned,2,35,16,1,1,0.14,129,393,0,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testServerCertificateTruncatingValidationWithSelfTrust,0,15,5,1,1,0.51,72,253,1,0.00,0.00
org.eclipse.californium.elements.util.StringUtilTest.testByteArray2Base64CharArray,0,6,3,1,1,0.06,5,95,1,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testPrivateKeyAlgorithmEddsa,0,30,9,1,1,0.18,6,327,1,0.00,0.00
org.eclipse.californium.elements.util.DatagramWriterTest.testWriteLongTooLarge,1,2,1,1,1,0.86,10,28,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes256Sha384ryption[7],0,22,6,2,1,0.57,26,115,1,0.00,0.00
org.eclipse.californium.scandium.dtls.CertificateMessageTest.testEmptyCertificateMessageSerialization,2,3,1,1,1,0.38,19,77,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes256Sha384ryption[1],0,22,6,2,1,0.57,26,115,1,0.00,0.00
org.eclipse.californium.elements.util.StringUtilTest.testHex2CharArrayIllegalArgumentLength,0,1,1,1,1,1.00,4,19,1,0.00,0.00
org.eclipse.californium.scandium.dtls.HelloExtensionsTest.testFromByteArrayIgnoresUnknownExtensionTypes,0,15,7,2,2,0.07,56,138,1,0.00,0.00
org.eclipse.californium.core.test.ObserveTest.testObserveClientReregister,8,519,100,11,1,0.07,230,3864,0,0.00,0.00
org.eclipse.californium.oscore.OSCoreServerClientTest.testManyRequests,1,134,25,2,2,0.02,49,1386,0,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testPrivateKeyAlgorithmEdDsaV2,0,25,7,1,1,0.11,4,288,1,0.00,0.00
org.eclipse.californium.scandium.auth.PrincipalSerializerTest.testSerializedRPKCanBeDeserialized,0,5,2,1,1,0.70,8,30,1,0.00,0.00
org.eclipse.californium.elements.util.DatagramWriterTest.testWriteTooLarge,1,2,1,1,1,0.86,10,28,1,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testExtraParameterAddedToUnsupported,2,0,0,0,0,0.00,11,21,0,0.00,0.00
org.eclipse.californium.core.network.serialization.DataParserTest.testResponseParsing[1],3,86,14,3,2,0.30,48,587,1,0.00,0.00
org.eclipse.californium.osgi.ManagedServerTest.testRemovedService,1,3,1,1,1,0.96,35,37,1,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testGetArgumentAsIntegerWithMinimum,1,3,1,1,1,0.36,10,32,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES256and128CryptionFails[9],0,12,6,2,1,0.04,28,133,1,0.00,0.00
org.eclipse.californium.core.multicast.MulticastTest.clientMulticastCheckResponseText,2,393,80,10,1,0.04,122,3043,0,0.00,0.00
org.eclipse.californium.core.coap.CoapTest.testType,0,1,1,1,1,1.00,5,6,0,0.00,0.00
org.eclipse.californium.core.network.deduplication.DeduplicatorTest.testReplacePreviousSecondTime[deduplicator = MARK_AND_SWEEP],2,17,8,4,3,0.19,19,191,0,0.00,0.00
org.eclipse.californium.core.test.ClientSynchronousTest.testAdvancedUsesUriFromRequest,2,334,61,9,1,0.02,37,2426,0,0.00,0.00
org.eclipse.californium.proxy2.http.Http2CoapTranslatorTest.testPutHttpEntity,4,22,3,1,1,0.08,16,289,0,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testHasParameter,1,1,1,1,1,1.00,11,22,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testPaddingException[8],0,3,2,2,1,0.15,21,13,1,0.00,0.00
org.eclipse.californium.elements.config.ConfigurationTest.testConfigurationEnumListAsText,1,27,11,2,1,0.13,59,207,1,0.00,0.00
org.eclipse.californium.core.network.serialization.DataSerializerTest.testSerializeEmptyRequestWithTokenFails[0],1,37,9,3,2,0.10,31,281,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes256and128CryptionFails[4],0,22,6,2,1,0.57,25,121,1,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testSelfSignedValidationTruncatedTrust,0,14,5,1,1,0.52,65,249,1,0.00,0.00
org.eclipse.californium.scandium.dtls.CertificateMessageTest.testCertificateMessageDoesNotContainRootCert,1,1,1,1,1,1.00,25,40,1,0.00,0.00
org.eclipse.californium.oscore.OSCoreOuterBlockwiseTest.testOuterBlockwiseGetProxyClientBW,2,136,25,2,2,0.02,117,1394,0,0.00,0.00
org.eclipse.californium.core.coap.CoapTest.testGetSchemeForProtocol,0,1,1,1,1,1.00,7,9,0,0.00,0.00
org.eclipse.californium.elements.config.ConfigurationTest.testConfigurationEnumListWithEmptyListFailure,1,19,11,2,1,0.03,45,146,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorResumeTest.testConnectorPerformsFullHandshakeWhenResumingNonExistingSession[setup = PSK-sync-master],4,647,101,9,1,0.09,236,5656,1,0.00,0.00
org.eclipse.californium.elements.util.LeastRecentlyUsedCacheTest.testGetFailsWhenExpired,1,17,3,1,1,0.44,35,93,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testClientTimeout[cid = null],9,717,108,8,1,0.07,432,5769,1,0.00,0.00
org.eclipse.californium.core.network.MapBasedMessageIdTrackerTest.testGetNextMessageIdFailsIfAllMidsAreInUse,1,5,4,2,2,0.32,41,79,1,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testExtraParameterFails,1,0,0,0,0,0.00,11,21,0,0.00,0.00
org.eclipse.californium.elements.tcp.netty.TlsCorrelationTest.testClientSideTrustAllServerBrokenChain,2,27,14,1,1,0.20,113,286,0,0.00,0.00
org.eclipse.californium.core.server.ServerSerializationTest.testSaveAndLoad,2,65,21,6,1,0.15,89,728,0,0.00,0.00
org.eclipse.californium.proxy2.http.CrossProtocolTranslatorTest.testCoapOptionsMaxAge,4,19,2,1,1,0.32,14,325,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecrypt[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_128_CCM],5,94,24,3,2,0.34,39,597,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testDisableHelloVerifRequestForPsk[cid = null],9,628,111,8,1,0.11,439,5119,1,0.00,0.00
org.eclipse.californium.elements.util.SerializationUtilTest.testNullStrings,2,16,4,1,1,0.20,21,129,1,0.00,0.00
org.eclipse.californium.core.server.ServerPersistenceComponentsTest.testEncryptedSaveLoadSkipAndLoad,1,49,19,5,1,0.18,86,541,0,0.00,0.00
org.eclipse.californium.elements.util.DatagramWriterTest.testWrite,1,9,2,1,1,0.55,11,69,1,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testPrivateKeyAlgorithmEcV2,0,29,9,1,1,0.10,4,310,1,0.00,0.00
org.eclipse.californium.elements.util.PersistentComponentUtilTest.testSaveLoadAndSkip,3,51,8,1,1,0.22,75,400,1,0.00,0.00
org.eclipse.californium.scandium.DTLSEndpointContextTest.testSendingWhileResumingInvokesEndpointContextMatcher,4,776,120,7,1,0.04,172,6260,0,0.00,0.00
org.eclipse.californium.core.test.lockstep.BlockwiseClientSideTest.testGETWithDisorderedResponses,9,399,70,7,4,0.09,465,2850,0,0.00,0.00
org.eclipse.californium.elements.util.LeastRecentlyUsedCacheTest.testContinuousEviction,1,14,3,1,1,0.50,39,73,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilTrustTest.testLoadFilteredTrustedCertificates,0,6,2,1,1,0.30,8,80,1,0.00,0.00
org.eclipse.californium.proxy2.http.CrossProtocolTranslatorTest.testInvalidHttpCode,4,19,2,1,1,0.03,10,235,1,0.00,0.00
org.eclipse.californium.oscore.OSCoreServerClientTest.testIncludeContextIDResponse,1,140,27,2,2,0.03,73,1441,0,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testServerCertificateInvalidPath2,0,9,4,1,1,0.27,29,142,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testDifferentKey[7],0,12,6,2,1,0.04,29,133,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecryptFragmentCombiFailure[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_256_CCM_8],5,96,24,3,2,0.32,78,585,1,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testGenerateValidationCertPath,0,10,4,1,1,0.36,66,161,1,0.00,0.00
org.eclipse.californium.core.test.lockstep.BlockwiseClientSideTest.testCancelledBlock1,9,378,69,7,4,0.09,443,2681,0,0.00,0.00
org.eclipse.californium.core.network.UdpMatcherTest.testRequestGetEndpointConextAfterPreOperator,6,69,20,5,4,0.16,90,658,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testResumeWithHelloVerifyRequest[cid = null],8,743,124,8,1,0.04,432,5755,1,0.00,0.00
org.eclipse.californium.elements.tcp.netty.TcpConnectorTest.singleServerManyClients[3],2,28,12,1,1,0.22,96,258,0,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes128Sha256Cryption[1],0,22,6,2,1,0.57,25,115,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testServerResumeTimeout[cid = null],8,733,116,8,1,0.04,406,5721,1,0.00,0.00
org.eclipse.californium.core.network.InMemoryMessageExchangeStoreTest.testRegisterOutboundRequestAssignsMid,3,73,18,4,3,0.15,60,667,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testServerx509Timeout[cid = null],6,686,113,8,1,0.04,381,5359,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testPaddingCheck[1],0,3,2,2,1,1.00,40,13,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES128CCMCryption[8],0,13,6,2,1,0.05,28,130,1,0.00,0.00
org.eclipse.californium.core.test.lockstep.ResponseRetransmissionTest.testGETResponseRetransmitted,12,378,70,11,1,0.06,520,2750,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testDifferentAdditionalData[7],0,12,6,2,1,0.04,29,133,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilCredentialsTest.testLoadPemPrivateKey,0,43,14,1,1,0.04,4,470,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testDifferentNonce[8],0,22,6,2,1,0.57,25,121,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES256CCMCryption[8],0,13,6,2,1,0.05,29,130,1,0.00,0.00
org.eclipse.californium.scandium.dtls.PskPublicInformationTest.testCompliantPublicInformation,1,1,1,1,1,1.00,6,5,1,0.00,0.00
org.eclipse.californium.scandium.dtls.PskPublicInformationTest.testPublicInformationFromByteArray,1,1,1,1,1,1.00,7,13,1,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testGetArgumentAsLongDefault,1,2,1,1,1,0.57,10,28,1,0.00,0.00
org.eclipse.californium.core.network.serialization.DataParserTest.testParseMessageDetectsUnknownCriticalOption[1],0,36,13,3,2,0.11,41,319,1,0.00,0.00
org.eclipse.californium.scandium.dtls.x509.CertificateConfigurationHelperTest.testRawPublicKeySetupSupportsClientAndServer,1,17,7,4,2,0.12,14,125,1,0.00,0.00
org.eclipse.californium.scandium.dtls.ClientHandshakerTest.testClientHelloLacksServerNameExtensionForDisabledSni,3,229,51,5,3,0.08,64,1875,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES256and128CryptionFails[7],0,12,6,2,1,0.04,28,133,1,0.00,0.00
org.eclipse.californium.scandium.dtls.ReassemblingHandshakeMessageTest.testAddFragmentedHandshakeMessageAfterComplete,2,15,5,1,1,0.60,29,98,1,0.00,0.00
org.eclipse.californium.scandium.dtls.InMemoryConnectionStoreTest.testPutAddsConnection,7,79,21,4,3,0.29,80,488,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.SupportedGroupTest.testGetUsableGroupsReturnsOnlyGroupsWithKnownDomainParams,0,2,1,1,1,1.00,11,2,0,0.00,0.00
org.eclipse.californium.proxy2.http.CrossProtocolTranslatorTest.testCoapOptionsTooLargeEtag,4,20,3,1,1,0.32,14,328,1,0.00,0.00
org.eclipse.californium.core.test.lockstep.ServerDeduplicationTest.testServerSeparateConRespondsToDuplicateRequest,6,304,57,10,1,0.07,435,1980,0,0.00,0.00
org.eclipse.californium.elements.tcp.netty.TlsCorrelationTest.testClientSideTrustAllServerWithWrongKeyUsage,2,27,14,1,1,0.20,115,286,0,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testPaddingException[4],0,3,2,2,1,0.15,21,13,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorResumeTest.testConnectorPerformsFullHandshakeWhenResumingNonExistingSession[setup = PSK-async-master],4,664,107,9,1,0.08,238,5754,1,0.00,0.00
org.eclipse.californium.elements.tcp.netty.TcpEndpointContextTest.testEndpointContextWhenReconnectAfterStopStart,2,28,12,1,1,0.27,105,258,0,0.00,0.00
org.eclipse.californium.scandium.config.DtlsConnectorConfigTest.testBuilderDetectsMissingTrust,1,37,14,5,3,0.44,12,455,1,0.00,0.00
org.eclipse.californium.core.network.MapBasedMessageIdTrackerTest.testInvalidinitialMid,1,4,3,2,2,0.15,36,65,0,0.00,0.00
org.eclipse.californium.scandium.config.DtlsConnectorConfigTest.testBuilderDetectsNoCurveForCertificate,1,62,17,5,3,0.04,16,579,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testFastFastCryption[3],0,13,6,2,1,0.05,28,130,1,0.00,0.00
org.eclipse.californium.core.test.ObserveTest.testObserveClearWithSuccessResponse,8,505,98,11,1,0.06,212,3769,0,0.00,0.00
org.eclipse.californium.scandium.dtls.InMemoryConnectionStoreTest.testUpdateAddress,7,89,22,4,3,0.23,96,588,1,0.00,0.00
org.eclipse.californium.elements.config.ConfigurationTest.testConfigurationEnum,1,50,12,3,1,0.16,53,426,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testDifferentAdditionalData[10],0,12,6,2,1,0.04,29,133,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testDifferentNonce[6],0,12,6,2,1,0.04,29,133,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecryptRecordLengthFailure[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384],4,94,19,3,2,0.36,49,512,1,0.00,0.00
org.eclipse.californium.scandium.dtls.DTLSContextTest.testRecordFromPreviousEpochIsDiscarded,4,57,12,3,2,0.55,47,263,1,0.00,0.00
org.eclipse.californium.oscore.OSCoreTest.testEncryptDecryptOptions,2,96,19,2,2,0.00,35,963,0,0.00,0.00
org.eclipse.californium.elements.auth.PreSharedKeyIdentityTest.testEqualsDetectsNonMatchingVirtualHost,1,4,3,2,2,0.69,6,47,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testTooLongNonce[4],0,5,3,2,1,0.06,27,68,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES128CCMCryption[10],0,13,6,2,1,0.05,28,130,1,0.00,0.00
org.eclipse.californium.scandium.dtls.x509.CertificateConfigurationHelperTest.testWithKeyManagerRsaRawPublicKeyOnly,2,26,9,4,2,0.08,15,206,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecryptFragmentCombiFailure[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_256_CCM],5,96,24,3,2,0.32,78,585,1,0.00,0.00
org.eclipse.californium.scandium.DtlsManagedClusterConnectorTest.testClusterMgmtCommunication[$0],6,115,29,7,1,0.25,135,1104,1,0.00,0.00
org.eclipse.californium.scandium.dtls.x509.CertificateConfigurationHelperTest.testWithEdDsaKeyManager,2,37,12,4,2,0.05,20,308,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecryptRecordLengthFailure[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA],4,94,19,3,2,0.36,49,512,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.SupportedGroupTest.testGetSupportedGroupFromPublicKey,1,12,5,1,1,0.31,11,81,0,0.00,0.00
org.eclipse.californium.oscore.OSSerializerTest.testnonceGenerationPartialIVNull,1,10,4,2,2,0.39,19,178,1,0.00,0.00
org.eclipse.californium.core.test.ObserveTest.testObserveExceptionHandling,5,124,34,8,1,0.21,119,1136,0,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorTest.testDestroyClearsConnectionStore,4,722,107,6,1,0.07,155,5919,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorResumeTest.testConnectorForceFullHandshake[setup = PSK-async-master],4,645,103,9,1,0.09,229,5507,1,0.00,0.00
org.eclipse.californium.core.server.ServerPersistenceComponentsTest.testSaveSkipAndLoad,1,59,25,7,1,0.17,85,562,0,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testDifferentKey[2],0,22,6,2,1,0.57,26,121,1,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testSequenceExceedsSupportedLength,1,10,3,1,1,0.00,5,116,0,0.00,0.00
org.eclipse.californium.elements.UDPConnectorTest.testLargestDatagramIsReceived,2,36,15,3,1,0.21,339,328,1,0.00,0.00
org.eclipse.californium.oscore.EndpointContextInfoTest.testEndpointContextInfo,1,134,25,2,2,0.01,97,1386,0,0.00,0.00
org.eclipse.californium.scandium.config.DtlsConnectorConfigTest.testSetNullSignatureAndHashAlgorithms,1,74,20,5,3,0.03,15,641,1,0.00,0.00
org.eclipse.californium.scandium.dtls.RecordDecryptTest.testEncrypDecryptFragmentAllLengthFailure[ciphersuite = TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256],4,97,19,3,2,0.35,64,501,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilConfigurationTest.testConfigureKeyStoreTypeWithoutEnding,0,2,1,1,1,0.61,14,33,1,0.00,0.00
org.eclipse.californium.core.test.RequestPayloadTest.testDeleteWithForcedPayload[bodySize = 10],2,381,72,9,1,0.01,36,2921,1,0.00,0.00
org.eclipse.californium.core.test.AttributeMultiQueryTest.testComplexFlagAttributeFilteringReversed,2,65,13,4,1,0.11,56,450,0,0.00,0.00
org.eclipse.californium.core.network.MapBasedMessageIdTrackerTest.testGetNextMessageIdReusesIdAfterExchangeLifetime,1,5,4,2,2,0.32,47,79,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES128CCMCryption[7],0,13,6,2,1,0.05,28,130,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorTest.testSendToPortZeroFails,3,125,26,6,1,0.28,79,1234,1,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testInvalidReadCNFromDN,0,20,7,1,1,0.12,4,224,1,0.00,0.00
org.eclipse.californium.core.network.serialization.DataSerializerTest.testSerializeEmptyRequest[1],1,45,9,3,2,0.10,34,306,1,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testServerCertificateValidationUnknownTrust,0,14,4,1,1,0.51,31,252,1,0.00,0.00
org.eclipse.californium.elements.tcp.netty.TcpEndpointContextTest.testSingleClientManyServersEndpointContext,2,28,12,1,1,0.21,117,258,0,0.00,0.00
org.eclipse.californium.proxy2.http.CrossProtocolTranslatorTest.testNullCoapMediaType,4,18,2,1,1,0.00,10,236,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testDifferentNonce[10],0,22,6,2,1,0.57,25,121,1,0.00,0.00
org.eclipse.californium.core.test.ObserveTest.testObserveNonErrorResponse,8,537,101,11,1,0.06,221,3940,0,0.00,0.00
org.eclipse.californium.core.test.MessageTypeTest.testNonConfirmable,1,308,55,9,1,0.02,41,2293,1,0.00,0.00
org.eclipse.californium.core.coap.UriQueryParameterTest.testGetArgumentFailsMissingArgument,1,2,1,1,1,0.86,10,28,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testTooShortNonce[7],0,5,3,2,1,0.06,27,68,1,0.00,0.00
org.eclipse.californium.scandium.dtls.InMemoryConnectionStoreTest.testClearRemovesAllConnectionsFromStore,7,82,21,4,3,0.28,83,510,1,0.00,0.00
org.eclipse.californium.proxy2.http.CrossProtocolTranslatorTest.testCoapMediaType,4,20,2,1,1,0.00,13,240,1,0.00,0.00
org.eclipse.californium.scandium.dtls.DTLSContextTest.testSameSequenceNumberIsNotNewer,4,56,12,3,2,0.55,48,262,1,0.00,0.00
org.eclipse.californium.core.coap.RequestTest.setObserveFailsForNonGetRequest,1,2,2,1,1,0.80,10,19,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testDifferentAdditionalData[2],0,22,6,2,1,0.57,26,121,1,0.00,0.00
org.eclipse.californium.elements.util.CertPathUtilTest.testGenerateCertPath,0,10,4,1,1,0.29,23,145,1,0.00,0.00
org.eclipse.californium.oscore.OptionJuggleTest.testFakeCodeRequet,0,3,1,1,1,0.12,18,17,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilCredentialsTest.testLoadCredentialsWrongKeyPassword,0,6,2,1,1,0.38,4,90,1,0.00,0.00
org.eclipse.californium.scandium.config.DtlsConnectorConfigTest.testSetIdentityRequiresNoneEmptyCertificateTypeList,1,4,4,1,1,0.07,11,110,1,0.00,0.00
org.eclipse.californium.oscore.OSCoreAlgorithmsTest.test_AES_CCM_64_64_128,1,134,25,2,2,0.02,51,1386,0,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testAES256CCM8Cryption[4],0,13,6,2,1,0.05,29,130,1,0.00,0.00
org.eclipse.californium.scandium.dtls.HelloExtensionsTest.testSerializationDeserialization,2,20,7,2,2,0.14,13,171,1,0.00,0.00
org.eclipse.californium.scandium.dtls.x509.CertificateConfigurationHelperTest.testWithKeyManager,2,34,11,4,2,0.06,17,299,1,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testEcKeyAlgorithmGenerated,0,25,8,1,1,0.21,20,222,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilTrustTest.testLoadTrustedCertificatesNoPassword,0,2,1,1,1,0.00,1,23,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorTest.testConnectorKeepsExistingSessionOnEpochZeroClientHello,5,725,107,6,1,0.10,306,5934,1,0.00,0.00
org.eclipse.californium.scandium.ClusterMacTest.testLargeRecordClusterMac,0,12,8,3,1,0.65,25,71,0,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilTrustTest.testLoadP12TrustedCertificatesWithAlias,0,7,3,1,1,0.31,9,81,1,0.00,0.00
org.eclipse.californium.scandium.dtls.InMemoryConnectionStoreTest.testGetConnectionIdRetrievesLocalConnection,8,80,21,4,3,0.27,86,518,1,0.00,0.00
org.eclipse.californium.core.network.stack.CoapUdpStackTest.sendRequestExpectSent,3,75,20,3,2,0.07,38,452,0,0.00,0.00
org.eclipse.californium.elements.util.DatagramWriterTest.testWriteTooManyBits,1,2,1,1,1,0.86,10,28,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testPaddingException[6],0,3,2,2,1,0.15,21,13,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CCMBlockCipherTest.testDifferentNonce[8],0,12,6,2,1,0.04,29,133,1,0.00,0.00
org.eclipse.californium.core.coap.CoapTest.testIsSecureProtocol,0,1,1,1,1,1.00,8,2,0,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilTrustTest.testLoadTrustedCertificatesSingleParameter,0,8,3,1,1,0.09,8,109,1,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorAdvancedTest.testLimitedServerReceivingMessagesInBadOrderDuringHandshake[cid = null],8,749,122,8,1,0.09,463,5808,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes256and128CryptionFails[3],0,22,6,2,1,0.57,25,121,1,0.00,0.00
org.eclipse.californium.core.network.InMemoryMessageIdProviderTest.testMapBasedTrackerGetNextMessageIdReturnsMid,1,8,5,2,2,0.14,58,131,1,0.00,0.00
org.eclipse.californium.core.network.serialization.DataParserTest.testParseMessageDetectsIllegalCode[1],0,16,8,3,2,0.38,39,94,1,0.00,0.00
org.eclipse.californium.core.test.ObserveTest.testObserveLifecycle,8,502,90,11,1,0.07,206,3719,0,0.00,0.00
org.eclipse.californium.elements.util.Asn1DerDecoderTest.testReadPrivateKeyEcV2,0,37,12,1,1,0.10,37,391,1,0.00,0.00
org.eclipse.californium.scandium.dtls.cipher.CbcBlockCipherTest.testAes256Sha384ryption[2],0,22,6,2,1,0.57,26,115,1,0.00,0.00
org.eclipse.californium.core.test.lockstep.BlockwiseClientSideTest.testCancelledBlock2,9,369,68,7,4,0.09,432,2670,0,0.00,0.00
org.eclipse.californium.elements.config.ConfigurationTest.testConfigurationStringSetDefault,1,53,13,3,1,0.16,57,425,1,0.00,0.00
org.eclipse.californium.scandium.dtls.ServerHandshakerTest.testReceiveClientHelloProcessesMaxFragmentLengthExtension,4,349,61,5,3,0.06,128,2807,1,0.00,0.00
org.eclipse.californium.proxy2.http.Http2CoapTranslatorTest.testHttp2CoapProxyUri,5,28,4,1,1,0.19,20,481,1,0.00,0.00
org.eclipse.californium.scandium.dtls.HandshakerTest.testProcessMessageBuffersUnexpectedChangeCipherSpecMessage,9,196,45,5,3,0.16,106,1594,1,0.00,0.00
org.eclipse.californium.core.network.serialization.DataSerializerTest.testSerializeEmptyRequest[0],1,48,10,3,2,0.10,34,304,1,0.00,0.00
org.eclipse.californium.scandium.dtls.DTLSContextTest.testRecordShiftsReceiveWindowUsingExtendedWindowFilter,4,95,19,4,3,0.29,68,665,1,0.00,0.00
org.eclipse.californium.core.test.OptionTest.testIsNonCacheable,0,1,1,1,1,1.00,24,1,0,0.00,0.00
org.eclipse.californium.scandium.dtls.CertificateRequestTest.testIsSupportedKeyTypeSucceedsForCertWithDigitalSignatureKeyUsage,1,5,3,2,1,0.72,8,33,1,0.00,0.00
org.eclipse.californium.core.test.RequestPayloadTest.testDeleteWithPayload[bodySize = 10],2,5,3,2,1,0.65,29,43,1,0.00,0.00
org.eclipse.californium.core.network.InMemoryMessageExchangeStoreTest.testRegisterOutboundRequestRejectsMultipleRegistrationOfSameRequest,2,73,17,4,3,0.14,64,672,1,0.00,0.00
org.eclipse.californium.scandium.ClusterMacTest.testLargeRecordWithOffsetClusterMac,0,12,8,3,1,0.65,28,71,0,0.00,0.00
org.eclipse.californium.scandium.DTLSConnectorResumeTest.testConnectorChangedAutoResumesSession[setup = PSK-async-master],4,636,102,9,1,0.09,231,5485,1,0.00,0.00
org.eclipse.californium.elements.util.SslContextUtilCredentialsTest.testLoadPemPublicKeyEd25519,0,43,13,1,1,0.07,6,431,1,0.00,0.00
org.eclipse.californium.elements.config.ConfigurationTest.testConfigurationStringSet,1,55,13,3,1,0.15,50,433,1,0.00,0.00
