TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
org.pitest.functional.FArrayTest.shouldReturnEmptyListWhenFilteredOnFalse,0,4,2,2,1,0.40,3,10,1,0.00,0.00
org.pitest.mutationtest.MutationStatusMapTest.shouldDetectWhenHasUnrunMutations,1,7,1,1,1,0.25,8,14,1,0.00,0.00
org.pitest.classinfo.ClassIdentifierTest.shouldObeyHashcodeEqualsContract,0,4,2,1,1,0.00,2,15,1,0.00,0.00
org.pitest.aggregate.ReportAggregatorBuilderTest.testSourceCodeDirectories_withFake,0,5,2,1,1,0.41,4,22,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitFieldInsnCallsToChild,1,12,4,2,2,0.00,11,92,1,0.00,0.00
org.pitest.mutationtest.build.intercept.equivalent.EquivalentReturnMutationFilterTest.filtersEquivalentBoxedBooleanTrueMutants,0,71,22,4,3,0.04,36,221,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigDecimalMutatorTest.min,2,162,36,13,7,0.06,111,615,1,0.00,0.00
org.pitest.coverage.ClassLineTest.shouldObeyHashcodeEqualsContract,0,4,2,2,2,0.00,2,15,1,0.00,0.00
org.pitest.maven.PitMojoTest.testEmptyAvoidCallsToValueIsIgnored,1,3,1,1,1,0.29,39,15,0,0.00,0.00
org.pitest.TestJUnitConfiguration.shouldRunJMock1Tests,2,81,24,10,5,0.01,18,333,0,0.00,0.00
org.pitest.testapi.execute.ExitingResultCollectorTest.shouldNotifyChildOfTestFailure,2,2,2,2,1,0.57,8,17,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnMutatorTest.describesMutationsToDoubless,1,136,32,13,7,0.02,38,478,0,0.00,0.00
org.pitest.maven.PitMojoTest.testThrowsMojoFailureExceptionWhenMutationScoreBelowThreshold,1,76,3,1,1,0.12,51,273,0,0.00,0.00
org.pitest.mutationtest.config.PluginServicesTest.missingFeaturesRemovedWhenImplementationAvailable,1,15,1,1,1,0.12,17,37,1,0.00,0.00
org.pitest.coverage.analysis.BlockTest.shouldObeyHashcodeEqualsContract,0,2,1,1,1,0.00,5,7,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.shouldMutateReturnsOfNonNullObjectsToNull,2,179,38,13,7,0.06,110,676,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldNotHaltWhenRunnerThrowsRuntimeException,2,6,2,2,1,0.38,15,38,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ACMPNE_ORDER_F,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.mutationtest.build.intercept.timeout.InfiniteForLoopFilterFactoryTest.shouldFindInfiniteForLoopsWhenOtherBranchedCodePresent,0,52,15,3,3,0.09,32,161,1,0.00,0.00
org.pitest.mutationtest.build.intercept.javafeatures.MethodReferenceNullCheckFilterTest.shouldDeclareTypeAsFilter,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldPassExcludedClassesOptionToJavaTask,1,12,1,1,1,0.56,13,47,1,0.00,0.00
org.pitest.mutationtest.engine.LocationTest.shouldObeyHashcodeEqualsContract,0,4,2,2,2,0.00,2,16,1,0.00,0.00
org.pitest.mutationtest.incremental.IncrementalAnalyserTest.shouldStartPreviousKilledMutationsAtAStatusOfKilledWhenNeitherClassOrTestHasChanged,1,12,2,2,1,0.25,53,61,1,0.00,0.00
org.pitest.mutationtest.build.intercept.equivalent.EquivalentReturnMutationFilterTest.shouldDeclareTypeAsFilter,0,1,1,1,1,0.00,2,1,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPNE_ORDER_T,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.MethodInfoTest.isStaticShouldReturnFalseWhenMethodIsNotStatic,0,2,1,1,1,1.00,3,8,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigDecimalMutatorTest.divideLambda,2,168,36,13,7,0.06,109,650,1,0.00,0.00
org.pitest.functional.FArrayTest.shouldReturnAllEntriesWhenFilteredOnTrue,0,2,1,1,1,0.38,4,8,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitIntInsnToChild,1,12,4,2,2,0.00,11,92,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnMutatorTest.doesNotMutateBooleans,1,117,30,13,7,0.02,28,425,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPNE_EQUAL_F,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.maven.report.ReportSourceLocatorParamaterizedTest.test[0: reportSourceLocator(isDirectory: true; directoryName: "20150304"; canWrite: true; shouldBeValid: true)],0,1,1,1,1,0.00,9,2,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.analysis.InstructionTrackingMethodVisitorTest.shouldGiveIndexConsistentWithTreeApiWhenSwitchStatementsPresent,1,19,8,4,4,0.03,29,81,1,0.00,0.00
org.pitest.mutationtest.execute.TimeOutDecoratedTestSourceTest.shouldReturnNoTestUnitsWhenNoTestDetailsSupplied,2,6,2,2,2,0.08,11,25,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutatorTest.shouldReplaceOtherCasesWithoutDefaultForInt,2,179,36,13,7,0.06,117,645,1,0.00,0.00
org.pitest.classinfo.ComputeClassWriterTest.shouldResolveParentInterfaceWhenSecondInterfaceExtendsTheFirst,0,14,7,3,3,0.11,5,105,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.providesRemoveConditionalsMutators,0,8,3,3,3,0.41,9,32,1,0.00,0.00
org.pitest.maven.report.generator.XMLReportGeneratorTest.testNotExecuted,2,2,2,1,1,0.67,7,12,1,0.00,0.00
org.pitest.dependency.DependencyAccessTest.shouldObeyHashcodeEqualsContract,0,4,2,1,1,0.00,2,16,1,0.00,0.00
org.pitest.testapi.execute.ResultTypeTest.shouldCallOnTestSkippedOnListenerWhenTypeIsSkipped,0,3,1,1,1,0.33,7,3,1,0.00,0.00
org.pitest.mutationtest.build.intercept.javafeatures.InlinedFinallyBlockFilterTest.combinesSimilarMutationsInFinallyBlocksWhenOnDifferentLines,0,54,17,3,3,0.02,50,196,1,0.00,0.00
org.pitest.classinfo.RepositoryTest.shouldCalculateHashForSuppledClass,1,7,1,1,1,0.03,7,41,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesProjectBase,2,69,2,1,1,0.08,54,208,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldDefaultToDefaultVerbosity,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.junit.ParameterisedJUnitTestFinderTest.shouldReturnNoTestForNonParameterisedTest,1,4,2,2,1,0.50,6,15,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutatorTest.doesNotMutateMethodsAnnotatedWithNotNull,1,110,29,13,7,0.02,31,417,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIFNONNULL_EQUAL_T,3,183,38,13,7,0.06,126,673,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldForwardVisitLineNumberToChild,1,0,0,0,0,0.00,13,3,0,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldUseCachedInstancesForArrayList,0,3,1,1,1,0.05,2,20,1,0.00,0.00
org.pitest.classinfo.RepositoryTest.shouldCorrectlyNegotiateClassHierachies,1,8,2,1,1,0.03,10,42,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.shouldMutateReturnOfIntegerToValuePlus1,2,183,38,13,7,0.06,111,668,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ACMPEQ_ORDER_F,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceIntegerMinus1With0,2,175,36,13,7,0.06,109,673,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.divideLambda,2,168,36,13,7,0.06,110,650,1,0.00,0.00
org.pitest.functional.predicate.OrTest.shouldBeTrueWhenTrueOrTrue,0,2,2,2,2,1.00,4,12,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldDetermineIfInlinedCodeFlagIsSet,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.aggregate.ReportAggregatorBuilderTest.testCompiledCodeDirectories_withNull,0,4,2,1,1,0.38,13,21,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldIncludePluginPropertyValuesWhenSingleKey,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.SwitchMutatorTest.shouldOnlyCreateRequestedMutationForTableSwitches,2,181,36,13,7,0.06,109,655,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutatorTest.shouldReplaceIF_ICMPLTwithIF_ICMPGT,2,181,37,13,7,0.06,111,650,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ACMPNE_EQUAL_T,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldProduceSameHashCodeForSameClass,0,3,1,1,1,0.95,3,23,1,0.00,0.00
org.pitest.maven.SurefireConfigConverterTest.shouldConvertTestFailureIgnoreWhenTrue,0,6,1,1,1,0.14,8,42,1,0.00,0.00
org.pitest.mutationtest.DetectionStatusTest.shouldConsiderTimedOutMutationsToBeDetected,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.mutationtest.config.SettingsFactoryTest.shouldSupportXMLAndCSV,1,21,7,4,1,0.14,6,52,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesDetectInlineCodeFlag,2,69,2,1,1,0.08,56,208,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.providesRemoveSwitchGroup,0,8,3,3,3,0.42,7,31,1,0.00,0.00
org.pitest.simpletest.EqualitySetTest.containsShouldReturnFalseWhenMemberNotPresent,0,0,0,0,0,0.00,19,0,0,0.00,0.00
org.pitest.coverage.execute.CoverageOptionsTest.shouldNotCoverJUnitWhenFilterIsBroad,0,17,6,5,3,0.06,2,71,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutatorTest.shouldNotMutateStaticMethodCall,1,105,28,13,7,0.02,28,408,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.GregorEngineFactoryTest.parsesSingleMutatorString,0,27,9,7,3,0.06,4,81,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitTryCatchBlockToChild,1,11,4,2,2,0.00,16,89,1,0.00,0.00
org.pitest.testapi.execute.MultipleTestGroupTest.shouldObeyHashcodeEqualsContract,1,5,2,2,1,0.00,8,24,1,0.00,0.00
org.pitest.mutationtest.execute.DefaultReporterTest.shouldSendDetectionStatus,4,18,7,5,3,0.30,24,134,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.ConcreteBlockCounterTest.shouldTrackBlocks,1,2,1,1,1,1.00,7,7,1,0.00,0.00
org.pitest.mutationtest.build.intercept.javafeatures.RecordFilterTest.findsNoMutantsInEmptyRecord,0,27,4,2,2,0.06,39,77,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsTest.mutatesListToEmptyList,2,185,38,13,7,0.06,109,649,0,0.00,0.00
org.pitest.classinfo.ClassNameTest.stringToClassShouldReturnEmptyWhenClassNotKnownToLoader,0,9,3,2,2,0.38,4,53,1,0.00,0.00
org.pitest.classinfo.ClassInfoTest.shouldCreateDifferentHierarchicalHashWhenOuterClassChanges,3,13,5,2,2,0.44,16,73,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.MathMutatorTest.shouldReplaceIntegerBitwiseOrsWithAnds,2,180,38,13,7,0.06,111,642,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InvertNegsMutatorTest.shouldInvertFNegs,2,181,38,13,7,0.06,110,652,1,0.00,0.00
org.pitest.classinfo.TestToClassMapperTest.shouldReturnNoneWhenNoTesteeExistsMatchingNamingConvention,2,5,2,1,1,0.44,9,30,1,0.00,0.00
org.pitest.functional.FArrayTest.shouldReturnEmptyListWhenGivenNull,0,2,1,1,1,0.38,2,8,1,0.00,0.00
org.pitest.testapi.execute.TestPitest.shouldReportsSuccessIfNoExceptionThrown,6,32,12,7,5,0.13,145,128,1,0.00,0.00
org.pitest.mutationtest.build.intercept.javafeatures.EnumConstructorTest.doesNotFilterMutantsInCustomEnumMethods,0,8,2,2,2,0.25,34,19,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutatorTest.shouldMutateFReturnsOfAnyNonZeroValueToInverseOfOnePlusTheValue,2,188,40,13,7,0.06,112,675,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidStringSwitchedMethodAdapterTest.shouldForwardVisitLookupSwitchInsnToChild,1,4,1,1,1,0.00,16,18,1,0.00,0.00
org.pitest.simpletest.EqualitySetTest.shouldOnlyAddOneInstanceOfEachValue,0,0,0,0,0,0.00,24,0,0,0.00,0.00
org.pitest.dependency.DependencyExtractorTest.shouldFindOnlyImmediateDependenciesWhenDepthIsOne,2,84,21,8,6,0.01,20,331,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.MathMutatorTest.shouldReplaceLongShiftRightWithShiftLeft,2,180,38,13,7,0.06,109,642,1,0.00,0.00
org.pitest.mutationtest.build.intercept.staticinitializers.StaticInitializerInterceptorTest.shouldFilterMutationsInStaticInitializer,0,24,4,2,2,0.06,34,70,1,0.00,0.00
org.pitest.bytecode.FrameOptionsTest.shouldNotComputeFramesForJava4,0,2,1,1,1,0.60,9,5,1,0.00,0.00
org.pitest.aggregate.ReportAggregatorBuilderTest.testMutationResultsFiles_withNull,0,4,2,1,1,0.43,7,19,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPEQ_ORDER_T,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.junit.ParameterisedJUnitTestFinderTest.shouldCreateTestUnitForEachParameterMethodCombinationOfParameterizedTest,1,11,5,4,3,0.21,7,52,1,0.00,0.00
org.pitest.mutationtest.DetectionStatusTest.shouldConsiderUnAnalysedMutationsAsUnDetected,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.classinfo.ClassInfoTest.isCodeLineShouldReturnFalseForNonCodeLines,3,8,4,2,2,0.66,14,54,1,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldPassVerboseFlagToJavaTaskWhenValueIsFalse,1,12,1,1,1,0.56,13,47,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidStringSwitchedMethodAdapterTest.shouldForwardVisitInsnToChild,1,3,1,1,1,0.00,12,13,1,0.00,0.00
org.pitest.classpath.CodeSourceTest.shouldIdentifyTestClassesOnTestPath,1,3,2,2,2,0.57,13,14,1,0.00,0.00
org.pitest.functional.FArrayTest.flatMapShouldTreatNullAsEmptyIterable,0,3,1,1,1,0.30,4,10,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldNotReplaceIF_ICMPLT_EQUAL_T,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.mutationtest.build.intercept.kotlin.KotlinFilterTest.shouldNotFilterMutationsInLineZeroOfAJavaClass,0,2,1,1,1,0.50,6,2,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.abs,2,162,36,13,7,0.06,113,615,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldDisplayJavaNameInToString,0,4,1,1,1,0.90,3,24,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutatorTest.mutatesMethodsWithOtherAnnoations,1,128,31,13,7,0.02,32,469,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.max,2,162,36,13,7,0.06,113,615,1,0.00,0.00
org.pitest.dependency.DependencyClassVisitorTest.shouldRecordDirectDependenciesFromCallingNew,1,23,11,5,5,0.12,19,114,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.MathMutatorTest.shouldReplaceIntegerShiftRightWithShiftLeft,2,180,38,13,7,0.06,111,642,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.SwitchMutatorTest.shouldOnlyCreateRequestedMutationForLookupSwitches,2,185,36,13,7,0.06,109,669,1,0.00,0.00
org.pitest.dependency.DependencyExtractorTest.shouldTraverseUnboundedWhenDepthIsZero,2,89,22,8,6,0.01,18,344,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.MathMutatorTest.shouldReplaceLongSubtractionWithAddition,2,180,38,13,7,0.06,109,642,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesVerboseFlag,2,69,2,1,1,0.08,54,208,1,0.00,0.00
org.pitest.maven.SurefireConfigConverterTest.shouldConvertSingleSurefireGroups,0,6,1,1,1,0.14,8,42,1,0.00,0.00
org.pitest.mutationtest.build.intercept.javafeatures.RecordFilterTest.mutatesNonRecordMethods,0,28,4,2,2,0.06,41,78,1,0.00,0.00
org.pitest.functional.FArrayTest.containsShouldReturnFalseWhenPredicateNotMet,0,3,2,2,1,0.83,3,6,1,0.00,0.00
org.pitest.classinfo.ComputeClassWriterTest.shouldCommonParentInterfaceWhenNotImmediateParentOfFirstType,0,14,7,3,3,0.11,5,105,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitMethodInsnToChild,1,11,4,2,2,0.00,10,89,1,0.00,0.00
org.pitest.classpath.DirectoryClassPathRootTest.shouldReturnClassNames,1,3,1,1,1,0.08,5,16,1,0.00,0.00
org.pitest.mutationtest.build.intercept.kotlin.KotlinFilterTest.shouldFilterMutationsInLineZeroOfAKotlinClass,0,2,1,1,1,0.50,6,2,1,0.00,0.00
org.pitest.mutationtest.statistics.ScoreTest.shouldCalculateTotalNumberOfMutationsWhenNoneRegistered,1,15,3,1,1,0.14,4,36,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseCommaSeparatedListOfFeatures,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldForwardVisitFrameCallsToChild,1,0,0,0,0,0.00,14,3,0,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesCustomProperties,2,69,2,1,1,0.08,55,208,1,0.00,0.00
org.pitest.bytecode.analysis.InstructionMatchersTest.shouldMatchJumps,0,5,2,2,2,0.40,3,9,1,0.00,0.00
org.pitest.maven.report.generator.XMLReportGeneratorTest.testSourceDataFormat,1,1,1,1,1,1.00,6,2,1,0.00,0.00
org.pitest.mutationtest.build.MutationDiscoveryTest.shouldFilterMutationsToEnumConstructors,3,243,67,15,5,0.05,23,688,0,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldTreatDifferentClassesAsNotEqual,0,5,2,2,2,0.69,3,38,1,0.00,0.00
org.pitest.maven.report.ReportSourceLocatorTest.testNotReadable,1,1,1,1,1,0.00,8,8,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsTest.mutatesToOptionalEmpty,2,185,38,13,7,0.06,109,649,0,0.00,0.00
org.pitest.mutationtest.report.html.MutationTotalsTest.shouldCorrectlyCalculateLineCoverageWhenNoLinesPresent,1,1,1,1,1,1.00,4,9,1,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldNotPassInlinedCodeOptionToJavaTaskWhenNoValueSet,1,11,1,1,1,0.53,12,45,1,0.00,0.00
org.pitest.sequence.SequenceQueryTest.shouldMatchAnyOf,0,28,11,1,1,0.11,13,102,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnMutatorTest.describesMutationsToFloats,1,136,32,13,7,0.02,38,478,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPGT_ORDER_T,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.classinfo.ClassInfoTest.isCodeLineReturnShouldTrueForCodeLines,3,8,4,2,2,0.66,16,54,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.orLambda,2,168,36,13,7,0.06,116,650,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesTimeOutFactor,2,69,2,1,1,0.08,54,208,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldUseCachedInstancesForFunction,0,3,1,1,1,0.05,2,20,1,0.00,0.00
org.pitest.coverage.export.DefaultCoverageExporterTest.shouldExportSuppliedCoverage,1,5,1,1,1,0.21,22,41,1,0.00,0.00
org.pitest.mutationtest.build.AnalyisPriorityComparatorTest.shouldPreserveCorrectOrder,0,1,1,1,1,0.00,10,1,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldNotReplaceIFEQ_ORDER_F,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldForwardVisitFieldInsnCallsToChild,1,1,1,1,1,0.00,12,11,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutatorTest.shouldMutateReturnsOfNullObjectsToRuntimeExceptions,2,186,39,13,7,0.06,112,669,1,0.00,0.00
org.pitest.mutationtest.config.SettingsFactoryTest.shouldReturnANullCoverageExporterWhenOptionSetToFalse,1,4,2,1,1,0.88,6,13,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldDescribeReplacementOfOrderCheckWithFalse,2,143,34,13,7,0.02,50,522,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldNotFindTestsInClassWithASuiteMethodThatReturnsOthersClasses,2,8,2,2,1,0.30,10,44,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldAcceptCommaSeparatedListOfAdditionalClassPathElements,1,9,3,1,1,0.01,20,276,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldDetermineIfSkipFailingTestsFlagIsSet,1,9,3,1,1,0.01,20,276,1,0.00,0.00
org.pitest.coverage.CoverageTransformerTest.shouldNotTransformClassesNotMatchingPredicate,1,7,3,3,3,0.81,9,21,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.shiftLeft,2,162,36,13,7,0.06,119,615,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldDisableMutationsForCodeSettingWhenAssertionDisabledFlagIsSetInStaticInitializer,1,2,1,1,1,1.00,12,16,1,0.00,0.00
org.pitest.maven.PitMojoTest.testEmptyExcludedTestClassIsIgnored,1,3,1,1,1,0.29,39,15,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnMutatorTest.mutatesReturnToReturn0ForChars,2,186,38,13,7,0.06,107,665,0,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldFailWhenNoReportDirSupplied,1,11,1,1,1,0.53,18,45,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPLE_ORDER_F,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.util.GlobTest.shouldSupportMultipleWildcards,1,2,1,1,1,0.06,4,23,1,0.00,0.00
org.pitest.classpath.ClassPathTest.shouldReturnAllClassNames,1,8,4,2,2,0.00,12,29,1,0.00,0.00
org.pitest.mutationtest.build.intercept.kotlin.KotlinFilterTest.shouldNotCareAboutCaseOfKotlinfileExtension,0,2,1,1,1,0.50,6,2,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceInteger2With3,2,175,36,13,7,0.06,109,673,1,0.00,0.00
org.pitest.mutationtest.commandline.PluginFilterTest.shouldExcludeHtmlReportPlugin,0,1,1,1,1,1.00,5,1,1,0.00,0.00
org.pitest.mutationtest.config.PrioritisingTestConfigurationTest.findsNoTestsWhenNothingMatchesChildConfiguration,1,7,2,1,1,0.04,12,35,1,0.00,0.00
org.pitest.testapi.execute.ExitingResultCollectorTest.shouldNotifyChildOfTestSuccess,2,2,2,2,1,0.40,7,15,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testDefaultsLoggingPackagesToDefaultsDefinedByDefaultMutationConfigFactory,2,69,2,1,1,0.08,54,208,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigDecimalMutatorTest.abs,2,162,36,13,7,0.06,111,615,1,0.00,0.00
org.pitest.mutationtest.report.html.MutationTotalsTest.shouldCorrectlyCalculateTestStrengthWhenNoMutationsPresent,1,1,1,1,1,1.00,4,9,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.TestGregorMutater.shouldNotRecordMutationsAsInSameBlockWhenSwitchStatementFallsThrough,1,131,32,13,7,0.02,40,491,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testDefaultsToHtmlReportWhenNoOutputFormatsSpecified,2,69,2,1,1,0.08,55,208,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.verboseFlagOveridesVerbosity,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.config.PluginServicesTest.shouldListDefaultEngineAsClientClasspathPlugin,0,7,2,1,1,0.50,5,12,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIFNE_ORDER_T,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.sequence.ContextTest.canStoreThenRetrieve,0,9,6,1,1,0.38,5,25,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.shouldMutateReturnOfPrimitiveLongToValuePlus1,2,179,37,13,7,0.06,110,659,1,0.00,0.00
org.pitest.maven.report.generator.ReportGenerationManagerTest.testFirstGeneratorSuccess,2,7,2,1,1,0.67,20,42,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.MethodInfoTest.isGeneratedEnumMethodReturnsTrueIfMethodIsStaticInitializerInEnum,0,9,2,1,1,0.42,4,18,1,0.00,0.00
org.pitest.mutationtest.engine.MutationIdentifierTest.shouldNotMatchWhenIndexesDoNotOverlap,2,7,3,2,2,0.57,10,52,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldFindTestsInClassWithASuiteMethodThatReturnsItself,2,30,8,5,4,0.09,10,130,1,0.00,0.00
org.pitest.classpath.ArchiveClassPathRootTest.shouldReturnAReadableInputStream,1,5,2,2,2,0.23,9,29,1,0.00,0.00
