TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,MutationScore,disjointMutationScore
org.pitest.mutationtest.commandline.OptionsParserTest.shouldAcceptFileWithListOfAdditionalClassPathElements,1,9,3,1,1,0.01,23,276,1,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldPassMutationEngineToJavaTask,1,12,1,1,1,0.56,13,47,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitEndCallsToChild,1,11,4,2,2,0.00,11,89,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceFirstFloatMutationPointOnly,2,180,36,13,7,0.06,114,673,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutatorTest.shouldReplaceStaticMethodCallThatIsUsedAsArgumentForCallToOtherObject,2,189,37,13,7,0.06,107,687,1,0.00,0.00
org.pitest.classinfo.RepositoryTest.shouldReportOuterClassForStaticInnerClasses,1,8,2,1,1,0.03,9,42,1,0.00,0.00
org.pitest.testapi.execute.TestPitest.shouldReportFailureIfExpectedExceptionNotThrown,6,32,12,7,5,0.13,145,128,1,0.00,0.00
org.pitest.plugin.FeatureSettingTest.shouldReturnNoneWhenNoneSupplied,1,1,1,1,1,1.00,3,12,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveIncrementsMutatorTest.shouldRemoveArgumentsToIInc,2,176,36,13,7,0.06,107,632,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.allContainsReplaceMethodMutator,0,34,27,5,3,0.02,2,58,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.shouldMutateReturnOfPrimitiveBooleanTrueToFalse,2,179,37,13,7,0.06,110,666,1,0.00,0.00
org.pitest.mutationtest.filter.LimitNumberOfMutationPerClassFilterTest.shouldReturnUnalteredCollectionIfCollectionContainsExactlyMaxMutations,1,1,1,1,1,1.00,11,6,1,0.00,0.00
org.pitest.classpath.CodeSourceTest.shouldIdentifyAllNonTestCodeOnClassPathWhenNoTestsPresent,1,3,2,2,2,0.50,13,13,1,0.00,0.00
org.pitest.mutationtest.build.CompoundMutationInterceptorTest.shouldFilterChildren,2,3,1,1,1,0.83,13,14,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsTest.mutatesBoxedDoublesToZero,2,183,38,13,7,0.06,109,644,0,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseTimeOutConstant,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.build.CompoundMutationInterceptorTest.shouldNotifyAllChildrenOfEnd,1,1,1,1,1,1.00,11,7,1,0.00,0.00
org.pitest.sequence.ContextTest.canStoreAndRetrieveThreeValues,0,11,7,1,1,0.22,11,34,1,0.00,0.00
org.pitest.mutationtest.config.SettingsFactoryTest.shouldDescribeDisabledFeatures,1,49,25,12,3,0.18,10,157,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesLocalHistoryFlag,2,70,2,1,1,0.08,58,220,1,0.00,0.00
org.pitest.coverage.CoverageResultTest.shouldCalculateCorrectNumberOfCoveredBlocksWhenMultiplesClassesHaveCoverage,2,4,3,3,3,0.95,6,41,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseCommaSeparatedListOfOutputFormatsWhenSupplied,1,9,3,1,1,0.01,19,276,1,0.00,0.00
org.pitest.mutationtest.config.SettingsFactoryTest.shouldReturnListenerWhenRequestedListenerIsKnown,1,21,7,4,1,0.14,6,52,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidStringSwitchedMethodAdapterTest.shouldForwardVisitFrameCallsToChild,1,3,1,1,1,0.00,14,13,1,0.00,0.00
org.pitest.plugin.FeatureParserTest.shouldRejectInputNotStartingWithPlusOrMinus,0,6,2,2,2,0.00,4,19,1,0.00,0.00
org.pitest.coverage.CoverageDataTest.shouldProvideCoverageListWhenCoverageRecorded,1,11,2,1,1,0.23,35,62,1,0.00,0.00
org.pitest.coverage.TestInfoNameComparatorTest.shouldCompareTestsBasedOnTheirNames,2,3,2,1,1,0.20,7,13,1,0.00,0.00
org.pitest.mutationtest.DetectionStatusTest.shouldConsiderKilledMutationsToBeDetected,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.bytecode.analysis.ClassTreeTest.shouldCreateTreeFromValidByteArray,0,2,1,1,1,1.00,4,8,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldNotFindTestsInCustomSuite,2,25,6,5,4,0.11,10,100,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseCommaSeparatedListOfMutableCodePaths,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.execute.CheckTestHasFailedResultListenerTest.shouldRecordPassingTestsWhenFlagSet,3,4,3,2,2,0.50,7,27,1,0.00,0.00
org.pitest.coverage.CoverageDataTest.shouldReportNumberOfCoveredLinesWhenSomeCovered,1,12,2,1,1,0.20,34,69,1,0.00,0.00
org.pitest.mutationtest.report.html.ConfidenceMapTest.shouldHaveLowConfidenceForTimedOut,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testVerboseFlagOverridesVerbosity,2,68,2,1,1,0.08,54,207,1,0.00,0.00
org.pitest.mutationtest.build.KnownStatusMutationTestUnitTest.shouldHaveHighPriorityToAnalyse,1,1,1,1,1,1.00,6,4,1,0.00,0.00
org.pitest.mutationtest.tooling.MutationCoverageReportTest.shouldNotRunCoverageWhenNoMutationsFound,5,132,55,15,8,0.09,25,495,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceInteger0With1,2,175,36,13,7,0.06,109,673,1,0.00,0.00
org.pitest.mutationtest.report.html.MutationTotalsTest.shouldCorrectlyCalculateTestStrengthWhenAllWithCoverage,1,4,1,1,1,1.00,7,15,1,0.00,0.00
org.pitest.mutationtest.report.html.ConfidenceMapTest.shouldHaveHighConfidenceForNoCoverage,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.util.TimeSpanTest.shouldReportTimesAsLessThanOneSecondWhenLessThanOneSecond,1,2,1,1,1,0.92,2,16,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.willFindSingleTestUnitInJUnitParamsTest,2,18,5,4,3,0.15,10,88,1,0.00,0.00
org.pitest.coverage.CoverageDataTest.shouldProvideListOfClassesForSourceFile,1,5,2,1,1,0.10,13,24,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldNotReplaceIFLE_EQUAL_T,2,128,33,13,7,0.02,41,480,1,0.00,0.00
org.pitest.functional.predicate.AndTest.shouldBeTrueWhenGivenTrueAndTrue,0,2,2,2,2,1.00,5,12,1,0.00,0.00
org.pitest.mutationtest.build.DefaultGrouperTest.shouldCreateSingleUnitPerClassWhenUnitSizeIsZero,1,2,1,1,1,0.54,14,16,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.MethodInfoTest.getReturnTypeReturnsCorrectReturnType,0,2,1,1,1,1.00,4,8,1,0.00,0.00
org.pitest.util.GlobTest.shouldBeCaseSensitice,1,2,1,1,1,0.06,4,23,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.withoutPrefeixCharsShouldReturnPacakgeAndClassWithoutPrefixChars,0,7,1,1,1,0.57,3,40,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutatorTest.shouldNotRemoveCallsToDelegateContructor,1,141,31,13,7,0.02,41,494,1,0.00,0.00
org.pitest.mutationtest.build.intercept.timeout.InfiniteForLoopFilterFactoryTest.shouldNotFilterMutationsInMethodsThatAppearToAlreadyHaveInfiniteLoops,0,56,16,3,3,0.10,14,175,1,0.00,0.00
org.pitest.mutationtest.DetectionStatusTest.shouldConvertUnknownErrorExitCode,0,1,1,1,1,1.00,3,5,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldDetermineIfInlinedCodeFlagIsSetWhenFalseSupplied,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.TestJUnitConfiguration.testFindJUnit3Tests,2,77,24,10,5,0.01,11,326,0,0.00,0.00
org.pitest.mutationtest.MutationResultTest.shouldObeyHashcodeEqualsContract,0,2,1,1,1,0.00,2,8,1,0.00,0.00
org.pitest.mutationtest.engine.MutationIdentifierTest.shouldObeyHashcodeEqualsContract,0,6,3,2,2,0.00,2,25,1,0.00,0.00
org.pitest.mutationtest.config.SettingsFactoryTest.shouldReturnEngineWhenRequestedEngineIsKnown,1,6,4,1,1,0.67,5,16,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.allMutatorIdsReturnsKeysForAllMutators,0,1,1,1,1,1.00,3,1,1,0.00,0.00
org.pitest.util.FunctionsTest.startWithShouldReturnTrueIfGivenStringStartsWithParameter,0,2,1,1,1,0.50,2,2,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseMutationUnitSize,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.providesCONDITIONALS_BOUNDARY,0,8,3,3,3,0.42,6,31,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.andNot,2,162,36,13,7,0.06,116,615,1,0.00,0.00
org.pitest.reflection.ReflectionTest.allMethodsShouldReturnPublicMethodsDeclaredByParent,0,6,2,2,2,0.47,4,19,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIFLE_ORDER_F,3,183,38,13,7,0.06,124,673,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldForwardVisitLabelToChild,1,1,1,1,1,0.00,13,8,1,0.00,0.00
org.pitest.classpath.ClassPathTest.shouldFindMatchingClasses,1,11,4,2,2,0.03,12,38,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.xor,2,162,36,13,7,0.06,116,615,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidStringSwitchedMethodAdapterTest.shouldDisableMutationsWhenLookupSwitchImmediatelyFollowsHashCode,1,2,1,1,1,1.00,10,12,1,0.00,0.00
org.pitest.maven.PitMojoTest.testEmptyOutputFormatIsIgnored,1,3,1,1,1,0.29,39,15,0,0.00,0.00
org.pitest.TestJUnitConfiguration.shouldCreateTestForEachParameterOfParameterizedTest,2,63,22,9,4,0.01,17,284,0,0.00,0.00
org.pitest.mutationtest.statistics.MutationStatisticsPrecursorTest.shouldCalculateTotalNumberOfDetectedMutationsWhenNoneDetected,2,34,6,2,1,0.14,10,86,1,0.00,0.00
org.pitest.mutationtest.MutationMetaDataTest.shouldPartitionResultsByMutatedClass,2,6,3,1,1,0.84,20,30,1,0.00,0.00
org.pitest.reflection.ReflectionTest.publicFieldsReturnsFieldsDeclaredInChild,0,1,1,1,1,1.00,4,4,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIFNULL_EQUAL_T,3,183,38,13,7,0.06,124,673,1,0.00,0.00
org.pitest.sequence.SequenceQueryTest.shouldMatchSimpleSequences,0,26,10,1,1,0.07,10,88,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsTest.doesNotMutateBoolean,1,117,30,13,7,0.02,28,418,0,0.00,0.00
org.pitest.mutationtest.verify.DefaultBuildVerifierTest.shouldNotThrowErrorForSyntheticClassCompiledWithoutSourceFileDebugInfo,2,10,3,2,2,0.30,14,54,1,0.00,0.00
org.pitest.coverage.execute.DependencyFilterTest.shouldNotPerformAnalysisWhenDependencyDistanceIsLessThan0,2,4,4,4,4,0.38,15,18,1,0.00,0.00
org.pitest.classinfo.ClassInfoVisitorTest.shouldNotRecordLineNumbersFromSyntheticBridgeMethods,0,28,9,2,2,0.35,20,93,1,0.00,0.00
org.pitest.maven.PitMojoTest.testEmptyExcludedRunnerIsIgnored,1,3,1,1,1,0.29,39,15,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InvertNegsMutatorTest.shouldFindNoMutationsWhenNonePossible,1,103,29,13,7,0.02,28,399,1,0.00,0.00
org.pitest.mutationtest.build.PercentAndConstantTimeoutStrategyTest.shouldReturnProductOfFactorAnTestTimePlusConstant,1,1,1,1,1,1.00,5,5,1,0.00,0.00
org.pitest.mutationtest.MutationStatusTestPairTest.shouldObeyHashcodeEqualsContract,0,2,1,1,1,0.00,2,9,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldRegisterNewBlockForReturnInstructions,1,12,4,2,2,0.08,11,90,1,0.00,0.00
org.pitest.classinfo.RepositoryTest.shouldDetectInterfacesAsInterfaces,1,7,1,1,1,0.03,8,41,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldDescribeReplacementOfEqualityChecksWithTrue,2,143,34,13,7,0.02,47,522,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutatorTest.shouldNotReplaceMethodCallWhenDifferentReturnType,1,105,28,13,7,0.02,28,408,1,0.00,0.00
org.pitest.plugin.FeatureTest.shouldObeyHashcodeEqualsContract,0,2,1,1,1,0.00,4,7,1,0.00,0.00
org.pitest.junit.NullConfigurationTest.passesVerification,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.shouldMutateReturnOfAnyNonZeroFloatToInverseOfOnePlusTheValue,2,179,37,13,7,0.06,110,668,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldNotFindTestInParameterisedTestClass,2,6,2,2,1,0.38,9,38,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPGE_ORDER_T,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.coverage.codeassist.LineMapperTest.shouldIncludeLastLinesConstructorsInBlock,1,23,6,4,3,0.02,24,148,1,0.00,0.00
org.pitest.coverage.execute.DependencyFilterTest.shouldReturnOnlyTestUnitsForClassesWithinReach,2,8,4,3,3,0.15,20,39,1,0.00,0.00
org.pitest.maven.ScmMojoTest.testModifiedClassesAreMutationTested,1,95,6,1,1,0.10,54,357,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutatorTest.shouldReplaceIF_ACMPEQWithIF_CMPNE,2,181,37,13,7,0.06,112,650,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.TestGregorMutater.shouldFindNoMutationsWhenNoMutationOperatorsSupplied,1,117,30,12,7,0.02,38,450,1,0.00,0.00
org.pitest.mutationtest.incremental.DefaultCodeHistoryTest.shouldTreatClassesWithModifiedParentAsChanged,2,2,2,2,1,0.83,20,15,1,0.00,0.00
org.pitest.dependency.DependencyExtractorTest.shouldHandleCyclicDependencies,2,89,22,8,6,0.01,17,344,1,0.00,0.00
org.pitest.mutationtest.build.MutationDiscoveryTest.shouldFilterMutantsInTryWithResourcesClosableCompiledWithEcj,3,259,69,15,5,0.04,19,760,0,0.00,0.00
org.pitest.mutationtest.report.html.ConfidenceMapTest.shouldHaveLowConfidenceForMemoryError,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.plugin.export.MutantExportInterceptorTest.shouldWriteDissasembledMutantBytecodeToDisk,1,9,2,2,2,0.52,18,52,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldFailWhenNoMutationsSetByDefault,1,9,3,1,1,0.01,17,276,1,0.00,0.00
org.pitest.junit.JUnitCustomRunnerTestUnitFinderTest.shouldCreateSingleAtomicUnitWhenAnyFieldAnnotatedWithClassRule,2,24,7,5,4,0.12,8,103,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldRegisterNewBlockForIReturnInstructions,1,12,4,2,2,0.08,11,90,1,0.00,0.00
org.pitest.plugin.FeatureParserTest.shouldDisableFeaturesStartingWithMinus,0,11,3,2,2,0.09,6,41,1,0.00,0.00
org.pitest.classpath.CodeSourceTest.shouldProvideNamesOfCodeClasses,1,4,2,2,2,0.33,16,16,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigDecimalMutatorTest.divide,2,162,36,13,7,0.06,109,615,1,0.00,0.00
org.pitest.coverage.execute.SendDataTest.shouldSendArgumentsToMinion,1,3,1,1,1,0.21,7,18,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.MathMutatorTest.shouldReplaceIntegerAdditionWithSubtraction,2,183,38,13,7,0.06,111,651,1,0.00,0.00
org.pitest.sequence.StateContextTest.obeysHashCodeEqualsContract,0,2,1,1,1,0.00,4,7,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutatorTest.consumesFromStackTheSameValuesAsPutfieldWouldConsume_SingleWord,2,185,37,13,7,0.06,116,660,1,0.00,0.00
org.pitest.junit.adapter.AdaptingRunListenerTest.shouldNotReportTestEndWithoutErrorAfterFailure,2,3,2,2,2,0.67,10,20,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.blocks.BlockTrackingMethodDecoratorTest.shouldForwardVisitAnnotationCallsToChild,1,5,2,2,2,0.00,10,69,1,0.00,0.00
org.pitest.mutationtest.build.MutationTestBuilderTest.shouldOrderLargestUnitFirst,3,12,5,2,1,0.43,22,63,1,0.00,0.00
org.pitest.classpath.OtherClassLoaderClassPathRootTest.getClassNamesShouldThrowUnsupportedOperation,1,1,1,1,1,0.00,3,4,1,0.00,0.00
org.pitest.mutationtest.build.CompoundMutationInterceptorTest.shouldNotifyAllChildrenOfNewClass,2,2,1,1,1,0.67,12,11,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseNumberOfThreads,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.testapi.execute.TestPitest.shouldReportSuccessWhenSubclassOfExpectedExceptionThrown,6,32,12,7,5,0.13,147,128,1,0.00,0.00
org.pitest.plugin.available.MissingGitFeatureTest.providesKotlinFeature,0,2,1,1,1,0.75,2,4,1,0.00,0.00
org.pitest.mutationtest.build.MutationDiscoveryTest.shouldFilterMutantsInTryCatchFinallyCompiledWithJavaC,3,303,77,15,5,0.04,20,915,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutatorTest.shouldReplaceIF_ICMPLT_ORDER_F,3,183,38,13,7,0.06,125,673,1,0.00,0.00
org.pitest.mutationtest.report.html.InputStreamLineIterableTest.shouldReadAllInput,1,5,2,1,1,0.00,6,16,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldIncludeLaunchClasspathWhenFlag,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.mutationtest.build.intercept.timeout.AvoidForLoopCounterTest.shouldDeclareTypeAsFilter,0,1,1,1,1,1.00,2,1,0,0.00,0.00
org.pitest.util.ServiceLoaderTest.shouldReturnValueWhenServiceFound,0,5,1,1,1,0.07,5,43,1,0.00,0.00
org.pitest.maven.PitMojoTest.testThrowsMojoFailureExceptionWhenTestStrengthScoreBelowThreshold,1,75,3,1,1,0.12,51,268,0,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceMediumIntegerConstantsWithValuePlus1,2,178,36,13,7,0.06,109,675,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.negate,2,172,37,13,7,0.06,116,626,1,0.00,0.00
org.pitest.mutationtest.build.intercept.annotations.ExcludedAnnotationInterceptorTest.shouldFilterAllMutationsForClassesWithDoNoMutateAnnotation,0,7,2,2,2,0.53,12,33,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.AvoidAssertsMethodAdapterTest.shouldNotEnableMutationsWhenNonAssertionCheckLabelReached,1,3,1,1,1,1.00,12,21,1,0.00,0.00
org.pitest.mutationtest.incremental.NullHistoryStoreTest.shouldReturnEmptyResults,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutatorTest.shouldRecordCorrectLineNumberForMutations,1,131,30,13,7,0.02,33,465,1,0.00,0.00
org.pitest.mutationtest.build.MutationDiscoveryTest.shouldFilterMutantsInTryWithResourcesClosableCompiledWithApectj,3,259,69,15,5,0.04,19,760,0,0.00,0.00
org.pitest.mutationtest.build.intercept.equivalent.EquivalentReturnMutationFilterTest.filtersEquivalentListMutantsInTryCatch,0,69,22,4,3,0.02,40,217,0,0.00,0.00
org.pitest.mutationtest.report.html.MutationTotalsTest.shouldAccumulateAddedValues,1,17,1,1,1,0.64,15,40,1,0.00,0.00
org.pitest.mutationtest.verify.DefaultBuildVerifierTest.shouldThrowErrorForClassCompiledWithoutSourceFileDebugInfo,2,18,3,2,2,0.23,11,66,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.getNameWithoutPackageShouldReturnNameWhenClassIsInnerClass,0,5,1,1,1,0.77,3,33,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutatorTest.shouldNotRemoveCallsToSuper,1,145,30,13,7,0.02,41,506,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldReplaceFloat2With1,2,175,36,13,7,0.06,109,657,1,0.00,0.00
org.pitest.plugin.FeatureParserTest.shouldParseFeatureNameWhenLeadingWhitespace,0,10,3,2,2,0.06,5,40,1,0.00,0.00
org.pitest.maven.PitMojoTest.testDoesNotThrowsMojoFailureExceptionWhenMutationScoreOnThreshold,1,78,3,1,1,0.11,51,285,0,0.00,0.00
org.pitest.mutationtest.build.intercept.staticinitializers.StaticInitializerInterceptorTest.shouldNotFilterMutationsInClassWithoutStaticInitializer,0,13,3,2,2,0.10,40,49,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutatorTest.shouldOverflowOnByteMaxValue,2,178,36,13,7,0.06,112,675,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutatorTest.shouldReplaceHasIF_ICMPLEWithHasIF_ICMPGT,2,181,37,13,7,0.06,113,650,1,0.00,0.00
org.pitest.testapi.execute.ResultTypeTest.shouldCallOnTestSuccessOnListenerWhenTypeIsPass,0,3,1,1,1,0.33,7,3,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutatorTest.shouldMutateIReturnsOfAnyNonZeroValueTo0,2,187,40,13,7,0.06,111,668,1,0.00,0.00
org.pitest.maven.PathToJavaClassConverterTest.shouldConvertFileInPackageToJavaClassName,0,3,1,1,1,0.00,3,11,1,0.00,0.00
org.pitest.maven.SurefireConfigConverterTest.shouldKeepExistingExclusions,0,7,1,1,1,0.14,10,43,1,0.00,0.00
org.pitest.mutationtest.build.CompoundMutationInterceptorTest.shouldChainModifiedMutantListsThroughChildrenInCorrectOrder,1,1,1,1,1,0.00,26,10,1,0.00,0.00
org.pitest.maven.PitMojoTest.testConfigureEnvironmentVariable,1,3,1,1,1,0.29,37,15,0,0.00,0.00
org.pitest.mutationtest.report.html.ConfidenceMapTest.shouldHaveLowConfidenceForNotStarted,0,1,1,1,1,1.00,2,1,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutatorTest.mutatesReturnTrueToReturnFalse,2,181,38,13,7,0.06,110,649,1,0.00,0.00
org.pitest.functional.predicate.OrTest.shouldBeFalseWhenGivenNoPredicates,0,2,2,2,2,1.00,3,12,1,0.00,0.00
org.pitest.junit.RunnerSuiteFinderTest.shouldFindSuiteClassesInJUnit3SuiteMethod,1,13,5,5,2,0.23,15,50,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.parsesExclusions,0,29,13,4,3,0.24,5,54,1,0.00,0.00
org.pitest.aggregate.MutationResultDataLoaderTest.testLoadData,1,18,3,1,1,0.06,21,102,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.experimental.ReturnValuesMutatorTest.cannotMutateReturnOfIntegerIfDeclaredAsObject,2,179,38,13,7,0.06,110,676,1,0.00,0.00
org.pitest.mutationtest.build.MutationDiscoveryTest.shouldFilterImplicitNullChecksInLambdas,3,251,68,15,5,0.05,22,723,0,0.00,0.00
org.pitest.dependency.DependencyExtractorTest.shouldFindDependenciesReachedViaClassesNotMatchingFilter,2,74,18,8,6,0.02,23,292,1,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldUseClasspathJarWhenFlagSet,1,9,3,1,1,0.01,18,276,1,0.00,0.00
org.pitest.ant.PitestTaskTest.shouldPassMutatorsOptionToJavaTask,1,12,1,1,1,0.56,13,47,1,0.00,0.00
org.pitest.mutationtest.build.intercept.equivalent.EquivalentReturnMutationFilterTest.filtersEquivalentBoxedLongMutants,0,65,21,4,3,0.02,40,200,0,0.00,0.00
org.pitest.plugin.FeatureTest.nameEqualityIsCaseInsensitive,0,2,1,1,1,0.14,3,15,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.config.MutatorTest.providesVOID_METHOD_CALLS,0,8,3,3,3,0.42,6,31,1,0.00,0.00
org.pitest.bytecode.analysis.InstructionMatchersTest.shouldNotMatchIncrementsToDifferentLocalVariable,0,10,5,2,2,0.45,5,27,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.BigIntegerMutatorTest.minLambda,2,168,36,13,7,0.06,113,650,1,0.00,0.00
org.pitest.mutationtest.build.intercept.timeout.AvoidForLoopCounterTest.shouldFilterIncrementsInArrayLoop,0,58,16,3,3,0.03,55,177,0,0.00,0.00
org.pitest.mutationtest.tooling.MutationCoverageReportTest.shouldNotInitializeHistoryWhenNoMutationsFound,5,132,55,15,8,0.09,25,495,1,0.00,0.00
org.pitest.maven.MojoToReportOptionsConverterTest.testParsesMaxDependencyDistance,2,69,2,1,1,0.08,54,208,1,0.00,0.00
org.pitest.sequence.ContextTest.retrieveIsStartsEmpty,0,5,3,1,1,0.43,3,11,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnMutatorTest.mutatesReturnTo0ForBytes,2,186,38,13,7,0.06,107,665,0,0.00,0.00
org.pitest.mutationtest.commandline.OptionsParserTest.shouldParseTestPlugin,1,9,3,1,1,0.01,20,276,1,0.00,0.00
org.pitest.classinfo.ClassNameTest.shouldTreatSameClassAsEqual,0,3,1,1,1,0.72,3,28,1,0.00,0.00
org.pitest.functional.predicate.OrTest.shouldBeTrueWhenGivenTrue,0,2,2,2,2,1.00,4,12,1,0.00,0.00
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutatorTest.shouldReplaceIFLTWithIFGE,2,181,37,13,7,0.06,113,650,1,0.00,0.00
org.pitest.mutationtest.report.html.ConfidenceMapTest.shouldHaveHighConfidenceForSurvived,0,2,1,1,1,0.33,2,3,1,0.00,0.00
org.pitest.mutationtest.statistics.ScoreTest.shouldCalculatePercentageDetectedWhenSomeDetected,1,19,3,1,1,0.33,9,48,1,0.00,0.00
com.example.PartCoveredTest.fullyTestReturnsOne,0,0,0,0,0,0.00,6,0,0,0.00,0.00
org.pitest.util.GlobTest.shouldSupportQuestionMarkWildCard,1,2,1,1,1,0.06,4,23,1,0.00,0.00
