TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.commons.collection.ArrayHelperTest.testGetAllExceptFirst,0,36,3,3,1,0.48,146,132,1,90,26,8,1,0.78,0.89,1,0
com.helger.commons.collection.ArrayHelperTest.testGetAllExceptLast,0,36,3,3,1,0.48,146,132,1,90,26,8,1,0.78,0.89,1,0
com.helger.commons.collection.ArrayHelperTest.testGetComponentClass,0,4,3,3,1,0.33,7,9,1,2,5,0,0,0.29,0,0,0
com.helger.commons.collection.ArrayHelperTest.testGetConcatenated,0,75,3,3,1,0.67,90,299,1,246,32,7,2,0.88,0.78,1,0
com.helger.commons.collection.ArrayHelperTest.testGetCopy,0,60,15,9,1,0.43,65,199,1,90,112,7,6,0.45,0.54,0,0
com.helger.commons.collection.ArrayHelperTest.testGetIndex,0,46,7,6,1,0.56,76,193,1,164,75,7,0,0.69,1,0,1
com.helger.commons.collection.ArrayHelperTest.testIsArray,0,2,2,2,2,0.5,10,2,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.ArrayHelperTest.testIsEmpty,0,18,1,1,1,0.5,22,18,1,36,0,0,0,1,0,1,0
com.helger.commons.collection.ArrayHelperTest.testLastElement,0,3,1,1,1,0.25,5,4,1,6,0,3,0,1,1,1,1
com.helger.commons.collection.ArrayHelperTest.testNewArrayEmpty,0,9,4,3,1,0.32,20,22,1,9,10,1,0,0.47,1,0,1
com.helger.commons.collection.ArrayHelperTest.testNewArrayFromArray,0,3,2,2,1,0.29,8,7,1,1,5,0,0,0.17,0,0,0
com.helger.commons.collection.ArrayHelperTest.testNewArrayFromArrayWithMapper,0,10,4,4,1,0.24,23,33,1,12,12,3,1,0.5,0.75,0,0
com.helger.commons.collection.ArrayHelperTest.testNewArrayFromCollection,1,18,7,5,1,0.32,15,52,1,17,20,3,1,0.46,0.75,0,0
com.helger.commons.collection.ArrayHelperTest.testNewArrayFromCollectionWithMapper,1,17,8,6,1,0.27,24,51,1,16,20,2,1,0.44,0.67,0,0
com.helger.commons.collection.ArrayHelperTest.testNewArraySizeValue,0,8,3,3,1,0.2,22,25,1,9,8,2,1,0.53,0.67,0,0
com.helger.commons.collection.ArrayHelperTest.testNewPrimitiveArray,0,8,1,1,1,1,10,8,1,8,0,4,0,1,1,1,1
com.helger.commons.collection.ArrayHelperTest.testSafeGetElement,0,2,1,1,1,0.5,11,2,1,5,0,4,0,1,1,1,1
com.helger.commons.collection.ArrayHelperTest.testSize,0,9,1,1,1,1,20,9,1,18,0,0,0,1,0,1,0
com.helger.commons.collection.ArrayHelperTest.testStartsWith,0,3,1,1,1,1,18,12,1,16,2,2,0,0.89,1,1,1
com.helger.commons.collection.attr.AttributeContainerAnyTest.testCastAndConvert,1,57,26,14,1,0.05,18,236,0,93,152,1,3,0.38,0.25,0,0
com.helger.commons.collection.attr.AttributeContainerAnyTest.testGetAndSetAttributeFlag,1,16,11,7,1,0.09,7,70,0,11,21,3,0,0.34,1,0,0
com.helger.commons.collection.attr.AttributeContainerAnyTest.testInit,2,123,34,16,1,0.13,59,492,0,172,261,8,11,0.4,0.42,0,0
com.helger.commons.collection.attr.AttributeContainerAnyTest.testWithStringArray,3,98,28,14,1,0.08,15,305,0,133,155,5,8,0.46,0.38,0,0
com.helger.commons.collection.CollectionHelperTest.testContainsNullElement,1,12,5,3,2,0.32,10,31,1,16,9,3,0,0.64,1,0,1
com.helger.commons.collection.CollectionHelperTest.testContainsOnly,3,9,6,4,3,0.4,11,27,1,15,9,5,1,0.62,0.83,0,0
com.helger.commons.collection.CollectionHelperTest.testFirstAndLast,3,19,5,3,2,0.58,28,51,1,31,9,7,0,0.78,1,1,1
com.helger.commons.collection.CollectionHelperTest.testGetCombinedMap,0,6,1,1,1,0.62,17,22,1,11,4,3,0,0.73,1,1,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedInline,0,15,6,4,1,0.53,31,40,1,17,10,4,0,0.63,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedList_ArrayCollection,0,15,6,4,1,0.45,8,44,1,17,17,5,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedList_CollectionArray,0,15,6,4,1,0.45,8,44,1,19,15,3,0,0.56,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedList_CollectionCollection,0,12,5,3,2,0.48,8,37,1,15,13,5,0,0.54,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedSet_ArrayCollection,0,15,6,4,1,0.45,8,44,1,17,17,3,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedSet_CollectionArray,0,15,6,4,1,0.45,8,44,1,19,15,3,0,0.56,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetConcatenatedSet_CollectionCollection,0,12,5,3,2,0.48,8,37,1,15,13,5,0,0.54,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetDifference,2,13,5,3,2,0.41,15,39,1,15,12,3,0,0.56,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetFilteredMap,0,11,2,1,1,0.75,9,33,1,18,6,3,2,0.75,0.6,1,0
com.helger.commons.collection.CollectionHelperTest.testGetIntersected,0,13,5,3,2,0.41,13,37,1,15,12,4,0,0.56,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetReverseInlineList,0,10,5,3,2,0.48,12,24,1,12,8,3,0,0.6,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetReverseList,0,13,6,3,2,0.36,15,34,1,13,13,3,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSafe,0,10,5,3,2,0.39,12,20,1,12,8,5,0,0.6,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSize_Collection,1,3,1,1,1,0.8,5,8,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testGetSize_Iterable,1,4,2,1,1,0.36,5,14,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testGetSize_Map,1,3,1,1,1,0.8,5,8,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testGetSortedArray,0,11,5,3,2,0.05,9,23,1,16,6,1,0,0.73,1,1,1
com.helger.commons.collection.CollectionHelperTest.testGetSortedArrayWithCompi,0,13,6,4,1,0.04,18,29,1,19,8,0,0,0.7,0,0,0
com.helger.commons.collection.CollectionHelperTest.testGetSortedByKey,0,29,12,9,1,0.24,19,98,1,36,57,3,7,0.39,0.3,0,0
com.helger.commons.collection.CollectionHelperTest.testGetSortedByValue,0,29,12,9,1,0.24,19,98,1,35,58,5,7,0.38,0.42,0,0
com.helger.commons.collection.CollectionHelperTest.testGetSortedFromIteratorWithCompi,0,16,6,4,1,0.17,19,39,1,19,12,1,0,0.61,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSortedIIterableIterator,1,33,15,11,1,0.09,16,97,1,33,55,2,5,0.38,0.29,0,0
com.helger.commons.collection.CollectionHelperTest.testGetSortedIterable,0,17,5,3,2,0.21,10,42,1,17,14,2,0,0.55,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSortedIterableWithCompi,0,19,6,4,1,0.18,19,48,1,20,16,1,0,0.56,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSortedIterator,0,14,5,3,2,0.2,10,33,1,16,10,1,0,0.62,1,0,1
com.helger.commons.collection.CollectionHelperTest.testGetSubList,1,16,6,4,1,0.36,42,46,1,22,16,4,0,0.58,1,0,1
com.helger.commons.collection.CollectionHelperTest.testIsEmpty,3,11,5,3,2,0.42,8,25,1,9,12,0,0,0.43,0,0,0
com.helger.commons.collection.CollectionHelperTest.testIsEmpty_Collection,1,3,1,1,1,0.8,5,8,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testIsEmpty_Iterable,1,3,1,1,1,0.8,5,8,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testIsEmpty_Map,1,3,1,1,1,0.8,5,8,1,4,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testIsEmptyCollection,6,6,1,1,1,0.8,12,20,1,8,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testMakeUnmodifiable,2,16,5,3,2,0.57,26,44,1,16,12,4,0,0.57,1,0,1
com.helger.commons.collection.CollectionHelperTest.testMakeUnmodifiableNotNull,2,16,5,3,2,0.57,26,44,1,9,19,4,0,0.32,1,0,0
com.helger.commons.collection.CollectionHelperTest.testNew,2,61,8,5,1,0.7,42,220,1,7,94,0,13,0.07,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListArray,0,8,5,3,2,0.31,13,18,1,11,5,0,0,0.69,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListCollection,1,11,5,3,2,0.38,14,28,1,11,11,0,0,0.5,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListEmpty,0,1,1,1,1,1,5,2,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewListIIterableIterator,2,15,7,5,1,0.24,14,42,1,16,13,0,0,0.55,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListIterable,1,10,5,3,2,0.27,14,28,1,9,9,0,0,0.5,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListIterator,1,6,4,3,2,0.25,18,13,1,6,5,0,0,0.55,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListPrefilled,0,5,2,2,1,0.36,14,16,1,4,8,3,0,0.33,1,0,0
com.helger.commons.collection.CollectionHelperTest.testNewListSingleValue,0,2,1,1,1,0.75,10,6,1,2,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewMap_Array,0,4,2,1,1,0.73,15,13,1,13,1,3,0,0.93,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewMap_ArrayArray,0,3,2,1,1,0.83,24,14,1,8,1,2,0,0.89,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewMap_CollectionCollection,0,18,7,3,2,0.6,30,59,1,26,13,5,0,0.67,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewMap_Empty,0,1,1,1,1,1,4,2,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewMap_KeyValue,0,2,1,1,1,0.75,7,6,1,2,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewMap_Map,0,5,1,1,1,0.67,8,15,1,5,3,0,0,0.62,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewMap_MapArray,0,7,3,2,1,0.61,11,21,1,7,5,3,0,0.58,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewObjectListFromArray,0,12,3,1,1,0.36,20,70,1,29,11,7,0,0.72,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedMap_Array,0,4,2,1,1,0.73,15,13,1,13,1,3,0,0.93,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedMap_ArrayArray,0,3,2,1,1,0.83,31,14,1,8,1,4,0,0.89,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedMap_CollectionCollection,0,18,7,3,2,0.6,30,59,1,26,13,6,0,0.67,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedMap_Empty,0,1,1,1,1,1,4,2,1,1,0,1,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedMap_KeyValue,0,2,1,1,1,0.75,7,6,1,2,0,1,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetArray,0,4,2,1,1,0.62,11,10,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetCollection,1,12,5,3,2,0.36,15,31,1,12,11,2,0,0.52,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetEmpty,0,1,1,1,1,1,5,2,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetEnumeration,1,19,9,5,1,0.24,10,46,1,20,15,1,1,0.57,0.5,0,0
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetIIterableIterator,2,15,7,5,1,0.24,10,43,1,14,14,1,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetIterable,1,11,5,3,2,0.32,10,29,1,10,9,1,0,0.53,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetIterator,0,10,5,3,2,0.4,8,23,1,10,8,0,1,0.56,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewOrderedSetSingleValue,0,2,1,1,1,0.75,10,6,1,2,0,1,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewSet_Array,0,8,5,3,2,0.31,11,18,1,11,5,0,0,0.69,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewSet_Empty,0,1,1,1,1,1,5,2,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewSet_SingleValue,0,2,1,1,1,0.75,10,6,1,2,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewSetCollection,1,12,5,3,2,0.36,10,31,1,12,11,0,0,0.52,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewSetEnumeration,1,19,9,5,1,0.24,10,46,1,20,15,1,1,0.57,0.5,0,0
com.helger.commons.collection.CollectionHelperTest.testNewSetIIterableIterator,2,15,7,5,1,0.24,10,43,1,14,14,1,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSetIterable,1,11,5,3,2,0.32,10,29,1,10,9,1,0,0.53,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSetIterator,0,11,5,3,2,0.32,8,28,1,11,9,0,0,0.55,0,0,0
com.helger.commons.collection.CollectionHelperTest.testNewSortedMap_Array,0,4,2,1,1,0.73,15,13,1,13,0,6,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedMap_ArrayArray,0,4,2,1,1,0.73,24,13,1,9,2,4,0,0.82,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedMap_CollectionCollection,0,17,7,3,2,0.61,30,54,1,27,11,7,0,0.71,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedMap_Empty,0,1,1,1,1,1,4,3,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewSortedMap_KeyValue,0,2,1,1,1,0.75,7,6,1,2,0,1,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSet_Array,0,6,4,3,2,0.25,11,14,1,5,5,1,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSet_Empty,0,1,1,1,1,1,5,3,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.CollectionHelperTest.testNewSortedSet_SingleValue,0,2,1,1,1,0.75,10,6,1,2,0,1,0,1,1,1,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSetCollection,1,11,5,3,2,0.41,10,27,1,11,9,2,0,0.55,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSetEnumeration,1,19,9,5,1,0.24,10,47,1,20,15,1,1,0.57,0.5,0,0
com.helger.commons.collection.CollectionHelperTest.testNewSortedSetIIterableIterator,2,15,7,5,1,0.24,12,44,1,14,14,1,0,0.5,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSetIterable,1,11,5,3,2,0.32,10,30,1,10,9,1,0,0.53,1,0,1
com.helger.commons.collection.CollectionHelperTest.testNewSortedSetIterator,0,8,4,3,2,0.3,8,22,1,8,6,1,0,0.57,1,0,1
com.helger.commons.collection.CollectionHelperTest.testSize,0,12,5,3,2,0.45,6,26,1,13,8,0,0,0.62,0,0,0
com.helger.commons.collection.impl.CommonsArrayListTest.testBasic,1,14,4,4,3,0.09,8,58,1,7,41,0,0,0.15,0,0,0
com.helger.commons.collection.impl.CommonsArrayListTest.testCtor,8,10,6,4,1,0,22,48,0,5,16,0,0,0.24,0,0,0
com.helger.commons.collection.impl.CommonsArrayListTest.testFindIndex,1,2,1,1,1,0,24,16,0,7,0,4,0,1,1,1,1
com.helger.commons.collection.impl.CommonsArrayListTest.testForEachBreakable,2,12,9,4,3,0.09,8,30,0,10,11,1,0,0.48,1,0,1
com.helger.commons.collection.impl.CommonsArrayListTest.testForEachThrowing,1,1,1,1,1,0,15,6,0,1,0,1,0,1,1,1,1
com.helger.commons.collection.impl.CommonsConcurrentHashMapTest.testBasic,1,29,8,5,1,0.08,11,107,1,28,51,3,1,0.35,0.75,0,0
com.helger.commons.collection.impl.CommonsConcurrentHashMapTest.testCtor,6,10,7,4,1,0,16,37,0,4,16,0,0,0.2,0,0,0
com.helger.commons.collection.impl.CommonsConcurrentHashMapTest.testGetSwappedKeyValues,1,6,5,2,1,0.78,10,22,1,6,5,1,1,0.55,0.5,0,0
com.helger.commons.collection.impl.CommonsCopyOnWriteArrayListTest.testBasic,1,13,3,3,3,0.1,8,57,1,7,39,2,0,0.15,1,0,0
com.helger.commons.collection.impl.CommonsCopyOnWriteArrayListTest.testCtor,6,8,4,3,1,0,20,41,0,5,12,0,0,0.29,0,0,0
com.helger.commons.collection.impl.CommonsCopyOnWriteArraySetTest.testBasic,1,18,6,4,3,0.09,11,67,1,13,42,2,0,0.24,1,0,0
com.helger.commons.collection.impl.CommonsCopyOnWriteArraySetTest.testCtor,7,9,5,4,1,0,22,45,0,5,14,0,0,0.26,0,0,0
com.helger.commons.collection.impl.CommonsEnumMapTest.testBasic,1,28,8,5,1,0.08,9,105,1,25,50,1,1,0.33,0.5,0,0
com.helger.commons.collection.impl.CommonsEnumMapTest.testCtor,2,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
com.helger.commons.collection.impl.CommonsHashMapTest.testBasic,1,30,8,5,1,0.15,15,115,1,31,52,6,1,0.37,0.86,0,0
com.helger.commons.collection.impl.CommonsHashMapTest.testCtor,6,10,7,4,1,0,16,37,0,4,16,0,0,0.2,0,0,0
com.helger.commons.collection.impl.CommonsHashMapTest.testGetSwappedKeyValues,1,5,4,2,1,0.82,10,20,1,5,5,0,1,0.5,0,0,0
com.helger.commons.collection.impl.CommonsHashSetTest.testBasic,1,18,6,4,3,0.09,11,67,1,14,41,0,0,0.25,0,0,0
com.helger.commons.collection.impl.CommonsHashSetTest.testCtor,9,10,6,4,1,0,24,51,0,5,16,0,0,0.24,0,0,0
com.helger.commons.collection.impl.CommonsLinkedHashMapTest.testBasic,1,29,8,5,1,0.08,11,107,1,27,52,0,1,0.34,0,0,0
com.helger.commons.collection.impl.CommonsLinkedHashMapTest.testCtor,7,10,7,4,1,0,18,39,0,4,16,0,0,0.2,0,0,0
com.helger.commons.collection.impl.CommonsLinkedHashSetTest.testBasic,1,18,6,4,3,0.09,11,67,1,13,42,0,0,0.24,0,0,0
com.helger.commons.collection.impl.CommonsLinkedHashSetTest.testCtor,9,10,6,4,1,0,24,51,0,5,16,0,0,0.24,0,0,0
com.helger.commons.collection.impl.CommonsLinkedListTest.testBasic,1,13,3,3,3,0.1,8,57,1,7,39,2,0,0.15,1,0,0
com.helger.commons.collection.impl.CommonsLinkedListTest.testCtor,6,8,4,3,1,0,20,41,0,5,12,0,0,0.29,0,0,0
com.helger.commons.collection.impl.CommonsTreeMapTest.testBasic,1,28,8,5,1,0.08,11,106,1,26,50,2,1,0.34,0.67,0,0
com.helger.commons.collection.impl.CommonsTreeMapTest.testCtor,4,8,6,4,1,0,12,31,0,4,12,0,0,0.25,0,0,0
com.helger.commons.collection.impl.CommonsVectorTest.testBasic,1,14,4,4,3,0.09,8,58,1,7,41,2,0,0.15,1,0,0
com.helger.commons.collection.impl.CommonsVectorTest.testCtor,8,10,6,4,1,0,20,48,0,5,16,0,0,0.24,0,0,0
com.helger.commons.collection.impl.CommonsWeakHashMapTest.testBasic,1,29,8,5,1,0.08,11,107,1,28,51,3,1,0.35,0.75,0,0
com.helger.commons.collection.impl.CommonsWeakHashMapTest.testCtor,6,10,7,4,1,0,16,37,0,4,16,0,0,0.2,0,0,0
com.helger.commons.collection.impl.CommonsWeakHashMapTest.testGetSwappedKeyValues,1,6,5,2,1,0.78,10,22,1,6,5,1,1,0.55,0.5,0,0
com.helger.commons.collection.iterate.ArrayIteratorTest.testAll,2,15,4,4,1,0.14,41,51,1,20,13,2,1,0.61,0.67,0,0
com.helger.commons.collection.iterate.ArrayIteratorTest.testStdMethods,1,72,21,12,1,0.04,10,344,1,97,161,5,17,0.38,0.23,0,0
com.helger.commons.collection.iterate.CombinedIteratorTest.testAll,1,21,7,4,1,0.12,76,79,1,33,23,6,3,0.59,0.67,0,0
com.helger.commons.collection.iterate.EmptyIteratorTest.testAll,1,2,1,1,1,1,12,3,1,1,0,0,0,1,0,1,0
com.helger.commons.collection.iterate.FilterIteratorTest.testConstructorIterable,2,8,6,5,1,0.07,16,25,0,2,14,0,1,0.12,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testConstructorIterator,1,11,7,5,1,0.27,17,30,0,4,17,0,1,0.19,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testIteration1,3,15,9,5,1,0.31,18,61,1,18,13,0,0,0.58,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testIteration2,1,14,8,5,1,0.32,22,46,1,17,12,0,0,0.59,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testIteration3,1,13,7,5,1,0.27,12,46,1,16,12,0,0,0.57,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testIteration4,1,13,7,5,1,0.27,12,46,1,16,12,0,0,0.57,0,0,0
com.helger.commons.collection.iterate.FilterIteratorTest.testIteration5,1,28,11,8,1,0.16,13,111,1,20,52,1,9,0.28,0.1,0,0
com.helger.commons.collection.iterate.IterableIteratorTest.testBasic,3,47,14,9,1,0.13,19,160,1,38,67,1,12,0.36,0.08,0,0
com.helger.commons.collection.iterate.MapperIteratorTest.testGetIteratorWithConversion,1,15,8,6,1,0.16,14,39,1,15,14,3,0,0.52,1,0,1
com.helger.commons.collection.IteratorHelperTest.testGetEnumeratorFromIterator,0,14,9,5,1,0.3,16,33,1,15,12,2,0,0.56,1,0,1
com.helger.commons.collection.IteratorHelperTest.testGetIterator_Array,0,16,6,4,1,0.02,5,50,1,12,23,0,3,0.34,0,0,0
com.helger.commons.collection.IteratorHelperTest.testGetIterator_Iterable,0,5,3,2,1,0.57,5,10,1,6,1,2,1,0.86,0.67,1,0
com.helger.commons.collection.IteratorHelperTest.testGetIterator_Iterator,0,4,3,2,1,0.67,5,9,1,5,0,1,0,1,1,1,1
com.helger.commons.collection.IteratorHelperTest.testGetIteratorFromEnumeration,0,12,8,4,2,0.32,26,27,1,12,9,4,0,0.57,1,0,1
com.helger.commons.collection.IteratorHelperTest.testGetReverseIterator,0,15,9,5,1,0.25,24,39,1,22,12,5,0,0.65,1,0,1
com.helger.commons.collection.IteratorHelperTest.testGetSize_IterableIterator,1,10,6,4,1,0.25,5,27,1,11,6,2,0,0.65,1,0,1
com.helger.commons.collection.IteratorHelperTest.testGetSize_Iterator,1,3,2,1,1,0.9,5,13,1,6,0,0,0,1,0,1,0
com.helger.commons.collection.IteratorHelperTest.testIsEmpty_Enumeration,2,10,5,3,1,0.29,6,24,1,11,7,2,1,0.61,0.67,0,0
com.helger.commons.collection.IteratorHelperTest.testIsEmpty_IIterableIterator,2,9,6,4,1,0.36,6,22,1,8,6,2,0,0.57,1,0,1
com.helger.commons.collection.IteratorHelperTest.testIsEmpty_Iterator,2,4,3,2,1,0.67,7,10,1,5,0,2,0,1,1,1,1
com.helger.commons.collection.map.LoggingLRUMapTest.testAll,1,62,14,9,1,0.04,16,315,1,51,159,7,10,0.24,0.41,0,0
com.helger.commons.collection.map.LRUMapTest.testLRUCache,1,2,1,1,1,0,9,11,1,4,1,0,0,0.8,0,1,0
com.helger.commons.collection.map.LRUSetTest.testLRUCache,1,69,21,13,1,0.08,37,288,1,52,161,6,11,0.24,0.35,0,0
com.helger.commons.collection.map.MapEntryTest.testCtor,1,50,13,9,1,0.09,17,270,1,35,159,5,9,0.18,0.36,0,0
com.helger.commons.collection.map.SoftHashMapTest.testEntrySetToArray,1,54,20,11,1,0.05,11,223,1,41,116,3,2,0.26,0.6,0,0
com.helger.commons.collection.map.SoftLinkedHashMapTest.testEntrySetToArray,1,49,15,8,1,0.05,11,227,1,48,97,5,1,0.33,0.83,0,0
com.helger.commons.collection.NonBlockingStackTest.testCtor,6,8,6,3,2,0.21,23,31,1,8,9,0,0,0.47,0,0,0
com.helger.commons.collection.NonBlockingStackTest.testMethods,5,62,17,10,1,0.13,66,268,1,47,154,6,9,0.23,0.4,0,0
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewBooleanContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewByteContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewCharContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewDoubleContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewFloatContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewIntContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewLongContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.PrimitiveCollectionHelperTest.testNewShortContainer,0,4,1,1,1,1,12,24,1,8,0,2,0,1,1,1,1
com.helger.commons.collection.StackHelperTest.testNew,2,20,8,4,1,0.45,12,72,1,2,37,1,3,0.05,0.25,0,0
com.helger.commons.collection.StackHelperTest.testNewStackArray,1,16,7,3,2,0.41,14,46,1,20,11,3,2,0.65,0.6,0,0
com.helger.commons.collection.StackHelperTest.testNewStackSingleValue,0,8,3,2,1,0.59,10,19,1,9,5,0,2,0.64,0,0,0
com.helger.commons.compare.CollatorHelperTest.testGetCollatorSpaceBeforeDot,1,48,17,12,1,0.07,18,230,1,14,121,3,11,0.1,0.21,0,0
com.helger.commons.compare.CollatorHelperTest.testSort,0,23,12,9,1,0.14,9,94,1,6,69,0,13,0.08,0,0,0
com.helger.commons.compare.CompareHelperTest.testNullSafeCompare,0,51,16,10,1,0.03,21,234,1,29,87,6,11,0.25,0.35,0,0
com.helger.commons.compare.ESortOrderTest.testAll,0,8,3,2,2,0.73,13,18,1,12,2,6,0,0.86,1,1,1
com.helger.commons.compare.IComparatorTest.testCollating,0,47,20,13,1,0.08,16,189,1,21,95,0,8,0.18,0,0,0
com.helger.commons.compare.IComparatorTest.testCollatingOrder,0,26,14,10,1,0.03,10,74,1,20,59,0,5,0.25,0,0,0
com.helger.commons.compare.IComparatorTest.testComparatorStringLongestFirst,0,23,9,6,1,0.11,15,47,1,28,18,6,0,0.61,1,0,1
com.helger.commons.compare.IComparatorTest.testLocaleGerman,0,27,15,11,1,0.03,14,75,1,22,58,1,4,0.28,0.2,0,0
com.helger.commons.concurrent.BasicThreadFactoryTest.testAll,1,31,9,6,1,0.17,13,133,1,14,63,6,9,0.18,0.4,0,0
com.helger.commons.concurrent.collector.ConcurrentCollectorMultipleTest.testAny,2,15,5,4,1,0.29,50,98,1,13,24,2,2,0.35,0.5,0,0
