TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intMonthInt,0,22,8,6,1,0.09,15,96,1,17,48,0,2,0.26,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints,0,22,8,6,1,0.09,15,96,1,17,48,0,2,0.26,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_dayTooHigh,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_dayTooLow,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_monthTooHigh,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_monthTooLow,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_nullOffset,0,3,2,2,1,0.17,5,10,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_ints_yearTooLow,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset,0,4,2,2,1,0.08,5,16,1,3,6,0,1,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset_dayTooHigh,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset_dayTooLow,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset_nullMonth,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset_nullOffset,0,3,2,2,1,0.17,5,10,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsMonthOffset_yearTooLow,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_intsOffset,0,22,8,6,1,0.09,15,96,1,17,48,0,2,0.26,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_LocalDateZoneOffset,0,22,8,6,1,0.09,16,96,1,17,48,0,2,0.26,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_LocalDateZoneOffset_nullDate,0,3,2,2,1,0.17,5,10,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_of_LocalDateZoneOffset_nullOffset,0,3,2,2,1,0.17,6,10,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_formatter,0,6,2,2,1,0.14,7,25,1,6,6,0,1,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_formatter_nullFormatter,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_formatter_nullText,0,4,2,2,1,0.12,6,12,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_illegalValue,0,4,2,2,1,0.12,5,12,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_invalidValue,0,4,2,2,1,0.12,5,12,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFactory_parse_nullText,0,4,2,2,1,0.12,5,12,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFormat_formatter,0,5,2,2,1,0.23,7,17,1,5,5,1,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testFormat_formatter_null,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFrom_TemporalAccessor_invalid_noDerive,0,4,2,2,1,0.08,5,17,1,0,7,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFrom_TemporalAccessor_null,0,4,2,2,1,0.08,5,17,1,0,7,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFrom_TemporalAccessor_OD,0,5,2,2,1,0.42,5,23,1,3,6,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testFrom_TemporalAccessor_ZDT,0,5,2,2,1,0.42,6,23,1,5,6,0,1,0.45,0,0,0
com.helger.commons.datetime.OffsetDateTest.testGet_OffsetDate,0,11,2,2,1,0.64,24,18,1,10,4,2,0,0.71,1,0,1
com.helger.commons.datetime.OffsetDateTest.testGet_TemporalField,0,7,2,2,1,0.11,11,22,1,12,4,1,0,0.75,1,1,1
com.helger.commons.datetime.OffsetDateTest.testGetLong_TemporalField,0,5,2,2,1,0.5,11,16,1,7,4,0,0,0.64,0,0,0
com.helger.commons.datetime.OffsetDateTest.testIsAfter_null,0,4,2,2,1,0.11,6,13,1,0,9,0,1,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testIsBefore_null,0,4,2,2,1,0.11,6,13,1,0,9,0,1,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testIsBeforeIsAfterIsEqual_instantComparison,0,7,2,2,1,0.33,18,16,1,9,8,1,3,0.53,0.25,0,0
com.helger.commons.datetime.OffsetDateTest.testIsBeforeIsAfterIsEqual1,0,7,2,2,1,0.33,18,16,1,12,5,3,1,0.71,0.75,0,0
com.helger.commons.datetime.OffsetDateTest.testIsBeforeIsAfterIsEqual2,0,7,2,2,1,0.33,18,16,1,12,5,4,0,0.71,1,0,1
com.helger.commons.datetime.OffsetDateTest.testIsEqual_null,0,4,2,2,1,0.11,6,13,1,0,9,0,1,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testIsSupported_TemporalUnit,0,4,2,2,1,0.44,21,13,1,5,6,3,0,0.45,1,0,1
com.helger.commons.datetime.OffsetDateTest.testMinus_MinusAdjuster,0,9,2,2,1,0.07,7,31,1,10,9,2,3,0.53,0.4,0,0
com.helger.commons.datetime.OffsetDateTest.testMinus_MinusAdjuster_noChange,0,6,2,2,1,0.1,7,24,1,3,7,0,2,0.3,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinus_MinusAdjuster_zero,0,6,2,2,1,0.1,6,24,1,3,7,0,2,0.3,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_maximum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_minimum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testMinusDays_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_overflowTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_overflowTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_overLeapYears,0,7,2,2,1,0.18,6,21,1,7,6,2,1,0.54,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_overMonths,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusDays_symmetry,0,6,2,2,1,0.12,10,20,1,7,7,2,1,0.5,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_adjustDayFromLeapYear,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_adjustDayFromMonthLength,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_big,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusMonths_long_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_invalidMaxMinusMax,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_invalidMaxMinusMin,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_maximum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_minimum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_overLeapYears,0,7,2,2,1,0.18,6,21,1,7,6,2,1,0.54,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_overMonths,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusWeeks_symmetry,0,6,2,2,1,0.12,10,20,1,7,7,2,1,0.5,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_adjustDay,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_big,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_invalidTooSmall,0,3,2,2,1,0.17,87,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testMinusYears_long_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testNow,0,7,2,2,1,0.46,12,28,1,6,7,1,2,0.46,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testNow_Clock_allSecsInDay_beforeEpoch,0,24,8,6,1,0.11,18,107,1,19,49,0,3,0.28,0,0,0
com.helger.commons.datetime.OffsetDateTest.testNow_Clock_allSecsInDay_utc,0,24,8,6,1,0.11,18,107,1,19,49,0,3,0.28,0,0,0
com.helger.commons.datetime.OffsetDateTest.testNow_Clock_nullClock,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testNow_Clock_nullZoneId,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testNow_Clock_offsets,0,24,8,6,1,0.11,19,107,1,20,48,1,2,0.29,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testPlus_MinusAdjuster_null,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlus_PlusAdjuster,0,8,2,2,1,0.08,7,30,1,8,8,1,3,0.5,0.25,0,0
com.helger.commons.datetime.OffsetDateTest.testPlus_PlusAdjuster_noChange,0,6,2,2,1,0.1,7,24,1,3,7,1,2,0.3,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testPlus_PlusAdjuster_null,0,3,2,2,1,0.17,5,10,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlus_PlusAdjuster_zero,0,6,2,2,1,0.1,6,24,1,3,7,1,2,0.3,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_maximum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_minimum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testPlusDays_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_overflowTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_overflowTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_overLeapYears,0,7,2,2,1,0.18,6,21,1,7,6,2,1,0.54,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_overMonths,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusDays_symmetry,0,6,2,2,1,0.12,10,20,1,7,7,2,1,0.5,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_adjustDayFromLeapYear,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_adjustDayFromMonthLength,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_big,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusMonths_long_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_invalidMaxMinusMax,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_invalidMaxMinusMin,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_maximum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_minimum,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_negativeAcrossYear,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_negativeOverYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_overLeapYears,0,7,2,2,1,0.18,6,21,1,7,6,2,1,0.54,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_overMonths,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_overYears,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusWeeks_symmetry,0,6,2,2,1,0.12,35,20,1,8,6,2,1,0.57,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_adjustDay,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_big,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_invalidTooLarge,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_invalidTooSmall,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_negative,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testPlusYears_long_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_chrono,0,4,2,2,1,0.62,6,17,1,3,5,2,0,0.38,1,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_null,0,3,2,2,1,0.17,5,10,1,1,8,1,2,0.11,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_offset,0,9,2,2,1,0.29,6,32,1,12,9,1,3,0.57,0.25,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_precision,0,4,2,2,1,0.62,6,17,1,3,6,2,1,0.33,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_zone,0,5,2,2,1,0.57,6,18,1,4,8,0,3,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testQuery_zoneId,0,4,2,2,1,0.62,6,17,1,2,8,1,2,0.2,0.33,0,0
com.helger.commons.datetime.OffsetDateTest.testSerialization,0,52,16,11,1,0.03,6,237,1,51,112,2,7,0.31,0.22,0,0
com.helger.commons.datetime.OffsetDateTest.testToEpochSecond,0,6,2,2,1,0.38,7,17,1,4,8,2,1,0.33,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testToString,0,4,2,2,1,0.29,32,11,1,3,4,0,0,0.43,0,0,0
com.helger.commons.datetime.OffsetDateTest.testUntil,0,6,2,2,1,0.43,13,25,1,6,7,1,0,0.46,1,0,1
com.helger.commons.datetime.OffsetDateTest.testUntil_invalidType,0,5,2,2,1,0.2,6,19,1,1,7,0,0,0.12,0,0,0
com.helger.commons.datetime.OffsetDateTest.testUntil_otherType,0,6,2,2,1,0.43,7,25,1,5,8,0,1,0.38,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment,0,5,2,2,1,0.42,8,23,1,3,8,1,0,0.27,1,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_LocalDate,0,6,2,2,1,0.36,6,26,1,6,7,1,1,0.46,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_Month,0,8,2,2,1,0.23,6,39,1,8,12,1,4,0.4,0.2,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_noChange,0,6,2,2,1,0.36,8,26,1,5,6,2,0,0.45,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_null,0,3,2,2,1,0.17,5,10,1,0,9,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_OffsetDate,0,5,2,2,1,0.42,6,23,1,5,8,1,1,0.38,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_offsetUnchanged,0,8,2,2,1,0.23,7,39,1,7,11,2,3,0.39,0.4,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_adjustment_ZoneOffset,0,6,2,2,1,0.36,6,26,1,6,8,1,1,0.43,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_TemporalField,0,6,2,2,1,0.33,12,25,1,9,6,2,1,0.6,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_TemporalField_invalidField,0,3,2,2,1,0.17,5,10,1,3,5,0,1,0.38,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWith_TemporalField_null,0,3,2,2,1,0.17,5,10,1,0,7,0,0,0,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfMonth_invalidAlways,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfMonth_invalidForMonth,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfMonth_noChange,0,6,2,2,1,0.12,6,20,1,6,6,2,1,0.5,0.67,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfMonth_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
