TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore
junit.tests.framework.AssertTest.testAssertionFailedErrorToStringWithNoMessage,1,38,12,4,3,0.01,27,160,1,0,0,0,0,0.00,0.00
org.junit.tests.running.methods.AnnotationTest.testSetupFailure,1,226,63,13,2,0.01,32,894,0,0,0,0,0,0.00,0.00
junit.tests.framework.SuiteTest.testCreateSuiteFromArray,3,56,16,5,3,0.03,30,266,0,0,0,0,0,0.00,0.00
org.junit.tests.experimental.AssumptionTest.assumeThatPassesOnStrings,0,51,21,7,1,0.02,5,200,0,0,0,0,0,0.00,0.00
org.junit.rules.ErrorCollectorTest.runTestClassAndVerifyEvents[class org.junit.rules.ErrorCollectorTest$CheckMatcherThatFailsWithoutProvidedReason],3,235,71,13,1,0.01,57,938,1,0,0,0,0,0.00,0.00
org.junit.runners.model.TestClassTest.fieldsOnSubclassesShadowSuperclasses,1,84,30,9,1,0.01,30,354,1,0,0,0,0,0.00,0.00
org.junit.rules.TempFolderRuleTest.nameClashesResultInTestFailures,1,221,72,14,1,0.01,33,935,0,0,0,0,0,0.00,0.00
org.junit.rules.MethodRulesTest.succeeded,1,206,68,14,1,0.00,33,829,0,0,0,0,0,0.00,0.00
org.junit.rules.MethodRulesTest.runsMethodRuleThatIsReturnedByMethod,1,199,65,13,1,0.01,36,799,0,0,0,0,0,0.00,0.00
org.junit.tests.assertion.AssertionTest.objectsAreSame,0,52,19,7,1,0.00,22,226,0,0,0,0,0,0.00,0.00
org.junit.rules.RuleMemberValidatorTest.rejectClassRuleInNonPublicClass,1,85,31,9,1,0.05,29,343,1,0,0,0,0,0.00,0.00
org.junit.runners.model.TestClassTest.missingAnnotationIsNotAvailable,1,80,29,9,1,0.01,28,352,1,0,0,0,0,0.00,0.00
junit.tests.framework.ComparisonFailureTest.testThrowing,0,36,13,4,3,0.00,27,158,0,0,0,0,0,0.00,0.00
